evid,latitude,longitude,depth,time,mag
368,35.6092,-117.5813,5.59,2000-12-13T21:08:01.100000,1.0
369,35.9400,-117.6806,5.24,2000-12-13T21:09:01.080000,1.0
370,35.8346,-117.6482,6.92,2000-12-13T21:10:01.230000,1.0
371,35.6255,-117.4434,4.86,2000-12-13T21:11:01.150000,1.0
372,35.6521,-117.4562,4.39,2000-12-13T21:12:01.130000,1.0
373,35.6739,-117.4576,6.06,2000-12-13T21:13:01.080000,1.0
374,35.9358,-117.6870,4.83,2000-12-13T21:14:01.190000,1.0
375,35.6643,-117.4616,2.98,2000-12-13T21:15:01.010000,1.0
376,35.6792,-117.4676,2.09,2000-12-13T21:16:01.010000,1.0
377,35.8928,-117.7149,6.45,2000-12-13T21:17:01.160000,1.0
378,35.7007,-117.5781,7.97,2000-12-13T21:18:01.200000,1.0
379,36.0314,-117.8407,4.75,2000-12-13T21:19:01.210000,1.0
380,35.6434,-117.4631,4.33,2000-12-13T21:20:01.120000,1.0
381,35.9247,-117.7224,6.56,2000-12-13T21:21:01.260000,1.0
382,35.5673,-117.6281,3.76,2000-12-13T21:22:00.860000,1.0
383,35.5963,-117.3508,5.44,2000-12-13T21:23:01.180000,1.0
384,35.6638,-117.4500,2.42,2000-12-13T21:24:01.120000,1.0
385,35.8805,-117.6950,6.96,2000-12-13T21:25:01.200000,1.0
386,35.9500,-117.6833,4.85,2000-12-13T21:26:01.080000,1.0
387,35.9055,-117.6661,5.26,2000-12-13T21:27:01.110000,1.0
388,35.9057,-117.6554,6.80,2000-12-13T21:28:01.130000,1.0
389,35.9042,-117.6923,5.83,2000-12-13T21:29:01.120000,1.0
390,35.9190,-117.7253,6.67,2000-12-13T21:30:01.210000,1.0
391,35.6091,-117.4275,4.15,2000-12-13T21:31:01.190000,1.0
392,35.8935,-117.6749,6.84,2000-12-13T21:32:01.220000,1.0
393,35.6397,-117.4579,3.77,2000-12-13T21:33:01.160000,1.0
394,35.6330,-117.4479,5.43,2000-12-13T21:34:01.140000,1.0
395,35.9031,-117.6675,5.36,2000-12-13T21:35:01.090000,1.0
396,35.8770,-117.6994,5.24,2000-12-13T21:36:01.240000,1.0
397,35.6070,-117.4330,5.46,2000-12-13T21:37:01.160000,1.0
398,35.7045,-117.5172,6.79,2000-12-13T21:38:01.190000,1.0
399,35.9497,-117.6837,5.20,2000-12-13T21:39:01.150000,1.0
400,35.5987,-117.5921,4.38,2000-12-13T21:40:01.020000,1.0
401,35.8827,-117.6841,7.51,2000-12-13T21:41:01.150000,1.0
402,35.9143,-117.7456,7.23,2000-12-13T21:42:01.240000,1.0
403,35.6210,-117.4390,4.00,2000-12-13T21:43:01.200000,1.0
404,35.5994,-117.5947,3.96,2000-12-13T21:44:01.060000,1.0
405,35.9078,-117.6704,5.45,2000-12-13T21:45:01.140000,1.0
406,35.9551,-117.7142,5.49,2000-12-13T21:46:01.110000,1.0
407,35.9325,-117.6767,4.91,2000-12-13T21:47:01.120000,1.0
408,35.6484,-117.4561,2.70,2000-12-13T21:48:01.090000,1.0
409,35.6671,-117.5178,6.70,2000-12-13T21:49:01.250000,1.0
410,35.6384,-117.4342,4.73,2000-12-13T21:50:01.140000,1.0
411,35.8217,-117.6307,4.64,2000-12-13T21:51:01.290000,1.0
412,35.6473,-117.4458,3.22,2000-12-13T21:52:01.110000,1.0
413,35.6367,-117.4596,3.25,2000-12-13T21:53:01.090000,1.0
414,35.6920,-117.5227,6.89,2000-12-13T21:54:01.210000,1.0
415,35.9763,-117.6638,5.45,2000-12-13T21:55:01.140000,1.0
416,36.0445,-117.8420,3.86,2000-12-13T21:56:01.150000,1.0
417,35.9741,-117.6517,4.77,2000-12-13T21:57:01.140000,1.0
418,35.9884,-117.6604,4.84,2000-12-13T21:58:01.180000,1.0
419,35.6613,-117.5326,8.96,2000-12-13T21:59:01.180000,1.0
420,35.6110,-117.3870,6.34,2000-12-13T22:00:01.160000,1.0
421,35.6243,-117.4131,4.64,2000-12-13T22:01:01.140000,1.0
422,36.0531,-117.8433,4.00,2000-12-13T22:02:01.200000,1.0
423,35.5897,-117.4238,4.87,2000-12-13T22:03:01.190000,1.0
424,35.8983,-117.6737,6.47,2000-12-13T22:04:01.110000,1.0
425,35.8977,-117.6640,7.88,2000-12-13T22:05:01.210000,1.0
426,35.6817,-117.4875,1.12,2000-12-13T22:06:01.010000,1.0
427,35.6791,-117.4793,1.07,2000-12-13T22:07:01.060000,1.0
428,35.9653,-117.6944,5.54,2000-12-13T22:08:01.110000,1.0
429,35.9188,-117.6825,5.69,2000-12-13T22:09:01.130000,1.0
430,35.6830,-117.4827,1.52,2000-12-13T22:10:01.080000,1.0
431,35.7602,-117.5710,8.10,2000-12-13T22:11:01.190000,1.0
432,35.6357,-117.4367,4.75,2000-12-13T22:12:01.150000,1.0
433,35.6672,-117.5190,7.49,2000-12-13T22:13:01.160000,1.0
434,36.0432,-117.8716,3.85,2000-12-13T22:14:01.100000,1.0
435,35.9429,-117.6898,5.53,2000-12-13T22:15:01.070000,1.0
436,35.6749,-117.5120,6.35,2000-12-13T22:16:01.240000,1.0
437,35.9148,-117.7206,6.57,2000-12-13T22:17:01.200000,1.0
438,35.6263,-117.4307,5.68,2000-12-13T22:18:01.150000,1.0
439,35.6596,-117.4582,7.06,2000-12-13T22:19:01.190000,1.0
440,35.6129,-117.4619,5.06,2000-12-13T22:20:01.170000,1.0
441,35.9113,-117.7096,7.77,2000-12-13T22:21:01.100000,1.0
442,35.7747,-117.5389,5.14,2000-12-13T22:22:00.980000,1.0
443,35.9682,-117.6542,5.04,2000-12-13T22:23:01.130000,1.0
444,35.7111,-117.4978,4.45,2000-12-13T22:24:00.990000,1.0
445,35.7469,-117.5455,3.96,2000-12-13T22:25:01.010000,1.0
446,35.7023,-117.5004,8.11,2000-12-13T22:26:01.190000,1.0
447,35.9009,-117.6816,5.46,2000-12-13T22:27:01.110000,1.0
448,35.5789,-117.6167,2.93,2000-12-13T22:28:00.960000,1.0
449,35.5838,-117.3500,3.43,2000-12-13T22:29:01.420000,1.0
450,35.9698,-117.6514,5.17,2000-12-13T22:30:01.070000,1.0
451,35.5732,-117.5937,4.62,2000-12-13T22:31:01.130000,1.0
452,35.9232,-117.7022,7.15,2000-12-13T22:32:01.150000,1.0
453,35.6721,-117.4876,2.87,2000-12-13T22:33:01.040000,1.0
454,35.9163,-117.6790,5.64,2000-12-13T22:34:01.120000,1.0
455,35.8244,-117.6416,5.37,2000-12-13T22:35:01.230000,1.0
456,35.6677,-117.5233,8.57,2000-12-13T22:36:01.220000,1.0
457,35.6471,-117.4577,3.49,2000-12-13T22:37:01.090000,1.0
458,35.7082,-117.5683,7.13,2000-12-13T22:38:01.230000,1.0
459,35.6366,-117.4322,6.05,2000-12-13T22:39:01.140000,1.0
460,35.5787,-117.6169,3.39,2000-12-13T22:40:00.990000,1.0
461,35.6782,-117.5095,6.35,2000-12-13T22:41:01.150000,1.0
462,35.7730,-117.5535,5.79,2000-12-13T22:42:01.080000,1.0
463,35.7564,-117.5583,6.18,2000-12-13T22:43:01.190000,1.0
464,35.6053,-117.4019,7.25,2000-12-13T22:44:01.170000,1.0
465,35.9652,-117.7035,5.63,2000-12-13T22:45:01.070000,1.0
466,35.9001,-117.6858,8.04,2000-12-13T22:46:01.220000,1.0
467,35.7291,-117.5408,5.94,2000-12-13T22:47:01.150000,1.0
468,35.9077,-117.6692,4.88,2000-12-13T22:48:01.090000,1.0
469,35.8870,-117.6596,6.49,2000-12-13T22:49:01.140000,1.0
470,35.7749,-117.5542,5.75,2000-12-13T22:50:01.060000,1.0
471,35.5870,-117.6094,5.09,2000-12-13T22:51:01.120000,1.0
472,35.7005,-117.5078,5.32,2000-12-13T22:52:01.030000,1.0
473,35.5812,-117.3559,6.01,2000-12-13T22:53:01.270000,1.0
474,35.8949,-117.7047,7.84,2000-12-13T22:54:01.130000,1.0
475,35.6817,-117.4880,1.33,2000-12-13T22:55:00.980000,1.0
476,35.9257,-117.6797,5.33,2000-12-13T22:56:01.060000,1.0
477,35.6769,-117.4692,5.33,2000-12-13T22:57:01.100000,1.0
478,35.7493,-117.5528,8.71,2000-12-13T22:58:01.140000,1.0
479,36.0556,-117.8472,5.49,2000-12-13T22:59:01.250000,1.0
480,35.6583,-117.5184,7.40,2000-12-13T23:00:01.220000,1.0
481,36.0564,-117.8333,3.97,2000-12-13T23:01:01.210000,1.0
482,35.8829,-117.6611,9.66,2000-12-13T23:02:01.220000,1.0
483,35.9034,-117.6724,9.87,2000-12-13T23:03:01.090000,1.0
484,35.6494,-117.4437,3.00,2000-12-13T23:04:01.120000,1.0
485,35.6546,-117.4496,4.32,2000-12-13T23:05:01.100000,1.0
486,35.8830,-117.6779,6.26,2000-12-13T23:06:01.110000,1.0
487,35.8308,-117.6478,6.03,2000-12-13T23:07:01.240000,1.0
488,35.8965,-117.6680,5.08,2000-12-13T23:08:01.180000,1.0
489,35.5741,-117.6294,4.65,2000-12-13T23:09:01.060000,1.0
490,35.5745,-117.3506,4.65,2000-12-13T23:10:01.270000,1.0
491,35.9117,-117.7059,5.54,2000-12-13T23:11:01.200000,1.0
492,35.6884,-117.4925,5.65,2000-12-13T23:12:01.150000,1.0
493,35.9272,-117.7067,6.20,2000-12-13T23:13:01.110000,1.0
494,35.7043,-117.5734,6.77,2000-12-13T23:14:01.160000,1.0
495,35.9617,-117.6829,5.22,2000-12-13T23:15:01.120000,1.0
496,35.8961,-117.6964,9.02,2000-12-13T23:16:01.130000,1.0
497,35.6501,-117.4447,5.14,2000-12-13T23:17:01.100000,1.0
498,35.9414,-117.6945,7.39,2000-12-13T23:18:01.270000,1.0
499,35.6802,-117.5097,6.30,2000-12-13T23:19:01.140000,1.0
500,35.6257,-117.4322,6.63,2000-12-13T23:20:01.130000,1.0
501,35.6490,-117.4471,3.44,2000-12-13T23:21:01.100000,1.0
502,35.6950,-117.5151,5.59,2000-12-13T23:22:01.090000,1.0
503,35.6069,-117.4225,6.78,2000-12-13T23:23:01.240000,1.0
504,35.6613,-117.4432,3.81,2000-12-13T23:24:01.030000,1.0
505,35.8999,-117.6948,5.53,2000-12-13T23:25:01.130000,1.0
506,35.6703,-117.4800,3.76,2000-12-13T23:26:01.080000,1.0
507,35.9405,-117.6562,5.26,2000-12-13T23:27:01.100000,1.0
508,36.0598,-117.8353,3.85,2000-12-13T23:28:01.160000,1.0
509,35.5565,-117.3211,9.09,2000-12-13T23:29:00.910000,1.0
510,35.9822,-117.6599,4.92,2000-12-13T23:30:01.150000,1.0
511,35.8866,-117.6707,9.34,2000-12-13T23:31:01.120000,1.0
512,35.6114,-117.4148,4.16,2000-12-13T23:32:01.180000,1.0
513,35.6629,-117.4808,5.24,2000-12-13T23:33:01.070000,1.0
514,35.9303,-117.7045,6.21,2000-12-13T23:34:01.170000,1.0
515,35.8801,-117.6869,8.98,2000-12-13T23:35:01.170000,1.0
516,36.0629,-117.8387,3.92,2000-12-13T23:36:01.130000,1.0
517,35.8969,-117.7220,8.34,2000-12-13T23:37:01.240000,1.0
518,35.6746,-117.5154,6.46,2000-12-13T23:38:01.120000,1.0
519,35.9080,-117.6693,5.45,2000-12-13T23:39:01.160000,1.0
520,35.7210,-117.5414,4.70,2000-12-13T23:40:01.050000,1.0
521,35.9584,-117.6814,4.93,2000-12-13T23:41:01.080000,1.0
522,35.8911,-117.6940,10.95,2000-12-13T23:42:01.060000,1.0
523,35.9532,-117.6948,5.64,2000-12-13T23:43:01.110000,1.0
524,35.5950,-117.4193,5.27,2000-12-13T23:44:01.220000,1.0
525,35.7574,-117.5680,6.42,2000-12-13T23:45:01.190000,1.0
526,35.6957,-117.5087,5.24,2000-12-13T23:46:01.090000,1.0
527,35.6857,-117.5191,5.79,2000-12-13T23:47:01.120000,1.0
528,35.9072,-117.6864,5.88,2000-12-13T23:48:01.140000,1.0
529,35.8862,-117.6852,5.22,2000-12-13T23:49:01.210000,1.0
530,35.9659,-117.6954,5.12,2000-12-13T23:50:01.100000,1.0
531,35.9154,-117.7251,6.15,2000-12-13T23:51:01.130000,1.0
532,35.6789,-117.5078,4.78,2000-12-13T23:52:01.070000,1.0
533,36.0719,-117.8433,5.04,2000-12-13T23:53:01.190000,1.0
534,35.7137,-117.4949,4.22,2000-12-13T23:54:01.020000,1.0
535,36.0354,-117.8467,4.84,2000-12-13T23:55:01.160000,1.0
536,35.6569,-117.4379,5.58,2000-12-13T23:56:01.070000,1.0
537,35.7740,-117.5577,6.06,2000-12-13T23:57:01.150000,1.0
538,35.8661,-117.6641,8.81,2000-12-13T23:58:01.160000,1.0
539,35.9086,-117.7175,5.88,2000-12-13T23:59:01.160000,1.0
540,35.6306,-117.4244,3.75,2000-12-14T00:00:01.060000,1.0
541,35.8972,-117.7170,11.40,2000-12-14T00:01:01.110000,1.0
542,35.9407,-117.6894,5.56,2000-12-14T00:02:01.080000,1.0
543,35.6432,-117.4527,5.35,2000-12-14T00:03:01.060000,1.0
544,35.6949,-117.5289,7.82,2000-12-14T00:04:01.290000,1.0
545,35.5656,-117.3265,5.59,2000-12-14T00:05:01.230000,1.0
546,35.6879,-117.4707,5.61,2000-12-14T00:06:01.030000,1.0
547,35.8989,-117.7111,7.94,2000-12-14T00:07:01.180000,1.0
548,35.8911,-117.6794,8.70,2000-12-14T00:08:01.180000,1.0
549,35.7744,-117.5477,5.70,2000-12-14T00:09:01.040000,1.0
550,35.9247,-117.6965,5.28,2000-12-14T00:10:01.190000,1.0
551,36.0639,-117.8497,5.15,2000-12-14T00:11:01.170000,1.0
552,35.8795,-117.6843,9.06,2000-12-14T00:12:01.220000,1.0
553,35.7226,-117.5173,3.11,2000-12-14T00:13:00.910000,1.0
554,35.6722,-117.4750,3.63,2000-12-14T00:14:01.040000,1.0
555,35.8958,-117.7154,6.50,2000-12-14T00:15:01.220000,1.0
556,36.0431,-117.8643,3.62,2000-12-14T00:16:01.190000,1.0
557,35.6726,-117.5091,4.41,2000-12-14T00:17:01.110000,1.0
558,35.7193,-117.5592,6.36,2000-12-14T00:18:01.120000,1.0
559,35.9328,-117.6815,5.05,2000-12-14T00:19:01.100000,1.0
560,35.8927,-117.7277,7.05,2000-12-14T00:20:01.140000,1.0
561,35.7423,-117.5498,4.04,2000-12-14T00:21:01.080000,1.0
562,35.9200,-117.6994,5.80,2000-12-14T00:22:01.130000,1.0
563,36.0321,-117.8379,4.83,2000-12-14T00:23:01.230000,1.0
564,35.6303,-117.4526,5.32,2000-12-14T00:24:01.190000,1.0
565,35.8769,-117.6851,8.66,2000-12-14T00:25:01.070000,1.0
566,35.6552,-117.4488,3.43,2000-12-14T00:26:01.110000,1.0
567,35.6917,-117.5020,6.27,2000-12-14T00:27:01.140000,1.0
568,35.6873,-117.5053,6.48,2000-12-14T00:28:01.140000,1.0
569,35.9480,-117.6894,5.36,2000-12-14T00:29:01.110000,1.0
570,35.9259,-117.7078,5.12,2000-12-14T00:30:01.150000,1.0
571,35.8953,-117.7003,6.82,2000-12-14T00:31:01.180000,1.0
572,35.6900,-117.5233,6.87,2000-12-14T00:32:01.200000,1.0
573,35.8925,-117.6768,8.79,2000-12-14T00:33:01.090000,1.0
574,35.7112,-117.4957,5.51,2000-12-14T00:34:01.020000,1.0
575,36.0432,-117.8597,3.43,2000-12-14T00:35:01.200000,1.0
576,35.6063,-117.5794,4.63,2000-12-14T00:36:01.100000,1.0
577,35.6792,-117.5037,6.49,2000-12-14T00:37:01.110000,1.0
578,35.9056,-117.6691,5.67,2000-12-14T00:38:01.190000,1.0
579,35.8498,-117.6412,5.75,2000-12-14T00:39:01.310000,1.0
580,35.8891,-117.7272,8.81,2000-12-14T00:40:01.140000,1.0
581,35.6484,-117.4436,4.25,2000-12-14T00:41:01.110000,1.0
582,35.9117,-117.6835,6.18,2000-12-14T00:42:01.150000,1.0
583,35.6644,-117.5257,7.71,2000-12-14T00:43:01.280000,1.0
584,35.6559,-117.4519,1.68,2000-12-14T00:44:01.060000,1.0
585,35.9903,-117.6516,5.38,2000-12-14T00:45:01.060000,1.0
586,35.9826,-117.6618,5.19,2000-12-14T00:46:01.110000,1.0
587,35.9206,-117.7031,7.59,2000-12-14T00:47:01.160000,1.0
588,35.9174,-117.7248,6.22,2000-12-14T00:48:01.180000,1.0
589,35.9792,-117.6683,5.03,2000-12-14T00:49:01.240000,1.0
590,35.6329,-117.4530,4.86,2000-12-14T00:50:01.150000,1.0
591,35.6236,-117.4113,8.23,2000-12-14T00:51:01.130000,1.0
592,35.8809,-117.6817,9.25,2000-12-14T00:52:01.160000,1.0
593,35.5904,-117.4276,5.16,2000-12-14T00:53:01.160000,1.0
594,35.9213,-117.6536,5.29,2000-12-14T00:54:01.120000,1.0
595,35.8894,-117.6845,9.43,2000-12-14T00:55:01.210000,1.0
596,35.6470,-117.4478,4.08,2000-12-14T00:56:01.120000,1.0
597,35.6806,-117.4991,5.01,2000-12-14T00:57:01.030000,1.0
598,35.6591,-117.4712,2.03,2000-12-14T00:58:01.050000,1.0
599,35.8869,-117.6978,5.75,2000-12-14T00:59:01.190000,1.0
600,35.8903,-117.6759,8.94,2000-12-14T01:00:01.070000,1.0
601,35.6738,-117.4963,2.80,2000-12-14T01:01:01.030000,1.0
602,35.9556,-117.6745,5.23,2000-12-14T01:02:01.100000,1.0
603,35.5705,-117.3424,3.46,2000-12-14T01:03:01.420000,1.0
604,35.7490,-117.5601,4.47,2000-12-14T01:04:01.120000,1.0
605,35.7263,-117.5305,4.71,2000-12-14T01:05:01.080000,1.0
606,35.5837,-117.3423,5.22,2000-12-14T01:06:01.280000,1.0
607,35.9643,-117.6851,6.07,2000-12-14T01:07:01.070000,1.0
608,35.7202,-117.5434,4.14,2000-12-14T01:08:01.010000,1.0
609,35.8331,-117.6334,5.76,2000-12-14T01:09:01.260000,1.0
610,35.7152,-117.5261,6.60,2000-12-14T01:10:01.090000,1.0
611,36.0450,-117.8720,4.94,2000-12-14T01:11:01.250000,1.0
612,35.6687,-117.4738,5.48,2000-12-14T01:12:01.050000,1.0
613,36.0528,-117.8436,3.77,2000-12-14T01:13:01.190000,1.0
614,35.7145,-117.5543,7.68,2000-12-14T01:14:01.180000,1.0
615,35.6079,-117.5742,3.84,2000-12-14T01:15:01.090000,1.0
616,35.6931,-117.5022,5.60,2000-12-14T01:16:00.990000,1.0
617,35.9596,-117.6905,7.61,2000-12-14T01:17:01.160000,1.0
618,35.6638,-117.4355,4.50,2000-12-14T01:18:01.050000,1.0
619,35.8969,-117.7146,7.87,2000-12-14T01:19:01.190000,1.0
620,36.0325,-117.8511,3.92,2000-12-14T01:20:01.130000,1.0
621,35.9136,-117.6886,5.85,2000-12-14T01:21:01.100000,1.0
622,35.9451,-117.6790,5.29,2000-12-14T01:22:01.140000,1.0
623,35.5751,-117.5939,3.03,2000-12-14T01:23:00.970000,1.0
624,35.5816,-117.3525,5.28,2000-12-14T01:24:01.300000,1.0
625,35.9224,-117.7027,7.96,2000-12-14T01:25:01.150000,1.0
626,36.0383,-117.8391,4.07,2000-12-14T01:26:01.150000,1.0
627,35.5766,-117.5933,4.91,2000-12-14T01:27:01.100000,1.0
628,35.6888,-117.5235,7.58,2000-12-14T01:28:01.170000,1.0
629,35.6881,-117.5108,6.74,2000-12-14T01:29:01.160000,1.0
630,35.8967,-117.7038,8.76,2000-12-14T01:30:01.150000,1.0
631,35.9284,-117.7077,5.62,2000-12-14T01:31:01.210000,1.0
632,35.7001,-117.5170,7.67,2000-12-14T01:32:01.230000,1.0
633,35.7066,-117.4938,4.77,2000-12-14T01:33:00.970000,1.0
634,35.6344,-117.4357,6.04,2000-12-14T01:34:01.180000,1.0
635,35.9215,-117.6892,6.78,2000-12-14T01:35:01.160000,1.0
636,35.8203,-117.6374,5.35,2000-12-14T01:36:01.190000,1.0
637,35.8840,-117.6773,7.16,2000-12-14T01:37:01.220000,1.0
638,35.7105,-117.5616,7.78,2000-12-14T01:38:01.160000,1.0
639,35.9244,-117.7005,7.37,2000-12-14T01:39:01.130000,1.0
640,35.9066,-117.7056,6.38,2000-12-14T01:40:01.190000,1.0
641,35.7179,-117.5115,3.85,2000-12-14T01:41:00.990000,1.0
642,35.7502,-117.5439,4.18,2000-12-14T01:42:01.020000,1.0
643,35.9218,-117.7164,5.47,2000-12-14T01:43:01.220000,1.0
644,35.6098,-117.4217,6.19,2000-12-14T01:44:01.160000,1.0
645,35.9290,-117.6621,5.01,2000-12-14T01:45:01.140000,1.0
646,35.7196,-117.5607,6.44,2000-12-14T01:46:01.180000,1.0
647,35.9756,-117.6523,4.54,2000-12-14T01:47:01.030000,1.0
648,35.6019,-117.4292,5.90,2000-12-14T01:48:01.160000,1.0
649,35.7436,-117.5383,3.58,2000-12-14T01:49:01.000000,1.0
650,35.8966,-117.7176,6.87,2000-12-14T01:50:01.190000,1.0
651,35.9615,-117.7074,5.76,2000-12-14T01:51:01.170000,1.0
652,35.6764,-117.4706,3.97,2000-12-14T01:52:01.060000,1.0
653,35.6656,-117.5076,7.02,2000-12-14T01:53:01.240000,1.0
654,35.9565,-117.6980,5.36,2000-12-14T01:54:01.110000,1.0
655,35.5741,-117.6175,4.25,2000-12-14T01:55:01.060000,1.0
656,35.8963,-117.6764,5.81,2000-12-14T01:56:01.160000,1.0
657,35.9419,-117.6894,5.38,2000-12-14T01:57:01.140000,1.0
658,35.8936,-117.6714,7.76,2000-12-14T01:58:01.110000,1.0
659,35.6827,-117.4651,4.62,2000-12-14T01:59:01.000000,1.0
660,35.6749,-117.4650,3.79,2000-12-14T02:00:01.040000,1.0
661,35.6769,-117.4768,2.79,2000-12-14T02:01:01.040000,1.0
662,35.5931,-117.3702,5.20,2000-12-14T02:02:01.350000,1.0
663,35.8923,-117.6656,5.79,2000-12-14T02:03:01.140000,1.0
664,35.9038,-117.6714,5.48,2000-12-14T02:04:01.130000,1.0
665,35.9366,-117.6795,5.39,2000-12-14T02:05:01.100000,1.0
666,35.6691,-117.5180,7.66,2000-12-14T02:06:01.190000,1.0
667,36.0407,-117.8742,4.78,2000-12-14T02:07:01.130000,1.0
668,35.9050,-117.6729,5.83,2000-12-14T02:08:01.120000,1.0
669,35.8807,-117.7012,6.66,2000-12-14T02:09:01.290000,1.0
670,35.6442,-117.4548,2.91,2000-12-14T02:10:01.070000,1.0
671,35.8703,-117.6672,10.31,2000-12-14T02:11:01.090000,1.0
672,35.6941,-117.5219,7.24,2000-12-14T02:12:01.170000,1.0
673,35.8324,-117.6297,5.87,2000-12-14T02:13:01.210000,1.0
674,36.0762,-117.8461,6.42,2000-12-14T02:14:01.220000,1.0
675,35.6615,-117.5166,7.36,2000-12-14T02:15:01.240000,1.0
676,36.0570,-117.8475,4.57,2000-12-14T02:16:01.140000,1.0
677,35.6861,-117.5380,7.38,2000-12-14T02:17:01.220000,1.0
678,35.6387,-117.4329,6.24,2000-12-14T02:18:01.150000,1.0
679,35.9163,-117.7049,6.87,2000-12-14T02:19:01.130000,1.0
680,35.7537,-117.5685,8.22,2000-12-14T02:20:01.160000,1.0
681,35.6052,-117.4301,5.46,2000-12-14T02:21:01.180000,1.0
682,35.7692,-117.5477,5.72,2000-12-14T02:22:01.130000,1.0
683,35.9020,-117.6999,7.17,2000-12-14T02:23:01.140000,1.0
684,35.6954,-117.4972,4.76,2000-12-14T02:24:01.000000,1.0
685,35.6317,-117.4550,4.89,2000-12-14T02:25:01.120000,1.0
686,35.6350,-117.4353,4.05,2000-12-14T02:26:01.110000,1.0
687,35.7139,-117.5524,4.77,2000-12-14T02:27:01.090000,1.0
688,35.5877,-117.4304,5.66,2000-12-14T02:28:01.260000,1.0
689,35.5782,-117.6143,3.23,2000-12-14T02:29:01.030000,1.0
690,35.6602,-117.4422,3.38,2000-12-14T02:30:01.140000,1.0
691,35.8996,-117.6723,8.11,2000-12-14T02:31:01.130000,1.0
692,35.7125,-117.5066,5.36,2000-12-14T02:32:01.050000,1.0
693,35.6956,-117.4981,5.74,2000-12-14T02:33:01.070000,1.0
694,36.0640,-117.8339,3.92,2000-12-14T02:34:01.180000,1.0
695,35.9584,-117.6577,5.31,2000-12-14T02:35:01.130000,1.0
696,35.6702,-117.5216,7.06,2000-12-14T02:36:01.250000,1.0
697,36.0544,-117.8441,3.63,2000-12-14T02:37:01.120000,1.0
698,35.6933,-117.5195,5.32,2000-12-14T02:38:01.170000,1.0
699,35.6144,-117.5762,6.59,2000-12-14T02:39:01.180000,1.0
700,35.6071,-117.4052,6.64,2000-12-14T02:40:01.180000,1.0
701,35.6689,-117.4840,1.54,2000-12-14T02:41:01.060000,1.0
702,35.7405,-117.5501,3.85,2000-12-14T02:42:01.040000,1.0
703,35.5939,-117.4198,6.02,2000-12-14T02:43:01.160000,1.0
704,35.7537,-117.5604,4.41,2000-12-14T02:44:01.020000,1.0
705,35.9001,-117.6639,8.18,2000-12-14T02:45:01.170000,1.0
706,35.6096,-117.4321,5.59,2000-12-14T02:46:01.180000,1.0
707,35.6918,-117.4968,1.18,2000-12-14T02:47:01.000000,1.0
708,35.6169,-117.4371,6.91,2000-12-14T02:48:01.190000,1.0
709,36.0233,-117.8467,4.92,2000-12-14T02:49:01.150000,1.0
710,35.6721,-117.4734,4.31,2000-12-14T02:50:01.080000,1.0
711,35.6770,-117.4714,5.17,2000-12-14T02:51:01.070000,1.0
712,35.6176,-117.4653,4.61,2000-12-14T02:52:01.210000,1.0
713,35.9035,-117.6881,6.86,2000-12-14T02:53:01.150000,1.0
714,35.5839,-117.3489,4.70,2000-12-14T02:54:01.290000,1.0
715,35.9114,-117.7345,5.76,2000-12-14T02:55:01.100000,1.0
716,35.6584,-117.4887,4.76,2000-12-14T02:56:01.030000,1.0
717,35.6532,-117.5036,9.02,2000-12-14T02:57:01.160000,1.0
718,35.8881,-117.6678,7.04,2000-12-14T02:58:01.200000,1.0
719,35.7449,-117.5403,3.16,2000-12-14T02:59:00.970000,1.0
720,35.6082,-117.4297,5.95,2000-12-14T03:00:01.130000,1.0
721,35.9273,-117.7007,5.49,2000-12-14T03:01:01.160000,1.0
722,36.0595,-117.8361,5.21,2000-12-14T03:02:01.200000,1.0
723,35.8948,-117.6824,5.82,2000-12-14T03:03:01.130000,1.0
724,35.6976,-117.5073,6.61,2000-12-14T03:04:01.180000,1.0
725,35.9234,-117.7114,6.32,2000-12-14T03:05:01.170000,1.0
726,35.6145,-117.4601,5.70,2000-12-14T03:06:01.220000,1.0
727,35.6367,-117.4300,3.22,2000-12-14T03:07:01.140000,1.0
728,35.8317,-117.6304,5.38,2000-12-14T03:08:01.250000,1.0
729,35.6667,-117.4860,1.99,2000-12-14T03:09:01.060000,1.0
730,35.9294,-117.7066,5.57,2000-12-14T03:10:01.130000,1.0
731,35.9081,-117.6636,5.32,2000-12-14T03:11:01.100000,1.0
732,35.9163,-117.6631,5.52,2000-12-14T03:12:01.070000,1.0
733,35.6753,-117.4779,2.49,2000-12-14T03:13:00.950000,1.0
734,35.6763,-117.4843,1.20,2000-12-14T03:14:01.060000,1.0
735,35.9843,-117.6744,4.85,2000-12-14T03:15:01.190000,1.0
736,35.9127,-117.6682,5.55,2000-12-14T03:16:01.120000,1.0
737,35.8711,-117.6814,8.98,2000-12-14T03:17:01.120000,1.0
738,35.8912,-117.6715,4.56,2000-12-14T03:18:01.270000,1.0
739,35.9389,-117.6931,5.16,2000-12-14T03:19:01.140000,1.0
740,35.8878,-117.7251,9.13,2000-12-14T03:20:01.090000,1.0
741,35.6758,-117.4530,7.11,2000-12-14T03:21:01.090000,1.0
742,35.9213,-117.7219,7.66,2000-12-14T03:22:01.130000,1.0
743,36.0508,-117.8553,2.87,2000-12-14T03:23:01.370000,1.0
744,35.6717,-117.4805,2.47,2000-12-14T03:24:01.060000,1.0
