time,evid,arid,phase,network,station
2000-12-13T20:03:06.950000,303,16,P,X,ST10
2000-12-13T20:03:11.240000,303,17,S,X,ST10
2000-12-13T20:03:08.880000,303,18,P,X,ST11
2000-12-13T20:03:15.060000,303,19,S,X,ST11
2000-12-13T20:03:08.130000,303,20,S,X,ST12
2000-12-13T20:03:07.590000,303,21,S,X,ST14
2000-12-13T20:03:04.140000,303,22,P,X,ST15
2000-12-13T20:03:06.470000,303,23,S,X,ST15
2000-12-13T20:03:10.670000,303,24,S,X,ST16
2000-12-13T20:03:06.930000,303,25,P,X,ST17
2000-12-13T20:03:07.330000,303,26,S,X,ST18
2000-12-13T20:03:04.140000,303,27,P,X,ST19
2000-12-13T20:03:02.700000,303,28,P,X,ST21
2000-12-13T20:03:03.930000,303,29,S,X,ST21
2000-12-13T20:03:07.920000,303,30,S,X,ST22
2000-12-13T20:03:04.000000,303,31,S,X,ST23
2000-12-13T20:03:05.730000,303,32,P,X,ST24
2000-12-13T20:03:05.750000,303,33,P,X,ST26
2000-12-13T20:03:09.090000,303,34,S,X,ST26
2000-12-13T20:04:05.060000,304,1,P,X,ST1 
2000-12-13T20:04:07.050000,304,2,P,X,ST2 
2000-12-13T20:04:04.010000,304,3,P,X,ST3 
2000-12-13T20:04:06.100000,304,4,S,X,ST3 
2000-12-13T20:04:10.370000,304,5,P,X,ST4 
2000-12-13T20:04:05.060000,304,6,P,X,ST5 
2000-12-13T20:04:07.240000,304,7,P,X,ST7 
2000-12-13T20:04:05.770000,304,8,P,X,ST8 
2000-12-13T20:04:09.260000,304,9,S,X,ST8 
2000-12-13T20:04:09.050000,304,10,P,X,ST9 
2000-12-13T20:04:14.720000,304,11,S,X,ST9 
2000-12-13T20:04:03.410000,304,12,P,X,ST10
2000-12-13T20:04:05.500000,304,13,P,X,ST11
2000-12-13T20:04:08.870000,304,14,S,X,ST11
2000-12-13T20:04:02.260000,304,15,P,X,ST12
2000-12-13T20:04:08.220000,304,16,P,X,ST13
2000-12-13T20:04:14.320000,304,17,S,X,ST13
2000-12-13T20:04:06.740000,304,18,P,X,ST14
2000-12-13T20:04:10.640000,304,19,S,X,ST14
2000-12-13T20:04:08.100000,304,20,P,X,ST15
2000-12-13T20:04:10.620000,304,21,P,X,ST16
2000-12-13T20:04:17.420000,304,22,S,X,ST16
2000-12-13T20:04:17.100000,304,23,S,X,ST17
2000-12-13T20:04:08.840000,304,24,P,X,ST18
2000-12-13T20:04:08.150000,304,25,P,X,ST19
2000-12-13T20:04:03.710000,304,26,P,X,ST20
2000-12-13T20:04:05.800000,304,27,P,X,ST21
2000-12-13T20:04:03.360000,304,28,P,X,ST22
2000-12-13T20:04:04.950000,304,29,S,X,ST22
2000-12-13T20:04:06.610000,304,30,P,X,ST23
2000-12-13T20:04:10.530000,304,31,S,X,ST23
2000-12-13T20:04:09.600000,304,32,P,X,ST24
2000-12-13T20:04:11.070000,304,33,S,X,ST25
2000-12-13T20:04:09.740000,304,34,P,X,ST26
2000-12-13T20:04:15.800000,304,35,S,X,ST26
2000-12-13T20:05:09.540000,305,1,P,X,ST0 
2000-12-13T20:05:15.580000,305,2,S,X,ST0 
2000-12-13T20:05:05.310000,305,3,S,X,ST1 
2000-12-13T20:05:04.540000,305,4,P,X,ST3 
2000-12-13T20:05:08.710000,305,5,P,X,ST4 
2000-12-13T20:05:14.120000,305,6,S,X,ST4 
2000-12-13T20:05:07.220000,305,7,P,X,ST6 
2000-12-13T20:05:05.570000,305,8,P,X,ST7 
2000-12-13T20:05:08.900000,305,9,S,X,ST7 
2000-12-13T20:05:06.690000,305,10,S,X,ST8 
2000-12-13T20:05:04.540000,305,11,P,X,ST10
2000-12-13T20:05:03.010000,305,12,P,X,ST12
2000-12-13T20:05:06.750000,305,13,P,X,ST13
2000-12-13T20:05:10.430000,305,14,S,X,ST14
2000-12-13T20:05:06.460000,305,15,P,X,ST15
2000-12-13T20:05:08.960000,305,16,P,X,ST16
2000-12-13T20:05:14.640000,305,17,S,X,ST16
2000-12-13T20:05:09.330000,305,18,P,X,ST17
2000-12-13T20:05:07.240000,305,19,P,X,ST18
2000-12-13T20:05:07.570000,305,20,P,X,ST19
2000-12-13T20:05:03.530000,305,21,S,X,ST20
2000-12-13T20:05:04.230000,305,22,P,X,ST21
2000-12-13T20:05:02.510000,305,23,P,X,ST22
2000-12-13T20:05:08.200000,305,24,P,X,ST24
2000-12-13T20:05:13.460000,305,25,S,X,ST24
2000-12-13T20:05:05.250000,305,26,P,X,ST25
2000-12-13T20:05:08.480000,305,27,S,X,ST25
2000-12-13T20:06:04.560000,306,1,P,X,ST0 
2000-12-13T20:06:05.800000,306,2,P,X,ST1 
2000-12-13T20:06:09.090000,306,3,S,X,ST1 
2000-12-13T20:06:12.770000,306,4,P,X,ST2 
2000-12-13T20:06:20.690000,306,5,S,X,ST2 
2000-12-13T20:06:09.770000,306,6,P,X,ST3 
2000-12-13T20:06:15.970000,306,7,S,X,ST3 
2000-12-13T20:06:10.010000,306,8,S,X,ST4 
2000-12-13T20:06:06.670000,306,9,P,X,ST6 
2000-12-13T20:06:10.650000,306,10,S,X,ST6 
2000-12-13T20:06:06.590000,306,11,P,X,ST7 
2000-12-13T20:06:10.690000,306,12,S,X,ST7 
2000-12-13T20:06:07.890000,306,13,P,X,ST8 
2000-12-13T20:06:13.070000,306,14,S,X,ST8 
2000-12-13T20:06:15.950000,306,15,S,X,ST10
2000-12-13T20:06:19.660000,306,16,S,X,ST11
2000-12-13T20:06:07.930000,306,17,P,X,ST12
2000-12-13T20:06:02.080000,306,18,P,X,ST13
2000-12-13T20:06:05.360000,306,19,P,X,ST14
2000-12-13T20:06:08.180000,306,20,S,X,ST14
2000-12-13T20:06:03.540000,306,21,P,X,ST15
2000-12-13T20:06:05.240000,306,22,P,X,ST16
2000-12-13T20:06:08.130000,306,23,S,X,ST16
2000-12-13T20:06:04.640000,306,24,P,X,ST17
2000-12-13T20:06:03.830000,306,25,S,X,ST18
2000-12-13T20:06:02.090000,306,26,P,X,ST19
2000-12-13T20:06:02.760000,306,27,S,X,ST19
2000-12-13T20:06:05.130000,306,28,P,X,ST21
2000-12-13T20:06:12.770000,306,29,S,X,ST22
2000-12-13T20:06:04.100000,306,30,P,X,ST23
2000-12-13T20:06:02.960000,306,31,P,X,ST24
2000-12-13T20:06:04.030000,306,32,S,X,ST24
2000-12-13T20:06:04.290000,306,33,P,X,ST25
2000-12-13T20:06:04.280000,306,34,S,X,ST26
2000-12-13T20:07:10.090000,307,1,P,X,ST0 
2000-12-13T20:07:04.170000,307,2,P,X,ST1 
2000-12-13T20:07:06.780000,307,3,S,X,ST1 
2000-12-13T20:07:08.030000,307,4,P,X,ST2 
2000-12-13T20:07:13.020000,307,5,S,X,ST2 
2000-12-13T20:07:03.970000,307,6,P,X,ST3 
2000-12-13T20:07:06.010000,307,7,S,X,ST3 
2000-12-13T20:07:09.110000,307,8,P,X,ST4 
2000-12-13T20:07:09.320000,307,9,S,X,ST5 
2000-12-13T20:07:07.510000,307,10,P,X,ST6 
2000-12-13T20:07:12.020000,307,11,S,X,ST6 
2000-12-13T20:07:04.460000,307,12,P,X,ST8 
2000-12-13T20:07:07.080000,307,13,S,X,ST8 
2000-12-13T20:07:07.740000,307,14,P,X,ST9 
2000-12-13T20:07:12.530000,307,15,S,X,ST9 
2000-12-13T20:07:03.940000,307,16,P,X,ST10
2000-12-13T20:07:05.960000,307,17,P,X,ST11
2000-12-13T20:07:09.760000,307,18,S,X,ST11
2000-12-13T20:07:11.870000,307,19,S,X,ST13
2000-12-13T20:07:06.540000,307,20,P,X,ST14
2000-12-13T20:07:10.290000,307,21,S,X,ST14
2000-12-13T20:07:07.020000,307,22,P,X,ST15
2000-12-13T20:07:11.990000,307,23,S,X,ST15
2000-12-13T20:07:09.470000,307,24,P,X,ST16
2000-12-13T20:07:15.610000,307,25,S,X,ST16
2000-12-13T20:07:15.990000,307,26,S,X,ST17
2000-12-13T20:07:07.820000,307,27,P,X,ST18
2000-12-13T20:07:12.710000,307,28,S,X,ST18
2000-12-13T20:07:02.480000,307,29,P,X,ST20
2000-12-13T20:07:03.470000,307,30,S,X,ST20
2000-12-13T20:07:07.300000,307,31,S,X,ST21
2000-12-13T20:07:02.290000,307,32,P,X,ST22
2000-12-13T20:07:05.570000,307,33,P,X,ST23
2000-12-13T20:07:08.820000,307,34,S,X,ST23
2000-12-13T20:07:08.720000,307,35,P,X,ST24
2000-12-13T20:07:09.260000,307,36,S,X,ST25
2000-12-13T20:08:10.020000,308,1,P,X,ST0 
2000-12-13T20:08:04.030000,308,2,P,X,ST1 
2000-12-13T20:08:06.110000,308,3,S,X,ST1 
2000-12-13T20:08:08.000000,308,4,P,X,ST2 
2000-12-13T20:08:04.110000,308,5,P,X,ST3 
2000-12-13T20:08:14.920000,308,6,S,X,ST4 
2000-12-13T20:08:05.750000,308,7,P,X,ST5 
2000-12-13T20:08:07.360000,308,8,P,X,ST6 
2000-12-13T20:08:11.700000,308,9,S,X,ST6 
2000-12-13T20:08:09.670000,308,10,S,X,ST7 
2000-12-13T20:08:04.570000,308,11,P,X,ST8 
2000-12-13T20:08:07.240000,308,12,S,X,ST8 
2000-12-13T20:08:07.860000,308,13,P,X,ST9 
2000-12-13T20:08:04.080000,308,14,P,X,ST10
2000-12-13T20:08:06.200000,308,15,S,X,ST10
2000-12-13T20:08:09.850000,308,16,S,X,ST11
2000-12-13T20:08:03.600000,308,17,S,X,ST12
2000-12-13T20:08:11.600000,308,18,S,X,ST13
2000-12-13T20:08:06.860000,308,19,P,X,ST15
2000-12-13T20:08:11.310000,308,20,S,X,ST15
2000-12-13T20:08:09.750000,308,21,P,X,ST17
2000-12-13T20:08:07.790000,308,22,P,X,ST18
2000-12-13T20:08:12.460000,308,23,S,X,ST18
2000-12-13T20:08:07.140000,308,24,P,X,ST19
2000-12-13T20:08:11.420000,308,25,S,X,ST19
2000-12-13T20:08:02.540000,308,26,P,X,ST20
2000-12-13T20:08:04.710000,308,27,P,X,ST21
2000-12-13T20:08:02.330000,308,28,P,X,ST22
2000-12-13T20:08:05.520000,308,29,P,X,ST23
2000-12-13T20:08:08.730000,308,30,S,X,ST23
2000-12-13T20:08:05.740000,308,31,P,X,ST25
2000-12-13T20:08:09.100000,308,32,S,X,ST25
2000-12-13T20:08:14.180000,308,33,S,X,ST26
2000-12-13T20:09:05.050000,309,1,P,X,ST0 
2000-12-13T20:09:07.820000,309,2,S,X,ST0 
2000-12-13T20:09:04.960000,309,3,P,X,ST1 
2000-12-13T20:09:12.180000,309,4,P,X,ST2 
2000-12-13T20:09:14.420000,309,5,S,X,ST3 
2000-12-13T20:09:05.740000,309,6,P,X,ST4 
2000-12-13T20:09:09.060000,309,7,S,X,ST4 
2000-12-13T20:09:08.830000,309,8,P,X,ST5 
2000-12-13T20:09:06.610000,309,9,P,X,ST6 
2000-12-13T20:09:10.500000,309,10,S,X,ST6 
2000-12-13T20:09:06.920000,309,11,P,X,ST8 
2000-12-13T20:09:11.340000,309,12,S,X,ST8 
2000-12-13T20:09:08.950000,309,13,P,X,ST10
2000-12-13T20:09:10.900000,309,14,P,X,ST11
2000-12-13T20:09:11.510000,309,15,S,X,ST12
2000-12-13T20:09:02.850000,309,16,P,X,ST13
2000-12-13T20:09:05.130000,309,17,P,X,ST14
2000-12-13T20:09:04.260000,309,18,S,X,ST15
2000-12-13T20:09:05.210000,309,19,P,X,ST17
2000-12-13T20:09:02.790000,309,20,P,X,ST18
2000-12-13T20:09:03.430000,309,21,S,X,ST19
2000-12-13T20:09:04.330000,309,22,P,X,ST21
2000-12-13T20:09:07.050000,309,23,P,X,ST22
2000-12-13T20:09:11.280000,309,24,S,X,ST22
2000-12-13T20:09:05.120000,309,25,S,X,ST23
2000-12-13T20:09:03.820000,309,26,P,X,ST24
2000-12-13T20:09:05.180000,309,27,S,X,ST25
2000-12-13T20:09:05.610000,309,28,S,X,ST26
2000-12-13T20:10:05.790000,310,1,S,X,ST0 
2000-12-13T20:10:06.270000,310,2,P,X,ST1 
2000-12-13T20:10:13.080000,310,3,P,X,ST2 
2000-12-13T20:10:06.260000,310,4,P,X,ST4 
2000-12-13T20:10:09.840000,310,5,S,X,ST4 
2000-12-13T20:10:06.770000,310,6,P,X,ST6 
2000-12-13T20:10:10.910000,310,7,S,X,ST6 
2000-12-13T20:10:11.260000,310,8,S,X,ST7 
2000-12-13T20:10:08.280000,310,9,P,X,ST8 
2000-12-13T20:10:08.730000,310,10,P,X,ST9 
2000-12-13T20:10:08.370000,310,11,P,X,ST12
2000-12-13T20:10:13.360000,310,12,S,X,ST12
2000-12-13T20:10:02.670000,310,13,P,X,ST13
2000-12-13T20:10:05.420000,310,14,P,X,ST14
2000-12-13T20:10:08.440000,310,15,S,X,ST14
2000-12-13T20:10:03.820000,310,16,P,X,ST15
2000-12-13T20:10:05.880000,310,17,S,X,ST15
2000-12-13T20:10:04.970000,310,18,P,X,ST16
2000-12-13T20:10:07.730000,310,19,S,X,ST16
2000-12-13T20:10:02.830000,310,20,P,X,ST18
2000-12-13T20:10:04.340000,310,21,S,X,ST18
2000-12-13T20:10:02.750000,310,22,P,X,ST19
2000-12-13T20:10:04.030000,310,23,S,X,ST19
2000-12-13T20:10:08.220000,310,24,P,X,ST20
2000-12-13T20:10:05.630000,310,25,P,X,ST21
2000-12-13T20:10:08.310000,310,26,P,X,ST22
2000-12-13T20:10:13.440000,310,27,S,X,ST22
2000-12-13T20:10:07.240000,310,28,S,X,ST23
2000-12-13T20:10:02.550000,310,29,P,X,ST24
2000-12-13T20:10:03.730000,310,30,S,X,ST26
2000-12-13T20:11:09.290000,311,1,S,X,ST0 
2000-12-13T20:11:05.730000,311,2,P,X,ST1 
2000-12-13T20:11:13.120000,311,3,P,X,ST2 
2000-12-13T20:11:04.180000,311,4,P,X,ST4 
2000-12-13T20:11:09.960000,311,5,P,X,ST5 
2000-12-13T20:11:13.630000,311,6,S,X,ST6 
2000-12-13T20:11:08.810000,311,7,S,X,ST7 
2000-12-13T20:11:06.790000,311,8,P,X,ST8 
2000-12-13T20:11:06.380000,311,9,P,X,ST9 
2000-12-13T20:11:10.410000,311,10,S,X,ST9 
2000-12-13T20:11:09.420000,311,11,P,X,ST10
2000-12-13T20:11:15.510000,311,12,S,X,ST10
2000-12-13T20:11:11.240000,311,13,P,X,ST11
2000-12-13T20:11:04.400000,311,14,P,X,ST13
2000-12-13T20:11:10.940000,311,15,S,X,ST14
2000-12-13T20:11:02.120000,311,16,P,X,ST15
2000-12-13T20:11:04.050000,311,17,P,X,ST16
2000-12-13T20:11:06.060000,311,18,S,X,ST16
2000-12-13T20:11:06.640000,311,19,P,X,ST17
2000-12-13T20:11:03.080000,311,20,P,X,ST18
2000-12-13T20:11:03.480000,311,21,P,X,ST19
2000-12-13T20:11:05.180000,311,22,S,X,ST19
2000-12-13T20:11:07.310000,311,23,P,X,ST20
2000-12-13T20:11:04.810000,311,24,P,X,ST21
2000-12-13T20:11:07.460000,311,25,P,X,ST22
2000-12-13T20:11:03.920000,311,26,P,X,ST23
2000-12-13T20:11:05.070000,311,27,P,X,ST24
2000-12-13T20:11:08.020000,311,28,S,X,ST24
2000-12-13T20:11:03.350000,311,29,P,X,ST25
2000-12-13T20:11:04.520000,311,30,P,X,ST26
2000-12-13T20:11:07.040000,311,31,S,X,ST26
2000-12-13T20:12:05.810000,312,1,P,X,ST0 
2000-12-13T20:12:05.730000,312,2,P,X,ST1 
2000-12-13T20:12:09.150000,312,3,S,X,ST1 
2000-12-13T20:12:09.100000,312,4,P,X,ST3 
2000-12-13T20:12:15.140000,312,5,S,X,ST3 
2000-12-13T20:12:04.110000,312,6,P,X,ST4 
2000-12-13T20:12:06.190000,312,7,S,X,ST4 
2000-12-13T20:12:10.040000,312,8,P,X,ST5 
2000-12-13T20:12:16.460000,312,9,S,X,ST5 
2000-12-13T20:12:08.330000,312,10,P,X,ST6 
2000-12-13T20:12:04.770000,312,11,P,X,ST7 
2000-12-13T20:12:06.740000,312,12,P,X,ST8 
2000-12-13T20:12:11.240000,312,13,S,X,ST8 
2000-12-13T20:12:06.220000,312,14,P,X,ST9 
2000-12-13T20:12:09.380000,312,15,P,X,ST10
2000-12-13T20:12:18.890000,312,16,S,X,ST11
2000-12-13T20:12:07.920000,312,17,P,X,ST12
2000-12-13T20:12:12.820000,312,18,S,X,ST12
2000-12-13T20:12:04.480000,312,19,P,X,ST13
2000-12-13T20:12:06.990000,312,20,S,X,ST13
2000-12-13T20:12:02.280000,312,21,P,X,ST15
2000-12-13T20:12:03.240000,312,22,S,X,ST15
2000-12-13T20:12:03.980000,312,23,P,X,ST16
2000-12-13T20:12:06.570000,312,24,P,X,ST17
2000-12-13T20:12:03.240000,312,25,P,X,ST18
2000-12-13T20:12:04.870000,312,26,S,X,ST18
2000-12-13T20:12:03.590000,312,27,P,X,ST19
2000-12-13T20:12:11.790000,312,28,S,X,ST20
2000-12-13T20:12:07.480000,312,29,P,X,ST22
2000-12-13T20:12:12.130000,312,30,S,X,ST22
2000-12-13T20:12:03.870000,312,31,P,X,ST23
2000-12-13T20:12:05.110000,312,32,P,X,ST24
2000-12-13T20:12:08.000000,312,33,S,X,ST24
2000-12-13T20:12:03.470000,312,34,P,X,ST25
2000-12-13T20:12:04.520000,312,35,P,X,ST26
2000-12-13T20:13:03.440000,313,1,P,X,ST0 
2000-12-13T20:13:05.170000,313,2,S,X,ST0 
2000-12-13T20:13:06.560000,313,3,P,X,ST1 
2000-12-13T20:13:10.330000,313,4,S,X,ST1 
2000-12-13T20:13:13.270000,313,5,P,X,ST2 
2000-12-13T20:13:21.580000,313,6,S,X,ST2 
2000-12-13T20:13:10.350000,313,7,P,X,ST3 
2000-12-13T20:13:17.050000,313,8,S,X,ST3 
2000-12-13T20:13:06.270000,313,9,P,X,ST4 
2000-12-13T20:13:09.860000,313,10,S,X,ST4 
2000-12-13T20:13:15.930000,313,11,S,X,ST5 
2000-12-13T20:13:07.170000,313,12,P,X,ST7 
2000-12-13T20:13:11.760000,313,13,S,X,ST7 
2000-12-13T20:13:14.590000,313,14,S,X,ST8 
2000-12-13T20:13:08.890000,313,15,P,X,ST9 
2000-12-13T20:13:14.420000,313,16,S,X,ST9 
2000-12-13T20:13:10.520000,313,17,P,X,ST10
2000-12-13T20:13:12.450000,313,18,P,X,ST11
2000-12-13T20:13:08.660000,313,19,P,X,ST12
2000-12-13T20:13:13.940000,313,20,S,X,ST12
2000-12-13T20:13:05.530000,313,21,P,X,ST14
2000-12-13T20:13:04.230000,313,22,P,X,ST15
2000-12-13T20:13:06.400000,313,23,S,X,ST15
2000-12-13T20:13:03.650000,313,24,P,X,ST17
2000-12-13T20:13:05.580000,313,25,S,X,ST17
2000-12-13T20:13:03.440000,313,26,P,X,ST18
2000-12-13T20:13:03.320000,313,27,P,X,ST19
2000-12-13T20:13:08.460000,313,28,P,X,ST20
2000-12-13T20:13:05.940000,313,29,P,X,ST21
2000-12-13T20:13:09.320000,313,30,S,X,ST21
2000-12-13T20:13:13.930000,313,31,S,X,ST22
2000-12-13T20:13:05.040000,313,32,P,X,ST23
2000-12-13T20:13:02.610000,313,33,P,X,ST24
2000-12-13T20:13:05.160000,313,34,P,X,ST25
2000-12-13T20:13:08.110000,313,35,S,X,ST25
2000-12-13T20:13:02.700000,313,36,P,X,ST26
2000-12-13T20:14:04.230000,314,1,P,X,ST0 
2000-12-13T20:14:06.430000,314,2,S,X,ST0 
2000-12-13T20:14:06.170000,314,3,P,X,ST1 
2000-12-13T20:14:13.090000,314,4,P,X,ST2 
2000-12-13T20:14:06.390000,314,5,P,X,ST4 
2000-12-13T20:14:15.450000,314,6,S,X,ST5 
2000-12-13T20:14:06.930000,314,7,P,X,ST7 
2000-12-13T20:14:12.270000,314,8,S,X,ST7 
2000-12-13T20:14:08.250000,314,9,P,X,ST8 
2000-12-13T20:14:13.590000,314,10,S,X,ST8 
2000-12-13T20:14:08.700000,314,11,P,X,ST9 
2000-12-13T20:14:14.220000,314,12,S,X,ST9 
2000-12-13T20:14:10.190000,314,13,P,X,ST10
2000-12-13T20:14:12.130000,314,14,P,X,ST11
2000-12-13T20:14:08.340000,314,15,P,X,ST12
2000-12-13T20:14:13.390000,314,16,S,X,ST12
2000-12-13T20:14:02.320000,314,17,P,X,ST13
2000-12-13T20:14:03.270000,314,18,S,X,ST13
2000-12-13T20:14:05.440000,314,19,P,X,ST14
2000-12-13T20:14:03.700000,314,20,P,X,ST15
2000-12-13T20:14:06.560000,314,21,S,X,ST17
2000-12-13T20:14:02.370000,314,22,P,X,ST19
2000-12-13T20:14:03.350000,314,23,S,X,ST19
2000-12-13T20:14:13.190000,314,24,S,X,ST20
2000-12-13T20:14:05.510000,314,25,P,X,ST21
2000-12-13T20:14:08.520000,314,26,S,X,ST21
2000-12-13T20:14:08.260000,314,27,P,X,ST22
2000-12-13T20:14:13.350000,314,28,S,X,ST22
2000-12-13T20:14:04.550000,314,29,P,X,ST23
2000-12-13T20:14:06.990000,314,30,S,X,ST23
2000-12-13T20:14:02.480000,314,31,P,X,ST24
2000-12-13T20:14:04.660000,314,32,P,X,ST25
2000-12-13T20:14:07.250000,314,33,S,X,ST25
2000-12-13T20:14:02.600000,314,34,P,X,ST26
2000-12-13T20:15:06.360000,315,1,S,X,ST1 
2000-12-13T20:15:11.310000,315,2,P,X,ST2 
2000-12-13T20:15:08.190000,315,3,P,X,ST3 
2000-12-13T20:15:13.260000,315,4,S,X,ST3 
2000-12-13T20:15:08.020000,315,5,P,X,ST5 
2000-12-13T20:15:06.100000,315,6,P,X,ST6 
2000-12-13T20:15:09.600000,315,7,S,X,ST7 
2000-12-13T20:15:10.520000,315,8,S,X,ST8 
2000-12-13T20:15:07.600000,315,9,P,X,ST9 
2000-12-13T20:15:12.430000,315,10,S,X,ST9 
2000-12-13T20:15:13.460000,315,11,S,X,ST10
2000-12-13T20:15:10.170000,315,12,P,X,ST11
2000-12-13T20:15:06.420000,315,13,P,X,ST12
2000-12-13T20:15:10.180000,315,14,S,X,ST12
2000-12-13T20:15:03.020000,315,15,P,X,ST13
2000-12-13T20:15:04.510000,315,16,S,X,ST13
2000-12-13T20:15:04.600000,315,17,P,X,ST14
2000-12-13T20:15:07.110000,315,18,S,X,ST14
2000-12-13T20:15:03.410000,315,19,P,X,ST15
2000-12-13T20:15:09.210000,315,20,S,X,ST16
2000-12-13T20:15:03.590000,315,21,P,X,ST18
2000-12-13T20:15:04.090000,315,22,S,X,ST19
2000-12-13T20:15:06.180000,315,23,P,X,ST20
2000-12-13T20:15:09.940000,315,24,S,X,ST20
2000-12-13T20:15:03.550000,315,25,P,X,ST21
2000-12-13T20:15:05.210000,315,26,S,X,ST21
2000-12-13T20:15:10.130000,315,27,S,X,ST22
2000-12-13T20:15:02.800000,315,28,P,X,ST23
2000-12-13T20:15:04.480000,315,29,P,X,ST24
2000-12-13T20:15:04.570000,315,30,S,X,ST25
2000-12-13T20:15:04.480000,315,31,P,X,ST26
2000-12-13T20:15:07.840000,315,32,S,X,ST26
2000-12-13T20:16:06.370000,316,1,P,X,ST0 
2000-12-13T20:16:10.090000,316,2,S,X,ST0 
2000-12-13T20:16:03.530000,316,3,P,X,ST1 
2000-12-13T20:16:05.310000,316,4,S,X,ST1 
2000-12-13T20:16:17.700000,316,5,S,X,ST2 
2000-12-13T20:16:06.580000,316,6,P,X,ST4 
2000-12-13T20:16:10.660000,316,7,S,X,ST4 
2000-12-13T20:16:12.260000,316,8,S,X,ST5 
2000-12-13T20:16:06.170000,316,9,P,X,ST6 
2000-12-13T20:16:09.820000,316,10,S,X,ST6 
2000-12-13T20:16:05.870000,316,11,P,X,ST8 
2000-12-13T20:16:07.450000,316,12,P,X,ST9 
2000-12-13T20:16:12.050000,316,13,S,X,ST9 
2000-12-13T20:16:09.630000,316,14,P,X,ST11
2000-12-13T20:16:05.910000,316,15,P,X,ST12
2000-12-13T20:16:09.280000,316,16,S,X,ST12
2000-12-13T20:16:03.640000,316,17,P,X,ST13
2000-12-13T20:16:05.480000,316,18,S,X,ST13
2000-12-13T20:16:04.670000,316,19,P,X,ST14
2000-12-13T20:16:03.710000,316,20,P,X,ST15
2000-12-13T20:16:05.660000,316,21,S,X,ST15
2000-12-13T20:16:06.280000,316,22,P,X,ST16
2000-12-13T20:16:09.970000,316,23,S,X,ST16
2000-12-13T20:16:10.260000,316,24,S,X,ST17
2000-12-13T20:16:04.130000,316,25,P,X,ST18
2000-12-13T20:16:06.360000,316,26,S,X,ST18
2000-12-13T20:16:05.640000,316,27,P,X,ST20
2000-12-13T20:16:05.780000,316,28,P,X,ST22
2000-12-13T20:16:02.390000,316,29,P,X,ST23
2000-12-13T20:16:03.370000,316,30,S,X,ST23
2000-12-13T20:16:02.920000,316,31,P,X,ST25
2000-12-13T20:16:04.210000,316,32,S,X,ST25
2000-12-13T20:16:05.110000,316,33,P,X,ST26
2000-12-13T20:17:13.200000,317,1,P,X,ST0 
2000-12-13T20:17:21.830000,317,2,S,X,ST0 
2000-12-13T20:17:07.370000,317,3,P,X,ST1 
2000-12-13T20:17:11.860000,317,4,S,X,ST1 
2000-12-13T20:17:11.640000,317,5,S,X,ST2 
2000-12-13T20:17:04.890000,317,6,S,X,ST3 
2000-12-13T20:17:11.700000,317,7,P,X,ST4 
2000-12-13T20:17:08.460000,317,8,P,X,ST7 
2000-12-13T20:17:14.480000,317,9,S,X,ST7 
2000-12-13T20:17:06.810000,317,10,P,X,ST8 
2000-12-13T20:17:11.190000,317,11,S,X,ST8 
2000-12-13T20:17:09.710000,317,12,P,X,ST9 
2000-12-13T20:17:03.060000,317,13,P,X,ST10
2000-12-13T20:17:04.530000,317,14,S,X,ST10
2000-12-13T20:17:05.270000,317,15,P,X,ST12
2000-12-13T20:17:08.650000,317,16,S,X,ST12
2000-12-13T20:17:10.480000,317,17,P,X,ST13
2000-12-13T20:17:10.010000,317,18,P,X,ST15
2000-12-13T20:17:12.340000,317,19,P,X,ST16
2000-12-13T20:17:12.960000,317,20,P,X,ST17
2000-12-13T20:17:18.150000,317,21,S,X,ST18
2000-12-13T20:17:10.330000,317,22,P,X,ST19
2000-12-13T20:17:08.860000,317,23,S,X,ST20
2000-12-13T20:17:05.350000,317,24,P,X,ST22
2000-12-13T20:17:08.670000,317,25,P,X,ST23
2000-12-13T20:17:14.260000,317,26,S,X,ST23
2000-12-13T20:17:11.880000,317,27,P,X,ST24
2000-12-13T20:17:08.730000,317,28,P,X,ST25
2000-12-13T20:17:11.940000,317,29,P,X,ST26
2000-12-13T20:18:10.520000,318,1,P,X,ST0 
2000-12-13T20:18:07.640000,318,2,P,X,ST2 
2000-12-13T20:18:12.240000,318,3,S,X,ST2 
2000-12-13T20:18:03.650000,318,4,P,X,ST3 
2000-12-13T20:18:05.560000,318,5,S,X,ST3 
2000-12-13T20:18:12.150000,318,6,S,X,ST6 
2000-12-13T20:18:06.430000,318,7,P,X,ST7 
2000-12-13T20:18:10.290000,318,8,S,X,ST7 
2000-12-13T20:18:07.760000,318,9,S,X,ST8 
2000-12-13T20:18:08.210000,318,10,P,X,ST9 
2000-12-13T20:18:13.170000,318,11,S,X,ST9 
2000-12-13T20:18:05.350000,318,12,S,X,ST10
2000-12-13T20:18:09.070000,318,13,S,X,ST11
2000-12-13T20:18:03.580000,318,14,S,X,ST12
2000-12-13T20:18:07.780000,318,15,P,X,ST13
2000-12-13T20:18:07.440000,318,16,P,X,ST14
2000-12-13T20:18:07.430000,318,17,P,X,ST15
2000-12-13T20:18:09.870000,318,18,P,X,ST16
2000-12-13T20:18:10.200000,318,19,P,X,ST17
2000-12-13T20:18:16.630000,318,20,S,X,ST17
