time,evid,arid,phase,network,station
2000-12-13T15:01:11.330000,1,1,P,X,ST0 
2000-12-13T15:01:17.440000,1,2,S,X,ST0 
2000-12-13T15:01:04.840000,1,3,P,X,ST1 
2000-12-13T15:01:07.430000,1,4,S,X,ST1 
2000-12-13T15:01:11.770000,1,5,S,X,ST2 
2000-12-13T15:01:03.740000,1,6,P,X,ST3 
2000-12-13T15:01:16.360000,1,7,S,X,ST4 
2000-12-13T15:01:08.350000,1,8,S,X,ST5 
2000-12-13T15:01:11.980000,1,9,S,X,ST6 
2000-12-13T15:01:06.850000,1,10,P,X,ST7 
2000-12-13T15:01:08.570000,1,11,S,X,ST8 
2000-12-13T15:01:14.020000,1,12,S,X,ST9 
2000-12-13T15:01:03.440000,1,13,P,X,ST10
2000-12-13T15:01:06.130000,1,14,S,X,ST10
2000-12-13T15:01:05.470000,1,15,P,X,ST11
2000-12-13T15:01:08.900000,1,16,S,X,ST11
2000-12-13T15:01:02.250000,1,17,P,X,ST12
2000-12-13T15:01:03.090000,1,18,S,X,ST12
2000-12-13T15:01:08.000000,1,19,P,X,ST13
2000-12-13T15:01:12.610000,1,20,S,X,ST15
2000-12-13T15:01:10.260000,1,21,P,X,ST16
2000-12-13T15:01:16.910000,1,22,S,X,ST16
2000-12-13T15:01:13.880000,1,23,S,X,ST18
2000-12-13T15:01:07.950000,1,24,P,X,ST19
2000-12-13T15:01:03.350000,1,25,P,X,ST20
2000-12-13T15:01:05.510000,1,26,P,X,ST21
2000-12-13T15:01:02.910000,1,27,P,X,ST22
2000-12-13T15:01:10.120000,1,28,S,X,ST23
2000-12-13T15:01:09.440000,1,29,P,X,ST24
2000-12-13T15:01:06.560000,1,30,P,X,ST25
2000-12-13T15:01:09.500000,1,31,P,X,ST26
2000-12-13T15:02:22.400000,2,1,S,X,ST0 
2000-12-13T15:02:07.560000,2,2,P,X,ST1 
2000-12-13T15:02:11.310000,2,3,S,X,ST2 
2000-12-13T15:02:11.940000,2,4,P,X,ST4 
2000-12-13T15:02:07.240000,2,5,P,X,ST5 
2000-12-13T15:02:10.200000,2,6,P,X,ST6 
2000-12-13T15:02:16.740000,2,7,S,X,ST6 
2000-12-13T15:02:07.010000,2,8,P,X,ST8 
2000-12-13T15:02:09.950000,2,9,P,X,ST9 
2000-12-13T15:02:16.390000,2,10,S,X,ST9 
2000-12-13T15:02:04.660000,2,11,S,X,ST10
2000-12-13T15:02:03.690000,2,12,S,X,ST11
2000-12-13T15:02:05.330000,2,13,P,X,ST12
2000-12-13T15:02:08.550000,2,14,S,X,ST12
2000-12-13T15:02:10.700000,2,15,P,X,ST13
2000-12-13T15:02:09.570000,2,16,P,X,ST14
2000-12-13T15:02:10.200000,2,17,P,X,ST15
2000-12-13T15:02:16.920000,2,18,S,X,ST15
2000-12-13T15:02:12.490000,2,19,P,X,ST16
2000-12-13T15:02:20.660000,2,20,S,X,ST16
2000-12-13T15:02:18.310000,2,21,S,X,ST18
2000-12-13T15:02:05.850000,2,22,P,X,ST20
2000-12-13T15:02:09.230000,2,23,S,X,ST20
2000-12-13T15:02:08.150000,2,24,P,X,ST21
2000-12-13T15:02:13.310000,2,25,S,X,ST21
2000-12-13T15:02:05.500000,2,26,P,X,ST22
2000-12-13T15:02:08.830000,2,27,S,X,ST22
2000-12-13T15:02:08.830000,2,28,P,X,ST23
2000-12-13T15:02:14.570000,2,29,S,X,ST23
2000-12-13T15:02:20.020000,2,30,S,X,ST26
2000-12-13T15:03:09.990000,3,1,P,X,ST0 
2000-12-13T15:03:16.270000,3,2,S,X,ST0 
2000-12-13T15:03:06.430000,3,3,S,X,ST1 
2000-12-13T15:03:08.360000,3,4,P,X,ST2 
2000-12-13T15:03:13.550000,3,5,S,X,ST2 
2000-12-13T15:03:06.060000,3,6,S,X,ST3 
2000-12-13T15:03:07.780000,3,7,P,X,ST6 
2000-12-13T15:03:07.330000,3,8,P,X,ST9 
2000-12-13T15:03:11.780000,3,9,S,X,ST9 
2000-12-13T15:03:04.100000,3,10,P,X,ST10
2000-12-13T15:03:09.700000,3,11,S,X,ST11
2000-12-13T15:03:06.750000,3,12,P,X,ST14
2000-12-13T15:03:07.660000,3,13,P,X,ST18
2000-12-13T15:03:12.410000,3,14,S,X,ST18
2000-12-13T15:03:07.120000,3,15,P,X,ST19
2000-12-13T15:03:02.510000,3,16,P,X,ST20
2000-12-13T15:03:03.580000,3,17,S,X,ST20
2000-12-13T15:03:04.750000,3,18,P,X,ST21
2000-12-13T15:03:07.250000,3,19,S,X,ST21
2000-12-13T15:03:02.500000,3,20,P,X,ST22
2000-12-13T15:03:03.570000,3,21,S,X,ST22
2000-12-13T15:03:05.420000,3,22,P,X,ST23
2000-12-13T15:03:08.700000,3,23,P,X,ST24
2000-12-13T15:03:05.560000,3,24,P,X,ST25
2000-12-13T15:03:08.890000,3,25,S,X,ST25
2000-12-13T15:03:08.720000,3,26,P,X,ST26
2000-12-13T15:04:10.010000,4,1,P,X,ST0 
2000-12-13T15:04:06.350000,4,2,S,X,ST1 
2000-12-13T15:04:08.360000,4,3,P,X,ST2 
2000-12-13T15:04:05.930000,4,4,S,X,ST3 
2000-12-13T15:04:08.780000,4,5,P,X,ST4 
2000-12-13T15:04:09.900000,4,6,S,X,ST5 
2000-12-13T15:04:07.840000,4,7,P,X,ST6 
2000-12-13T15:04:05.550000,4,8,P,X,ST7 
2000-12-13T15:04:08.770000,4,9,S,X,ST7 
2000-12-13T15:04:06.290000,4,10,S,X,ST8 
2000-12-13T15:04:04.100000,4,11,P,X,ST10
2000-12-13T15:04:05.980000,4,12,P,X,ST11
2000-12-13T15:04:03.130000,4,13,P,X,ST12
2000-12-13T15:04:04.650000,4,14,S,X,ST12
2000-12-13T15:04:07.360000,4,15,P,X,ST13
2000-12-13T15:04:11.900000,4,16,S,X,ST13
2000-12-13T15:04:06.800000,4,17,P,X,ST14
2000-12-13T15:04:10.760000,4,18,S,X,ST14
2000-12-13T15:04:11.030000,4,19,S,X,ST15
2000-12-13T15:04:09.210000,4,20,P,X,ST16
2000-12-13T15:04:07.690000,4,21,P,X,ST18
2000-12-13T15:04:07.070000,4,22,P,X,ST19
2000-12-13T15:04:11.380000,4,23,S,X,ST19
2000-12-13T15:04:02.460000,4,24,P,X,ST20
2000-12-13T15:04:03.610000,4,25,S,X,ST20
2000-12-13T15:04:04.700000,4,26,P,X,ST21
2000-12-13T15:04:02.500000,4,27,P,X,ST22
2000-12-13T15:04:05.440000,4,28,P,X,ST23
2000-12-13T15:04:08.760000,4,29,P,X,ST24
2000-12-13T15:04:08.840000,4,30,S,X,ST25
2000-12-13T15:04:08.750000,4,31,P,X,ST26
2000-12-13T15:05:04.030000,5,1,P,X,ST1 
2000-12-13T15:05:06.160000,5,2,S,X,ST1 
2000-12-13T15:05:08.180000,5,3,P,X,ST2 
2000-12-13T15:05:04.000000,5,4,P,X,ST3 
2000-12-13T15:05:08.820000,5,5,P,X,ST4 
2000-12-13T15:05:06.050000,5,6,P,X,ST5 
2000-12-13T15:05:09.560000,5,7,S,X,ST5 
2000-12-13T15:05:09.080000,5,8,S,X,ST7 
2000-12-13T15:05:04.200000,5,9,P,X,ST8 
2000-12-13T15:05:12.010000,5,10,S,X,ST9 
2000-12-13T15:05:02.930000,5,11,P,X,ST12
2000-12-13T15:05:04.240000,5,12,S,X,ST12
2000-12-13T15:05:07.250000,5,13,P,X,ST13
2000-12-13T15:05:06.550000,5,14,P,X,ST14
2000-12-13T15:05:10.340000,5,15,S,X,ST14
2000-12-13T15:05:06.790000,5,16,P,X,ST15
2000-12-13T15:05:09.750000,5,17,P,X,ST17
2000-12-13T15:05:07.560000,5,18,P,X,ST18
2000-12-13T15:05:12.340000,5,19,S,X,ST18
2000-12-13T15:05:07.080000,5,20,P,X,ST19
2000-12-13T15:05:02.600000,5,21,P,X,ST20
2000-12-13T15:05:03.690000,5,22,S,X,ST20
2000-12-13T15:05:07.120000,5,23,S,X,ST21
2000-12-13T15:05:02.500000,5,24,P,X,ST22
2000-12-13T15:05:05.360000,5,25,P,X,ST23
2000-12-13T15:05:08.570000,5,26,P,X,ST24
2000-12-13T15:05:08.570000,5,27,P,X,ST26
2000-12-13T15:06:05.360000,6,1,P,X,ST0 
2000-12-13T15:06:08.430000,6,2,S,X,ST0 
2000-12-13T15:06:04.650000,6,3,P,X,ST1 
2000-12-13T15:06:11.910000,6,4,P,X,ST2 
2000-12-13T15:06:19.380000,6,5,S,X,ST2 
2000-12-13T15:06:08.530000,6,6,P,X,ST3 
2000-12-13T15:06:05.790000,6,7,P,X,ST4 
2000-12-13T15:06:08.570000,6,8,P,X,ST5 
2000-12-13T15:06:13.910000,6,9,S,X,ST5 
2000-12-13T15:06:06.580000,6,10,P,X,ST6 
2000-12-13T15:06:11.040000,6,11,S,X,ST6 
2000-12-13T15:06:06.510000,6,12,P,X,ST8 
2000-12-13T15:06:08.660000,6,13,P,X,ST10
2000-12-13T15:06:17.430000,6,14,S,X,ST11
2000-12-13T15:06:06.840000,6,15,P,X,ST12
2000-12-13T15:06:10.890000,6,16,S,X,ST12
2000-12-13T15:06:03.160000,6,17,P,X,ST13
2000-12-13T15:06:04.660000,6,18,S,X,ST13
2000-12-13T15:06:05.120000,6,19,P,X,ST14
2000-12-13T15:06:04.430000,6,20,S,X,ST15
2000-12-13T15:06:08.130000,6,21,S,X,ST16
2000-12-13T15:06:05.590000,6,22,P,X,ST17
2000-12-13T15:06:03.130000,6,23,P,X,ST18
2000-12-13T15:06:04.680000,6,24,S,X,ST18
2000-12-13T15:06:02.670000,6,25,P,X,ST19
2000-12-13T15:06:04.020000,6,26,S,X,ST19
2000-12-13T15:06:06.470000,6,27,P,X,ST20
2000-12-13T15:06:10.480000,6,28,S,X,ST20
2000-12-13T15:06:03.960000,6,29,P,X,ST21
2000-12-13T15:06:12.060000,6,30,S,X,ST22
2000-12-13T15:06:03.080000,6,31,P,X,ST23
2000-12-13T15:06:06.240000,6,32,S,X,ST24
2000-12-13T15:06:04.100000,6,33,P,X,ST26
2000-12-13T15:06:06.270000,6,34,S,X,ST26
2000-12-13T15:07:02.810000,7,1,P,X,ST0 
2000-12-13T15:07:04.150000,7,2,S,X,ST0 
2000-12-13T15:07:07.800000,7,3,P,X,ST1 
2000-12-13T15:07:12.540000,7,4,S,X,ST1 
2000-12-13T15:07:14.280000,7,5,P,X,ST2 
2000-12-13T15:07:11.800000,7,6,P,X,ST3 
2000-12-13T15:07:07.240000,7,7,P,X,ST4 
2000-12-13T15:07:11.530000,7,8,S,X,ST4 
2000-12-13T15:07:10.850000,7,9,P,X,ST5 
2000-12-13T15:07:07.470000,7,10,P,X,ST6 
2000-12-13T15:07:12.160000,7,11,S,X,ST6 
2000-12-13T15:07:09.960000,7,12,P,X,ST8 
2000-12-13T15:07:11.800000,7,13,P,X,ST10
2000-12-13T15:07:13.770000,7,14,P,X,ST11
2000-12-13T15:07:09.960000,7,15,P,X,ST12
2000-12-13T15:07:17.220000,7,16,S,X,ST12
2000-12-13T15:07:06.510000,7,17,S,X,ST13
2000-12-13T15:07:06.300000,7,18,P,X,ST14
2000-12-13T15:07:05.530000,7,19,P,X,ST15
2000-12-13T15:07:05.690000,7,20,P,X,ST16
2000-12-13T15:07:02.740000,7,21,P,X,ST17
2000-12-13T15:07:04.100000,7,22,S,X,ST17
2000-12-13T15:07:15.970000,7,23,S,X,ST20
2000-12-13T15:07:07.240000,7,24,P,X,ST21
2000-12-13T15:07:11.530000,7,25,S,X,ST21
2000-12-13T15:07:09.990000,7,26,P,X,ST22
2000-12-13T15:07:16.170000,7,27,S,X,ST22
2000-12-13T15:07:06.390000,7,28,P,X,ST23
2000-12-13T15:07:10.010000,7,29,S,X,ST23
2000-12-13T15:07:03.070000,7,30,P,X,ST24
2000-12-13T15:07:06.530000,7,31,P,X,ST25
2000-12-13T15:07:10.310000,7,32,S,X,ST25
2000-12-13T15:07:03.420000,7,33,P,X,ST26
2000-12-13T15:08:21.590000,8,1,S,X,ST0 
2000-12-13T15:08:11.910000,8,2,S,X,ST1 
2000-12-13T15:08:07.360000,8,3,P,X,ST2 
2000-12-13T15:08:04.920000,8,4,S,X,ST3 
2000-12-13T15:08:11.560000,8,5,P,X,ST4 
2000-12-13T15:08:19.130000,8,6,S,X,ST4 
2000-12-13T15:08:07.360000,8,7,P,X,ST5 
2000-12-13T15:08:12.190000,8,8,S,X,ST5 
2000-12-13T15:08:10.290000,8,9,P,X,ST6 
2000-12-13T15:08:16.760000,8,10,S,X,ST6 
2000-12-13T15:08:08.360000,8,11,P,X,ST7 
2000-12-13T15:08:13.730000,8,12,S,X,ST7 
2000-12-13T15:08:06.690000,8,13,P,X,ST8 
2000-12-13T15:08:09.530000,8,14,P,X,ST9 
2000-12-13T15:08:03.020000,8,15,P,X,ST11
2000-12-13T15:08:04.610000,8,16,S,X,ST11
2000-12-13T15:08:10.590000,8,17,P,X,ST13
2000-12-13T15:08:09.540000,8,18,P,X,ST14
2000-12-13T15:08:15.560000,8,19,S,X,ST14
2000-12-13T15:08:09.870000,8,20,P,X,ST15
2000-12-13T15:08:12.170000,8,21,P,X,ST16
2000-12-13T15:08:20.220000,8,22,S,X,ST16
2000-12-13T15:08:12.940000,8,23,P,X,ST17
2000-12-13T15:08:21.500000,8,24,S,X,ST17
2000-12-13T15:08:10.810000,8,25,P,X,ST18
2000-12-13T15:08:17.920000,8,26,S,X,ST18
2000-12-13T15:08:16.950000,8,27,S,X,ST19
2000-12-13T15:08:05.670000,8,28,P,X,ST20
2000-12-13T15:08:09.060000,8,29,S,X,ST20
2000-12-13T15:08:07.850000,8,30,P,X,ST21
2000-12-13T15:08:12.860000,8,31,S,X,ST21
2000-12-13T15:08:08.460000,8,32,S,X,ST22
2000-12-13T15:08:08.630000,8,33,P,X,ST23
2000-12-13T15:08:14.080000,8,34,S,X,ST23
2000-12-13T15:08:11.900000,8,35,P,X,ST24
2000-12-13T15:08:08.700000,8,36,P,X,ST25
2000-12-13T15:08:14.190000,8,37,S,X,ST25
2000-12-13T15:08:11.970000,8,38,P,X,ST26
2000-12-13T15:09:10.530000,9,1,P,X,ST0 
2000-12-13T15:09:17.130000,9,2,S,X,ST0 
2000-12-13T15:09:04.600000,9,3,P,X,ST1 
2000-12-13T15:09:06.850000,9,4,S,X,ST1 
2000-12-13T15:09:07.600000,9,5,P,X,ST2 
2000-12-13T15:09:12.140000,9,6,S,X,ST2 
2000-12-13T15:09:03.700000,9,7,P,X,ST3 
2000-12-13T15:09:07.560000,9,8,P,X,ST6 
2000-12-13T15:09:12.150000,9,9,S,X,ST6 
2000-12-13T15:09:06.510000,9,10,P,X,ST7 
2000-12-13T15:09:04.940000,9,11,P,X,ST8 
2000-12-13T15:09:08.290000,9,12,P,X,ST9 
2000-12-13T15:09:13.430000,9,13,S,X,ST9 
2000-12-13T15:09:03.550000,9,14,P,X,ST10
2000-12-13T15:09:05.380000,9,15,S,X,ST10
2000-12-13T15:09:09.100000,9,16,S,X,ST11
2000-12-13T15:09:02.420000,9,17,P,X,ST12
2000-12-13T15:09:07.790000,9,18,P,X,ST13
2000-12-13T15:09:07.490000,9,19,P,X,ST15
2000-12-13T15:09:12.070000,9,20,S,X,ST15
2000-12-13T15:09:16.390000,9,21,S,X,ST16
2000-12-13T15:09:10.190000,9,22,P,X,ST17
2000-12-13T15:09:16.540000,9,23,S,X,ST17
2000-12-13T15:09:08.310000,9,24,P,X,ST18
2000-12-13T15:09:07.580000,9,25,P,X,ST19
2000-12-13T15:09:05.260000,9,26,P,X,ST21
2000-12-13T15:09:08.240000,9,27,S,X,ST21
2000-12-13T15:09:02.520000,9,28,P,X,ST22
2000-12-13T15:09:06.070000,9,29,P,X,ST23
2000-12-13T15:09:10.090000,9,30,S,X,ST25
2000-12-13T15:09:09.300000,9,31,P,X,ST26
2000-12-13T15:09:15.080000,9,32,S,X,ST26
2000-12-13T15:10:05.690000,10,1,P,X,ST0 
2000-12-13T15:10:09.500000,10,2,S,X,ST1 
2000-12-13T15:10:13.330000,10,3,P,X,ST2 
2000-12-13T15:10:22.080000,10,4,S,X,ST2 
2000-12-13T15:10:09.240000,10,5,P,X,ST3 
2000-12-13T15:10:05.870000,10,6,S,X,ST4 
2000-12-13T15:10:10.290000,10,7,P,X,ST5 
2000-12-13T15:10:08.480000,10,8,P,X,ST6 
2000-12-13T15:10:04.830000,10,9,P,X,ST7 
2000-12-13T15:10:06.950000,10,10,P,X,ST8 
2000-12-13T15:10:06.110000,10,11,P,X,ST9 
2000-12-13T15:10:11.920000,10,12,P,X,ST11
2000-12-13T15:10:08.110000,10,13,P,X,ST12
2000-12-13T15:10:07.280000,10,14,S,X,ST13
2000-12-13T15:10:07.010000,10,15,P,X,ST14
2000-12-13T15:10:11.220000,10,16,S,X,ST14
2000-12-13T15:10:02.830000,10,17,P,X,ST15
2000-12-13T15:10:03.740000,10,18,P,X,ST16
2000-12-13T15:10:06.560000,10,19,P,X,ST17
2000-12-13T15:10:10.450000,10,20,S,X,ST17
2000-12-13T15:10:03.450000,10,21,P,X,ST18
2000-12-13T15:10:11.980000,10,22,S,X,ST20
2000-12-13T15:10:08.180000,10,23,S,X,ST21
2000-12-13T15:10:04.310000,10,24,P,X,ST23
2000-12-13T15:10:05.130000,10,25,P,X,ST24
2000-12-13T15:10:08.120000,10,26,S,X,ST24
2000-12-13T15:10:05.930000,10,27,S,X,ST25
2000-12-13T15:10:04.580000,10,28,P,X,ST26
2000-12-13T15:11:16.710000,11,1,S,X,ST0 
2000-12-13T15:11:04.350000,11,2,P,X,ST1 
2000-12-13T15:11:12.360000,11,3,S,X,ST2 
2000-12-13T15:11:09.520000,11,4,P,X,ST4 
2000-12-13T15:11:05.530000,11,5,P,X,ST5 
2000-12-13T15:11:08.660000,11,6,S,X,ST5 
2000-12-13T15:11:07.390000,11,7,P,X,ST6 
2000-12-13T15:11:06.400000,11,8,P,X,ST7 
2000-12-13T15:11:08.320000,11,9,P,X,ST9 
2000-12-13T15:11:13.360000,11,10,S,X,ST9 
2000-12-13T15:11:05.910000,11,11,S,X,ST10
2000-12-13T15:11:05.800000,11,12,P,X,ST11
2000-12-13T15:11:09.490000,11,13,S,X,ST11
2000-12-13T15:11:07.550000,11,14,P,X,ST13
2000-12-13T15:11:10.170000,11,15,S,X,ST14
2000-12-13T15:11:11.950000,11,16,S,X,ST15
2000-12-13T15:11:16.250000,11,17,S,X,ST16
2000-12-13T15:11:10.020000,11,18,P,X,ST17
2000-12-13T15:11:15.980000,11,19,S,X,ST17
2000-12-13T15:11:08.090000,11,20,P,X,ST18
2000-12-13T15:11:12.050000,11,21,S,X,ST19
2000-12-13T15:11:02.880000,11,22,P,X,ST20
2000-12-13T15:11:04.190000,11,23,S,X,ST20
2000-12-13T15:11:07.810000,11,24,S,X,ST21
2000-12-13T15:11:02.500000,11,25,P,X,ST22
2000-12-13T15:11:05.870000,11,26,P,X,ST23
2000-12-13T15:11:08.920000,11,27,P,X,ST24
2000-12-13T15:11:14.540000,11,28,S,X,ST24
2000-12-13T15:11:06.120000,11,29,P,X,ST25
2000-12-13T15:11:09.750000,11,30,S,X,ST25
2000-12-13T15:11:09.060000,11,31,P,X,ST26
2000-12-13T15:12:05.890000,12,1,P,X,ST0 
2000-12-13T15:12:09.330000,12,2,S,X,ST0 
2000-12-13T15:12:22.160000,12,3,S,X,ST2 
2000-12-13T15:12:15.140000,12,4,S,X,ST3 
2000-12-13T15:12:03.760000,12,5,P,X,ST4 
2000-12-13T15:12:17.000000,12,6,S,X,ST5 
2000-12-13T15:12:08.640000,12,7,P,X,ST6 
2000-12-13T15:12:14.040000,12,8,S,X,ST6 
2000-12-13T15:12:04.720000,12,9,P,X,ST7 
2000-12-13T15:12:06.880000,12,10,P,X,ST8 
2000-12-13T15:12:09.520000,12,11,P,X,ST10
2000-12-13T15:12:11.300000,12,12,P,X,ST11
2000-12-13T15:12:18.940000,12,13,S,X,ST11
2000-12-13T15:12:08.110000,12,14,P,X,ST12
2000-12-13T15:12:04.830000,12,15,P,X,ST13
2000-12-13T15:12:02.730000,12,16,P,X,ST15
2000-12-13T15:12:06.880000,12,17,S,X,ST16
2000-12-13T15:12:06.660000,12,18,P,X,ST17
2000-12-13T15:12:05.310000,12,19,S,X,ST18
2000-12-13T15:12:04.000000,12,20,P,X,ST19
2000-12-13T15:12:06.190000,12,21,S,X,ST19
2000-12-13T15:12:07.410000,12,22,P,X,ST20
2000-12-13T15:12:08.140000,12,23,S,X,ST21
2000-12-13T15:12:07.660000,12,24,P,X,ST22
2000-12-13T15:12:06.680000,12,25,S,X,ST23
2000-12-13T15:12:05.360000,12,26,P,X,ST24
2000-12-13T15:12:08.420000,12,27,S,X,ST24
2000-12-13T15:12:03.810000,12,28,P,X,ST25
2000-12-13T15:12:05.900000,12,29,S,X,ST25
2000-12-13T15:12:04.800000,12,30,P,X,ST26
2000-12-13T15:13:03.990000,13,1,P,X,ST1 
2000-12-13T15:13:06.010000,13,2,S,X,ST1 
2000-12-13T15:13:13.040000,13,3,S,X,ST2 
2000-12-13T15:13:04.320000,13,4,P,X,ST3 
2000-12-13T15:13:09.210000,13,5,P,X,ST4 
2000-12-13T15:13:06.380000,13,6,P,X,ST5 
2000-12-13T15:13:09.150000,13,7,S,X,ST5 
2000-12-13T15:13:11.580000,13,8,S,X,ST6 
2000-12-13T15:13:06.020000,13,9,P,X,ST7 
2000-12-13T15:13:07.980000,13,10,P,X,ST9 
2000-12-13T15:13:13.010000,13,11,S,X,ST9 
2000-12-13T15:13:10.240000,13,12,S,X,ST11
2000-12-13T15:13:02.490000,13,13,P,X,ST12
2000-12-13T15:13:03.420000,13,14,S,X,ST12
2000-12-13T15:13:07.280000,13,15,P,X,ST13
2000-12-13T15:13:06.370000,13,16,P,X,ST14
2000-12-13T15:13:09.460000,13,17,P,X,ST16
2000-12-13T15:13:15.370000,13,18,S,X,ST16
2000-12-13T15:13:09.710000,13,19,P,X,ST17
2000-12-13T15:13:15.780000,13,20,S,X,ST17
2000-12-13T15:13:07.770000,13,21,P,X,ST18
2000-12-13T15:13:07.100000,13,22,P,X,ST19
2000-12-13T15:13:04.720000,13,23,P,X,ST21
2000-12-13T15:13:07.160000,13,24,S,X,ST21
2000-12-13T15:13:02.230000,13,25,P,X,ST22
2000-12-13T15:13:05.590000,13,26,P,X,ST23
2000-12-13T15:13:08.810000,13,27,S,X,ST23
2000-12-13T15:13:08.680000,13,28,P,X,ST24
2000-12-13T15:13:14.030000,13,29,S,X,ST24
2000-12-13T15:13:09.140000,13,30,S,X,ST25
2000-12-13T15:14:05.040000,14,1,P,X,ST0 
2000-12-13T15:14:07.740000,14,2,S,X,ST0 
2000-12-13T15:14:07.850000,14,3,S,X,ST1 
2000-12-13T15:14:12.040000,14,4,P,X,ST2 
2000-12-13T15:14:19.380000,14,5,S,X,ST2 
2000-12-13T15:14:09.000000,14,6,P,X,ST3 
2000-12-13T15:14:14.670000,14,7,S,X,ST3 
2000-12-13T15:14:06.230000,14,8,P,X,ST4 
2000-12-13T15:14:09.930000,14,9,S,X,ST4 
2000-12-13T15:14:13.750000,14,10,S,X,ST5 
2000-12-13T15:14:05.900000,14,11,P,X,ST7 
2000-12-13T15:14:09.020000,14,12,P,X,ST10
2000-12-13T15:14:03.390000,14,13,S,X,ST13
2000-12-13T15:14:07.410000,14,14,S,X,ST14
2000-12-13T15:14:03.280000,14,15,P,X,ST15
2000-12-13T15:14:04.960000,14,16,S,X,ST15
2000-12-13T15:14:05.410000,14,17,P,X,ST16
2000-12-13T15:14:04.980000,14,18,P,X,ST17
2000-12-13T15:14:03.030000,14,19,P,X,ST18
2000-12-13T15:14:03.170000,14,20,S,X,ST19
2000-12-13T15:14:06.970000,14,21,P,X,ST20
2000-12-13T15:14:04.370000,14,22,P,X,ST21
2000-12-13T15:14:06.670000,14,23,S,X,ST21
2000-12-13T15:14:11.470000,14,24,S,X,ST22
2000-12-13T15:14:05.030000,14,25,S,X,ST23
2000-12-13T15:14:03.640000,14,26,P,X,ST24
2000-12-13T15:14:03.670000,14,27,P,X,ST25
2000-12-13T15:14:03.710000,14,28,P,X,ST26
2000-12-13T15:15:05.770000,15,1,P,X,ST0 
2000-12-13T15:15:09.120000,15,2,S,X,ST0 
2000-12-13T15:15:04.190000,15,3,P,X,ST1 
2000-12-13T15:15:06.400000,15,4,S,X,ST1 
2000-12-13T15:15:18.410000,15,5,S,X,ST2 
2000-12-13T15:15:06.360000,15,6,P,X,ST4 
2000-12-13T15:15:12.810000,15,7,S,X,ST5 
2000-12-13T15:15:06.050000,15,8,P,X,ST6 
2000-12-13T15:15:09.710000,15,9,S,X,ST6 
2000-12-13T15:15:05.430000,15,10,P,X,ST7 
2000-12-13T15:15:06.350000,15,11,P,X,ST8 
2000-12-13T15:15:10.490000,15,12,S,X,ST8 
2000-12-13T15:15:07.510000,15,13,P,X,ST9 
2000-12-13T15:15:13.310000,15,14,S,X,ST10
2000-12-13T15:15:10.120000,15,15,P,X,ST11
2000-12-13T15:15:16.850000,15,16,S,X,ST11
2000-12-13T15:15:06.310000,15,17,P,X,ST12
2000-12-13T15:15:10.020000,15,18,S,X,ST12
2000-12-13T15:15:04.670000,15,19,S,X,ST13
2000-12-13T15:15:05.360000,15,20,S,X,ST15
2000-12-13T15:15:09.040000,15,21,S,X,ST17
2000-12-13T15:15:04.420000,15,22,S,X,ST19
2000-12-13T15:15:06.110000,15,23,P,X,ST20
2000-12-13T15:15:09.770000,15,24,S,X,ST20
2000-12-13T15:15:03.560000,15,25,P,X,ST21
2000-12-13T15:15:02.960000,15,26,P,X,ST23
2000-12-13T15:15:06.870000,15,27,S,X,ST24
2000-12-13T15:15:03.260000,15,28,P,X,ST25
2000-12-13T15:15:04.900000,15,29,S,X,ST25
2000-12-13T15:15:04.530000,15,30,P,X,ST26
2000-12-13T15:16:05.440000,16,1,P,X,ST0 
2000-12-13T15:16:04.990000,16,2,P,X,ST1 
2000-12-13T15:16:12.210000,16,3,P,X,ST2 
2000-12-13T15:16:14.810000,16,4,S,X,ST3 
2000-12-13T15:16:06.380000,16,5,P,X,ST4 
2000-12-13T15:16:10.040000,16,6,S,X,ST4 
2000-12-13T15:16:08.770000,16,7,P,X,ST5 
2000-12-13T15:16:14.170000,16,8,S,X,ST5 
2000-12-13T15:16:06.500000,16,9,P,X,ST6 
2000-12-13T15:16:10.420000,16,10,S,X,ST6 
2000-12-13T15:16:06.000000,16,11,P,X,ST7 
2000-12-13T15:16:08.040000,16,12,P,X,ST9 
2000-12-13T15:16:14.860000,16,13,S,X,ST10
2000-12-13T15:16:11.690000,16,14,S,X,ST12
2000-12-13T15:16:02.420000,16,15,P,X,ST13
2000-12-13T15:16:05.030000,16,16,P,X,ST14
2000-12-13T15:16:03.210000,16,17,P,X,ST15
2000-12-13T15:16:04.710000,16,18,S,X,ST15
2000-12-13T15:16:08.800000,16,19,S,X,ST16
2000-12-13T15:16:05.480000,16,20,P,X,ST17
2000-12-13T15:16:08.560000,16,21,S,X,ST17
2000-12-13T15:16:02.950000,16,22,P,X,ST18
2000-12-13T15:16:04.350000,16,23,S,X,ST18
2000-12-13T15:16:02.910000,16,24,P,X,ST19
2000-12-13T15:16:02.750000,16,25,S,X,ST19
2000-12-13T15:16:07.070000,16,26,P,X,ST20
2000-12-13T15:16:11.380000,16,27,S,X,ST20
2000-12-13T15:16:04.190000,16,28,P,X,ST21
2000-12-13T15:16:06.450000,16,29,S,X,ST21
2000-12-13T15:16:07.180000,16,30,P,X,ST22
2000-12-13T15:16:03.150000,16,31,P,X,ST23
2000-12-13T15:16:05.960000,16,32,S,X,ST24
2000-12-13T15:16:03.500000,16,33,P,X,ST25
2000-12-13T15:16:05.090000,16,34,S,X,ST25
