velest,NonLinLoc,hypoinverse,hypoDD,growclust
0.043,1.674156,0.379,0.233,1.262
0.379,1.197844,0.798,0.028,0.499
0.97,2.843062,1.844,0.898,3.225
0.004,1.770688,0.864,1.477,2.089
1.56,0.979609,0.915,1.588,1.591
0.426,0.445516,0.602,1.168,0.474
0.563,1.609156,1.724,0.141,1.114
0.206,5.466875,0.755,0.135,0.395
0.716,0.202594,0.311,1.478,1.151
0.481,1.536375,1.587,1.401,1.874
0.52,0.102172,0.174,0.052,0.822
0.837,1.700125,2.368,0.603,0.754
1.583,0.201688,1.652,0.014,1.372
0.261,1.695688,1.591,1.256,0.966
2.627,0.165312,0.365,0.463,0.643
0.787,2.559312,0.539,0.21,1.743
0.971,0.457562,0.894,0.492,0.645
0.622,1.540281,1.657,0.074,0.881
1.751,0.757531,0.212,0.476,0.408
0.892,0.826312,0.024,0.704,0.53
1.449,0.959219,0.295,0.284,0.51
0.895,0.776406,0.385,0.124,1.073
0.657,0.186812,0.321,0.455,1.277
1.017,0.887625,0.143,0.861,0.035
0.503,0.614844,1.305,0.267,1.353
0.045,0.249047,0.536,0.019,0.705
0.712,2.933969,0.886,0.034,0.372
0.83,0.654141,0.76,0.0,0.173
0.992,0.595344,0.022,0.155,1.739
0.272,0.213906,1.43,1.422,2.128
0.492,3.330719,1.149,0.122,0.878
1.053,0.588094,0.403,0.265,0.03
1.076,1.043844,1.331,0.395,1.235
1.077,3.595938,2.3,0.115,1.147
0.26,1.090062,1.444,0.574,1.096
0.533,1.614375,0.455,0.078,1.614
0.388,1.472531,1.643,0.102,1.393
0.678,0.076438,0.633,0.557,0.347
0.864,1.517594,1.534,0.027,1.382
0.149,1.446594,0.897,0.983,0.958
0.815,0.399812,0.378,0.237,2.751
0.71,0.885609,0.546,0.027,0.715
1.331,0.846781,0.431,0.096,0.022
0.483,0.405359,0.532,0.053,1.604
1.103,0.354578,0.028,0.063,0.074
1.566,0.258219,0.536,0.27,0.067
1.281,2.376906,2.347,0.124,0.788
0.658,0.571641,0.335,0.081,1.143
0.684,0.293922,0.159,0.322,0.108
0.756,2.321938,0.306,0.128,2.13
0.048,0.645719,0.009,0.247,1.261
1.199,0.266172,0.265,0.326,1.201
1.003,2.492656,0.755,0.043,0.377
0.953,0.183094,0.192,0.798,0.045
0.808,2.410156,2.285,1.452,1.776
0.804,1.005156,1.045,1.339,0.764
0.482,2.923375,1.039,0.133,1.118
2.074,3.030797,0.804,0.171,2.091
0.909,0.922656,0.56,0.369,0.186
1.103,1.311031,0.619,0.025,0.202
0.744,0.348422,0.069,0.248,1.384
0.288,0.473188,2.154,1.332,0.618
0.898,6.01025,0.426,0.718,0.779
0.396,1.395562,1.359,1.564,0.978
0.733,2.478781,2.288,0.064,1.106
0.665,1.131656,0.939,1.218,0.474
1.355,0.749562,0.828,0.032,0.268
0.982,0.204719,0.253,0.136,0.082
0.142,1.134484,1.258,1.408,1.217
1.617,1.105453,0.896,0.15,0.292
2.045,0.345719,0.774,1.32,0.685
0.538,1.034406,0.448,1.559,1.608
1.208,0.978844,0.799,1.64,1.031
0.361,0.389469,0.539,0.386,0.041
0.105,0.950094,0.341,0.104,1.235
0.778,0.164281,0.184,0.663,0.034
0.112,0.576219,0.377,1.038,1.707
1.131,0.659594,0.786,0.579,0.756
0.653,1.442594,1.139,1.528,1.738
0.142,0.786562,0.685,1.322,0.094
0.81,1.329719,0.723,1.065,0.285
0.485,0.395219,0.121,0.678,1.936
0.297,0.841438,0.053,1.001,0.462
1.18,0.959781,0.839,0.609,0.236
1.296,1.198562,1.797,0.232,0.821
0.792,0.047641,0.429,0.118,0.438
0.644,4.750938,0.58,1.035,1.201
0.518,0.457281,0.184,0.058,0.235
1.338,2.118281,1.76,1.29,2.583
1.221,0.638812,0.234,0.163,1.07
0.733,4.171812,0.104,0.364,0.361
0.385,0.963391,0.623,0.083,0.009
0.154,3.124312,0.266,0.102,0.052
0.563,1.035219,0.666,0.193,0.834
2.098,0.104469,0.331,1.192,0.237
1.061,0.329844,0.46,0.426,0.027
0.857,0.036531,0.917,1.371,0.743
0.372,2.786594,0.643,1.441,1.491
0.198,1.768344,0.961,0.013,0.087
0.806,3.613562,2.887,1.26,0.672
0.477,0.177938,0.867,1.037,0.383
0.927,0.788344,0.771,1.212,1.646
0.84,0.941453,0.462,1.151,0.593
2.096,0.275141,1.851,0.424,1.211
1.964,1.694188,0.702,0.806,0.817
0.985,2.066812,1.509,1.105,1.566
1.687,0.845312,0.955,1.398,0.054
1.054,1.422688,0.617,0.361,1.202
0.924,0.824969,0.887,0.085,0.936
1.196,1.305969,0.653,0.103,1.314
0.779,0.364625,1.034,0.272,0.997
1.321,0.560781,0.055,0.022,0.401
1.943,1.103719,0.602,0.355,0.363
1.196,1.092344,0.81,1.457,0.464
0.415,1.192156,0.982,1.226,1.031
0.638,0.831688,0.922,0.222,0.053
0.941,0.829344,0.272,1.217,1.335
0.597,1.375812,0.973,0.556,0.848
0.514,6.141312,0.876,0.578,0.33
0.993,1.778469,0.597,0.323,0.752
0.453,0.552656,0.06,1.001,1.594
2.514,0.551828,0.403,1.184,0.956
0.39,0.122844,0.188,0.869,0.447
0.515,1.427156,1.028,1.308,0.05
0.804,1.630719,0.734,1.068,1.837
0.28,0.076172,0.18,0.562,1.165
0.992,0.316469,0.121,0.194,1.337
0.497,0.867734,0.575,1.482,2.037
0.748,0.671234,0.721,0.503,0.577
0.726,0.935859,0.51,1.378,0.166
1.521,1.733656,1.121,1.392,2.507
1.869,0.454797,0.423,0.828,0.171
1.772,0.995891,1.153,0.676,1.606
0.655,0.673031,1.356,0.807,2.166
0.033,0.556188,0.259,0.664,1.329
0.525,1.140625,0.585,0.46,0.212
1.279,0.76675,0.713,0.393,0.883
0.524,8.856188,1.381,0.065,0.797
1.167,0.035969,0.908,0.537,0.902
2.106,0.898422,0.014,0.138,0.593
0.368,0.249875,0.752,0.825,2.324
0.618,1.049438,0.616,1.26,0.527
0.944,0.317531,0.062,1.004,0.96
0.682,0.968375,1.039,0.483,0.57
0.42,0.800031,0.893,1.094,0.161
1.354,0.823156,0.953,1.271,1.936
0.44,1.571516,1.208,0.123,0.488
0.08,9.228875,0.393,0.416,2.613
1.475,2.451312,0.704,0.349,1.169
0.12,0.538719,0.692,0.037,0.046
0.136,2.450719,1.114,0.013,1.276
0.734,0.724312,0.799,1.211,0.985
0.334,1.492219,0.973,1.432,0.657
1.245,0.145719,0.694,0.108,0.468
0.217,1.103938,0.428,0.285,2.866
0.657,1.257219,1.028,1.295,0.024
0.205,0.118422,0.586,0.077,0.519
0.098,0.750031,0.703,0.912,0.66
0.63,0.514688,0.825,0.032,0.46
1.223,1.174141,1.255,0.049,1.092
0.568,0.457938,0.522,0.418,0.635
0.758,5.001438,0.282,0.364,0.781
0.306,1.489812,1.737,0.203,1.725
0.237,3.138281,2.435,0.059,1.834
0.462,0.302312,0.378,1.133,1.15
0.675,0.870188,0.888,1.36,1.501
0.99,0.188188,0.071,0.308,1.504
0.573,2.498438,0.085,0.335,2.653
0.202,1.463156,0.798,1.077,1.503
1.204,0.568469,0.162,0.249,2.864
0.57,1.055094,0.581,0.023,1.4
0.504,1.358781,1.303,0.24,1.188
1.378,0.738469,0.398,0.183,0.838
1.299,0.843438,0.57,1.225,0.548
0.317,0.947969,0.705,0.143,0.325
0.32,1.177469,0.877,0.045,0.935
0.142,1.302344,0.92,0.647,1.15
0.661,1.825844,0.996,0.357,1.28
1.132,0.300891,0.652,0.176,0.708
0.351,0.624438,0.774,0.231,0.12
1.38,1.304656,0.388,0.323,1.656
0.697,3.019406,1.138,1.298,1.542
0.262,1.165625,0.27,0.593,0.749
0.894,0.679438,1.021,0.649,0.209
0.661,1.689875,0.703,0.944,1.883
1.073,2.784219,0.225,0.107,1.372
0.088,1.323297,0.026,0.021,0.881
0.891,0.753547,0.263,0.169,0.5
0.3,3.14825,2.078,0.786,0.995
0.187,0.920375,1.461,1.366,1.282
0.005,3.282781,0.737,1.082,1.746
0.197,0.315188,0.048,0.066,1.485
1.559,0.333406,0.302,0.288,2.89
0.99,0.435312,0.675,0.301,2.796
2.451,0.373125,1.31,0.868,2.069
0.478,0.969906,0.566,1.583,1.676
0.478,0.778953,0.467,0.296,0.443
0.794,4.394969,0.687,0.323,1.014
0.574,1.208281,0.88,1.239,0.732
2.29,1.598625,1.007,0.5,1.048
0.44,1.817484,1.796,0.164,1.4
1.195,3.073812,1.854,0.005,1.669
0.496,1.494219,0.895,1.308,1.25
0.86,2.749344,1.757,0.174,0.935
1.483,0.900562,0.984,0.618,1.376
1.239,0.996969,1.354,0.3,1.461
0.845,0.353969,0.856,0.827,0.596
0.948,0.648531,0.729,0.571,1.09
0.633,1.494281,1.631,0.683,1.033
0.678,1.665188,2.113,1.281,1.505
1.694,4.400062,1.056,0.996,1.186
0.547,0.530469,0.205,0.273,1.36
0.777,2.508625,0.737,0.503,1.171
0.804,0.555656,0.828,0.15,0.92
2.1,2.250531,0.881,1.616,1.388
1.007,0.739891,0.547,0.952,1.434
0.825,0.716812,0.554,1.77,0.668
0.22,0.083391,0.763,0.587,0.435
1.529,0.030812,0.213,0.068,1.108
0.712,2.884312,2.694,1.825,0.271
0.308,1.796562,1.96,1.474,3.45
0.9,0.318438,0.4,0.912,0.035
0.019,3.004844,0.535,0.188,1.637
0.453,0.754156,0.714,1.471,1.327
0.587,5.168906,0.21,0.379,0.112
2.57,1.491219,1.042,1.267,2.11
1.321,0.416594,0.627,0.523,0.949
1.242,1.277688,0.318,1.32,0.047
0.851,0.330094,0.716,1.239,0.143
1.044,0.388375,1.651,0.038,1.145
0.317,0.826312,0.461,0.146,0.491
0.693,2.109469,1.899,0.41,1.749
0.347,1.185594,1.572,0.324,1.471
0.588,0.852969,0.655,0.434,0.997
0.103,1.938469,0.143,0.806,0.063
0.241,0.127188,0.785,0.442,0.906
0.779,0.095844,1.009,0.01,0.931
1.166,0.031188,0.154,0.307,1.667
0.519,0.068859,1.157,0.363,0.962
0.987,2.564438,2.306,1.587,0.527
0.845,0.334719,0.158,0.881,0.379
0.75,3.036688,0.618,1.233,0.485
0.6,0.917281,0.984,0.947,0.382
0.692,0.736844,0.592,1.113,1.167
0.022,0.967891,1.12,0.691,1.191
0.024,0.073281,0.18,0.969,1.719
0.305,1.464938,0.504,0.517,0.224
0.142,0.138594,0.1,0.256,2.926
0.998,0.247031,0.44,0.978,0.455
0.746,3.587031,1.365,0.632,1.432
1.163,0.177031,0.13,0.311,0.144
0.563,0.476688,0.737,0.648,1.06
1.082,0.157719,0.216,0.004,0.613
0.12,0.284812,0.233,0.362,0.399
0.745,0.852047,0.584,1.458,1.982
0.115,1.133219,0.214,0.301,0.416
0.223,0.681172,1.175,0.623,1.316
0.167,0.835656,0.417,0.797,0.105
0.198,4.056688,0.547,1.029,0.801
0.305,0.050156,0.005,1.004,0.587
0.09,0.135969,0.298,0.048,0.008
0.335,3.645562,0.124,0.249,1.551
0.285,0.844188,2.158,1.532,2.216
0.475,0.307562,0.711,0.395,0.652
0.344,0.064844,0.63,1.054,0.062
0.864,1.042531,1.273,1.412,0.655
0.413,3.864344,0.488,0.188,0.19
0.066,0.740031,0.908,1.097,0.925
1.066,0.001656,0.124,0.072,0.189
0.919,0.830344,0.097,0.828,0.143
0.196,0.603484,0.392,0.215,0.402
1.104,0.365625,0.3,0.231,0.348
0.211,0.166562,0.435,0.061,0.187
0.565,0.714219,0.81,1.374,0.704
0.393,0.463719,0.423,1.317,0.216
0.722,0.799656,0.002,0.176,0.876
0.017,1.883844,0.804,0.304,1.5
0.68,0.428938,0.602,0.429,0.42
0.635,2.450938,0.76,0.319,0.973
1.43,0.666266,0.364,0.221,0.683
0.637,1.188781,1.238,1.075,2.113
0.387,1.094469,1.009,1.251,1.519
0.571,0.923781,0.207,0.219,0.039
0.537,0.019219,0.19,0.482,1.737
0.173,0.771281,0.148,0.116,0.203
0.214,0.205609,0.251,0.021,0.592
0.981,1.210594,1.532,0.107,1.103
0.04,0.469781,0.059,0.278,1.127
0.322,1.138125,1.05,0.573,0.756
1.26,0.406562,1.3,0.553,1.411
0.512,1.828156,0.617,1.394,2.153
1.627,0.549031,0.152,0.292,2.721
1.186,1.464469,0.904,1.03,1.769
2.489,0.437406,0.446,1.649,2.195
0.942,0.155719,0.561,0.342,1.11
1.892,0.650656,0.943,0.215,0.398
1.085,0.397688,0.042,0.317,0.093
0.294,0.524281,0.781,1.285,0.54
1.366,0.048281,0.04,1.165,1.211
1.132,0.211594,0.007,0.019,0.193
2.474,0.412344,0.075,0.086,0.01
1.385,0.881219,0.192,0.53,1.079
1.166,0.252531,0.147,0.859,0.321
1.951,0.5435,1.269,1.22,1.453
0.824,1.025781,0.78,0.347,0.972
1.481,2.489906,1.401,0.197,1.421
1.545,5.470438,1.788,0.162,1.074
0.8,0.729188,0.498,1.219,0.236
0.725,0.599312,0.874,0.032,0.352
1.787,0.110219,1.634,0.201,1.022
0.077,2.115156,1.85,0.139,1.833
0.947,0.406016,0.21,0.133,1.813
0.694,1.222656,1.545,0.306,0.061
0.069,0.487094,0.446,1.036,1.372
0.683,0.074688,1.15,0.788,1.67
1.309,0.465938,0.81,0.365,1.094
1.062,0.998719,1.693,0.258,0.984
2.201,0.255531,0.629,0.008,1.67
0.926,0.439531,1.025,0.466,1.475
0.116,0.017812,1.32,0.588,1.305
2.711,1.224188,1.098,1.367,0.518
1.518,0.299734,0.793,0.037,1.018
1.499,0.396906,0.568,1.271,0.546
1.068,2.347562,1.374,0.000999999999999,1.166
1.529,0.504969,0.447,0.951,0.232
0.948,1.349969,0.977,0.489,1.372
0.64,0.516469,0.634,1.137,0.861
2.081,7.728438,1.5,0.202,1.599
1.352,1.168406,1.427,0.219,1.291
1.071,0.380812,0.552,0.758,2.041
1.52,2.581562,0.705,0.433,0.61
0.897,0.332656,0.32,0.387,0.926
0.13,3.524781,1.739,1.334,1.218
0.921,3.638875,0.952,1.179,0.727
1.23,0.161609,0.008,0.118,1.197
0.58,1.053047,0.94,1.399,2.218
2.258,1.180531,0.271,0.956,0.78
0.956,0.101125,0.473,0.997,0.636
0.662,1.007312,0.507,1.016,1.074
1.05,11.992812,2.95,0.434,1.679
0.4,1.101859,1.651,0.507,1.762
