velest,NonLinLoc,hypoinverse,hypoDD,growclust
0.285073471186,1.36511865536,0.294429262494,0.641549704347,0.753138996136
0.732162891054,2.12485596619,2.20475811779,0.171825939935,1.13484692452
0.403234121146,1.12053173532,0.405628079243,0.145286470174,0.417656986622
0.426476871328,1.40282744838,0.361437087442,0.189850352976,0.470670893306
0.401114965049,1.48691322198,0.443878489123,0.256047790146,0.931272190832
0.509972973687,1.18116447668,0.491465464879,0.130221883723,0.440401684344
0.415426596268,1.76503047413,0.476193565259,0.240323372787,2.15139676403
0.470820237593,1.79028640882,0.472826564301,0.278284069953,1.2516320926
0.321118597027,1.03733629276,0.388488352071,0.151097799854,0.579156735165
0.444780835189,0.798075470155,2.35123242334,0.301600570445,0.761296300834
0.269380867017,1.15313693456,0.314482384591,0.161688606643,0.424343726638
0.407919029453,0.774687166002,0.668950090312,0.390799512836,1.18183085895
0.412721908272,1.87997341699,0.803710843938,0.427356606155,0.91466852415
0.417547144508,1.54760762198,0.581180744679,0.203480210682,0.512425713966
0.618095424518,3.01662661732,0.716626605299,0.253476984428,0.594557094005
0.505127682404,1.91189016722,0.700157283418,0.186621755935,0.863447179
0.58092247251,2.47856157611,0.611601796386,0.158209364596,0.388248895623
0.450987423932,2.51174859471,0.705088460662,0.10890179714,0.29238808852
0.399305667631,1.39872250915,0.559540387125,0.253897303493,0.388413870145
0.367491317041,1.00266622938,0.333059418257,0.395229622006,0.589801512386
0.738355285062,1.76238714137,1.05034469407,0.161307941631,0.60883728712
0.579378481939,1.12053180551,1.22690169344,0.133247807257,0.365055335064
0.538418413478,2.57686535797,0.925783718821,0.21979618361,0.37884495021
0.507971162744,1.15953869681,0.533536647127,0.167049105324,0.669541114628
0.475195043484,1.93264032793,0.550164157215,0.336486922229,0.479913444302
0.456178062257,1.75408836077,0.420111361596,0.21099178337,0.883676991161
0.403754401452,2.55325151589,0.956814267048,0.18585795863,0.414823622774
0.411370014688,1.3335581236,0.409026625462,0.291582861873,0.511686603253
0.61429184502,1.80549335308,0.750168754488,0.514387452486,0.72760520649
0.445544657903,0.265826695503,1.43181937544,0.106943505098,0.326865843856
0.348018001455,0.951718891097,0.516313104678,0.238374197932,0.393085317917
0.570599857316,1.63661975476,0.549835946654,0.246945281095,0.392423520716
0.27943324597,0.970080814753,0.337989529195,0.210015482076,0.4051997929
0.472799176012,0.685781746757,0.471260284888,0.213672225296,0.512177466919
1.18046044638,2.18317158849,1.23970020653,0.392270649397,0.966022545081
0.480677366688,1.22944521522,0.453532354486,0.187851130763,0.511062131728
0.468888852989,2.78973183514,0.442854885664,0.0607044339858,0.185713037808
0.420849431086,0.925013577798,0.47009130468,0.286624084747,0.317095155886
0.448652931677,2.09450605881,0.409846688292,0.166857566131,0.402920453041
0.33692052235,1.49231745149,0.358295366014,0.178965641347,0.504831976865
