time,evid,arid,phase,network,station
2000-12-13T15:01:11.070000,1,1,P,X,ST0 
2000-12-13T15:01:16.900000,1,2,S,X,ST0 
2000-12-13T15:01:04.620000,1,3,P,X,ST1 
2000-12-13T15:01:07.030000,1,4,S,X,ST1 
2000-12-13T15:01:11.230000,1,5,S,X,ST2 
2000-12-13T15:01:03.360000,1,6,P,X,ST3 
2000-12-13T15:01:15.860000,1,7,S,X,ST4 
2000-12-13T15:01:07.350000,1,8,S,X,ST5 
2000-12-13T15:01:11.360000,1,9,S,X,ST6 
2000-12-13T15:01:06.670000,1,10,P,X,ST7 
2000-12-13T15:01:07.760000,1,11,S,X,ST8 
2000-12-13T15:01:13.550000,1,12,S,X,ST9 
2000-12-13T15:01:03.170000,1,13,P,X,ST10
2000-12-13T15:01:05.610000,1,14,S,X,ST10
2000-12-13T15:01:05.140000,1,15,P,X,ST11
2000-12-13T15:01:08.290000,1,16,S,X,ST11
2000-12-13T15:01:02.050000,1,17,P,X,ST12
2000-12-13T15:01:02.700000,1,18,S,X,ST12
2000-12-13T15:01:07.800000,1,19,P,X,ST13
2000-12-13T15:01:12.280000,1,20,S,X,ST15
2000-12-13T15:01:09.980000,1,21,P,X,ST16
2000-12-13T15:01:16.400000,1,22,S,X,ST16
2000-12-13T15:01:13.500000,1,23,S,X,ST18
2000-12-13T15:01:07.790000,1,24,P,X,ST19
2000-12-13T15:01:03.170000,1,25,P,X,ST20
2000-12-13T15:01:05.330000,1,26,P,X,ST21
2000-12-13T15:01:02.750000,1,27,P,X,ST22
2000-12-13T15:01:09.760000,1,28,S,X,ST23
2000-12-13T15:01:09.240000,1,29,P,X,ST24
2000-12-13T15:01:06.420000,1,30,P,X,ST25
2000-12-13T15:01:09.320000,1,31,P,X,ST26
2000-12-13T15:02:21.840000,2,1,S,X,ST0 
2000-12-13T15:02:07.370000,2,2,P,X,ST1 
2000-12-13T15:02:10.650000,2,3,S,X,ST2 
2000-12-13T15:02:11.630000,2,4,P,X,ST4 
2000-12-13T15:02:06.720000,2,5,P,X,ST5 
2000-12-13T15:02:09.850000,2,6,P,X,ST6 
2000-12-13T15:02:16.100000,2,7,S,X,ST6 
2000-12-13T15:02:06.740000,2,8,P,X,ST8 
2000-12-13T15:02:09.700000,2,9,P,X,ST9 
2000-12-13T15:02:15.950000,2,10,S,X,ST9 
2000-12-13T15:02:04.230000,2,11,S,X,ST10
2000-12-13T15:02:03.280000,2,12,S,X,ST11
2000-12-13T15:02:05.100000,2,13,P,X,ST12
2000-12-13T15:02:08.150000,2,14,S,X,ST12
2000-12-13T15:02:10.530000,2,15,P,X,ST13
2000-12-13T15:02:09.390000,2,16,P,X,ST14
2000-12-13T15:02:09.960000,2,17,P,X,ST15
2000-12-13T15:02:16.550000,2,18,S,X,ST15
2000-12-13T15:02:12.240000,2,19,P,X,ST16
2000-12-13T15:02:20.230000,2,20,S,X,ST16
2000-12-13T15:02:17.870000,2,21,S,X,ST18
2000-12-13T15:02:05.660000,2,22,P,X,ST20
2000-12-13T15:02:08.830000,2,23,S,X,ST20
2000-12-13T15:02:07.960000,2,24,P,X,ST21
2000-12-13T15:02:12.980000,2,25,S,X,ST21
2000-12-13T15:02:05.310000,2,26,P,X,ST22
2000-12-13T15:02:08.420000,2,27,S,X,ST22
2000-12-13T15:02:08.620000,2,28,P,X,ST23
2000-12-13T15:02:14.230000,2,29,S,X,ST23
2000-12-13T15:02:19.610000,2,30,S,X,ST26
2000-12-13T15:03:09.710000,3,1,P,X,ST0 
2000-12-13T15:03:15.740000,3,2,S,X,ST0 
2000-12-13T15:03:06.070000,3,3,S,X,ST1 
2000-12-13T15:03:08.020000,3,4,P,X,ST2 
2000-12-13T15:03:13.000000,3,5,S,X,ST2 
2000-12-13T15:03:05.320000,3,6,S,X,ST3 
2000-12-13T15:03:07.450000,3,7,P,X,ST6 
2000-12-13T15:03:07.110000,3,8,P,X,ST9 
2000-12-13T15:03:11.350000,3,9,S,X,ST9 
2000-12-13T15:03:03.830000,3,10,P,X,ST10
2000-12-13T15:03:09.180000,3,11,S,X,ST11
2000-12-13T15:03:06.590000,3,12,P,X,ST14
2000-12-13T15:03:07.430000,3,13,P,X,ST18
2000-12-13T15:03:11.970000,3,14,S,X,ST18
2000-12-13T15:03:07.000000,3,15,P,X,ST19
2000-12-13T15:03:02.290000,3,16,P,X,ST20
2000-12-13T15:03:03.120000,3,17,S,X,ST20
2000-12-13T15:03:04.560000,3,18,P,X,ST21
2000-12-13T15:03:06.920000,3,19,S,X,ST21
2000-12-13T15:03:02.290000,3,20,P,X,ST22
2000-12-13T15:03:03.140000,3,21,S,X,ST22
2000-12-13T15:03:05.250000,3,22,P,X,ST23
2000-12-13T15:03:08.480000,3,23,P,X,ST24
2000-12-13T15:03:05.400000,3,24,P,X,ST25
2000-12-13T15:03:08.600000,3,25,S,X,ST25
2000-12-13T15:03:08.500000,3,26,P,X,ST26
2000-12-13T15:04:09.740000,4,1,P,X,ST0 
2000-12-13T15:04:06.030000,4,2,S,X,ST1 
2000-12-13T15:04:08.030000,4,3,P,X,ST2 
2000-12-13T15:04:05.200000,4,4,S,X,ST3 
2000-12-13T15:04:08.510000,4,5,P,X,ST4 
2000-12-13T15:04:08.960000,4,6,S,X,ST5 
2000-12-13T15:04:07.520000,4,7,P,X,ST6 
2000-12-13T15:04:05.400000,4,8,P,X,ST7 
2000-12-13T15:04:08.430000,4,9,S,X,ST7 
2000-12-13T15:04:05.570000,4,10,S,X,ST8 
2000-12-13T15:04:03.830000,4,11,P,X,ST10
2000-12-13T15:04:05.670000,4,12,P,X,ST11
2000-12-13T15:04:02.910000,4,13,P,X,ST12
2000-12-13T15:04:04.230000,4,14,S,X,ST12
2000-12-13T15:04:07.220000,4,15,P,X,ST13
2000-12-13T15:04:11.630000,4,16,S,X,ST13
2000-12-13T15:04:06.650000,4,17,P,X,ST14
2000-12-13T15:04:10.500000,4,18,S,X,ST14
2000-12-13T15:04:10.650000,4,19,S,X,ST15
2000-12-13T15:04:08.930000,4,20,P,X,ST16
2000-12-13T15:04:07.470000,4,21,P,X,ST18
2000-12-13T15:04:06.960000,4,22,P,X,ST19
2000-12-13T15:04:11.140000,4,23,S,X,ST19
2000-12-13T15:04:02.230000,4,24,P,X,ST20
2000-12-13T15:04:03.140000,4,25,S,X,ST20
2000-12-13T15:04:04.530000,4,26,P,X,ST21
2000-12-13T15:04:02.290000,4,27,P,X,ST22
2000-12-13T15:04:05.280000,4,28,P,X,ST23
2000-12-13T15:04:08.550000,4,29,P,X,ST24
2000-12-13T15:04:08.560000,4,30,S,X,ST25
2000-12-13T15:04:08.550000,4,31,P,X,ST26
2000-12-13T15:05:03.850000,5,1,P,X,ST1 
2000-12-13T15:05:05.810000,5,2,S,X,ST1 
2000-12-13T15:05:07.860000,5,3,P,X,ST2 
2000-12-13T15:05:03.620000,5,4,P,X,ST3 
2000-12-13T15:05:08.540000,5,5,P,X,ST4 
2000-12-13T15:05:05.580000,5,6,P,X,ST5 
2000-12-13T15:05:08.630000,5,7,S,X,ST5 
2000-12-13T15:05:08.740000,5,8,S,X,ST7 
2000-12-13T15:05:03.900000,5,9,P,X,ST8 
2000-12-13T15:05:11.590000,5,10,S,X,ST9 
2000-12-13T15:05:02.710000,5,11,P,X,ST12
2000-12-13T15:05:03.810000,5,12,S,X,ST12
2000-12-13T15:05:07.100000,5,13,P,X,ST13
2000-12-13T15:05:06.380000,5,14,P,X,ST14
2000-12-13T15:05:10.060000,5,15,S,X,ST14
2000-12-13T15:05:06.600000,5,16,P,X,ST15
2000-12-13T15:05:09.550000,5,17,P,X,ST17
2000-12-13T15:05:07.410000,5,18,P,X,ST18
2000-12-13T15:05:11.970000,5,19,S,X,ST18
2000-12-13T15:05:06.950000,5,20,P,X,ST19
2000-12-13T15:05:02.390000,5,21,P,X,ST20
2000-12-13T15:05:03.250000,5,22,S,X,ST20
2000-12-13T15:05:06.830000,5,23,S,X,ST21
2000-12-13T15:05:02.310000,5,24,P,X,ST22
2000-12-13T15:05:05.200000,5,25,P,X,ST23
2000-12-13T15:05:08.370000,5,26,P,X,ST24
2000-12-13T15:05:08.380000,5,27,P,X,ST26
2000-12-13T15:06:05.160000,6,1,P,X,ST0 
2000-12-13T15:06:08.010000,6,2,S,X,ST0 
2000-12-13T15:06:04.460000,6,3,P,X,ST1 
2000-12-13T15:06:11.600000,6,4,P,X,ST2 
2000-12-13T15:06:18.890000,6,5,S,X,ST2 
2000-12-13T15:06:08.070000,6,6,P,X,ST3 
2000-12-13T15:06:05.540000,6,7,P,X,ST4 
2000-12-13T15:06:08.090000,6,8,P,X,ST5 
2000-12-13T15:06:12.940000,6,9,S,X,ST5 
2000-12-13T15:06:06.270000,6,10,P,X,ST6 
2000-12-13T15:06:10.450000,6,11,S,X,ST6 
2000-12-13T15:06:06.240000,6,12,P,X,ST8 
2000-12-13T15:06:08.300000,6,13,P,X,ST10
2000-12-13T15:06:16.830000,6,14,S,X,ST11
2000-12-13T15:06:06.560000,6,15,P,X,ST12
2000-12-13T15:06:10.360000,6,16,S,X,ST12
2000-12-13T15:06:03.040000,6,17,P,X,ST13
2000-12-13T15:06:04.460000,6,18,S,X,ST13
2000-12-13T15:06:04.980000,6,19,P,X,ST14
2000-12-13T15:06:04.150000,6,20,S,X,ST15
2000-12-13T15:06:07.740000,6,21,S,X,ST16
2000-12-13T15:06:05.400000,6,22,P,X,ST17
2000-12-13T15:06:02.970000,6,23,P,X,ST18
2000-12-13T15:06:04.380000,6,24,S,X,ST18
2000-12-13T15:06:02.530000,6,25,P,X,ST19
2000-12-13T15:06:03.790000,6,26,S,X,ST19
2000-12-13T15:06:06.220000,6,27,P,X,ST20
2000-12-13T15:06:09.990000,6,28,S,X,ST20
2000-12-13T15:06:03.820000,6,29,P,X,ST21
2000-12-13T15:06:11.530000,6,30,S,X,ST22
2000-12-13T15:06:02.920000,6,31,P,X,ST23
2000-12-13T15:06:05.920000,6,32,S,X,ST24
2000-12-13T15:06:03.950000,6,33,P,X,ST26
2000-12-13T15:06:05.960000,6,34,S,X,ST26
2000-12-13T15:07:02.660000,7,1,P,X,ST0 
2000-12-13T15:07:03.800000,7,2,S,X,ST0 
2000-12-13T15:07:07.560000,7,3,P,X,ST1 
2000-12-13T15:07:12.120000,7,4,S,X,ST1 
2000-12-13T15:07:13.940000,7,5,P,X,ST2 
2000-12-13T15:07:11.340000,7,6,P,X,ST3 
2000-12-13T15:07:06.990000,7,7,P,X,ST4 
2000-12-13T15:07:11.140000,7,8,S,X,ST4 
2000-12-13T15:07:10.320000,7,9,P,X,ST5 
2000-12-13T15:07:07.190000,7,10,P,X,ST6 
2000-12-13T15:07:11.610000,7,11,S,X,ST6 
2000-12-13T15:07:09.610000,7,12,P,X,ST8 
2000-12-13T15:07:11.480000,7,13,P,X,ST10
2000-12-13T15:07:13.410000,7,14,P,X,ST11
2000-12-13T15:07:09.660000,7,15,P,X,ST12
2000-12-13T15:07:16.690000,7,16,S,X,ST12
2000-12-13T15:07:06.280000,7,17,S,X,ST13
2000-12-13T15:07:06.160000,7,18,P,X,ST14
2000-12-13T15:07:05.370000,7,19,P,X,ST15
2000-12-13T15:07:05.460000,7,20,P,X,ST16
2000-12-13T15:07:02.580000,7,21,P,X,ST17
2000-12-13T15:07:03.740000,7,22,S,X,ST17
2000-12-13T15:07:15.400000,7,23,S,X,ST20
2000-12-13T15:07:07.090000,7,24,P,X,ST21
2000-12-13T15:07:11.240000,7,25,S,X,ST21
2000-12-13T15:07:09.740000,7,26,P,X,ST22
2000-12-13T15:07:15.690000,7,27,S,X,ST22
2000-12-13T15:07:06.250000,7,28,P,X,ST23
2000-12-13T15:07:09.770000,7,29,S,X,ST23
2000-12-13T15:07:02.940000,7,30,P,X,ST24
2000-12-13T15:07:06.380000,7,31,P,X,ST25
2000-12-13T15:07:10.030000,7,32,S,X,ST25
2000-12-13T15:07:03.290000,7,33,P,X,ST26
2000-12-13T15:08:20.930000,8,1,S,X,ST0 
2000-12-13T15:08:11.450000,8,2,S,X,ST1 
2000-12-13T15:08:07.030000,8,3,P,X,ST2 
2000-12-13T15:08:04.240000,8,4,S,X,ST3 
2000-12-13T15:08:11.270000,8,5,P,X,ST4 
2000-12-13T15:08:18.580000,8,6,S,X,ST4 
2000-12-13T15:08:06.910000,8,7,P,X,ST5 
2000-12-13T15:08:11.280000,8,8,S,X,ST5 
2000-12-13T15:08:09.930000,8,9,P,X,ST6 
2000-12-13T15:08:16.140000,8,10,S,X,ST6 
2000-12-13T15:08:08.120000,8,11,P,X,ST7 
2000-12-13T15:08:13.260000,8,12,S,X,ST7 
2000-12-13T15:08:06.430000,8,13,P,X,ST8 
2000-12-13T15:08:09.270000,8,14,P,X,ST9 
2000-12-13T15:08:02.750000,8,15,P,X,ST11
2000-12-13T15:08:04.150000,8,16,S,X,ST11
2000-12-13T15:08:10.340000,8,17,P,X,ST13
2000-12-13T15:08:09.390000,8,18,P,X,ST14
2000-12-13T15:08:15.250000,8,19,S,X,ST14
2000-12-13T15:08:09.640000,8,20,P,X,ST15
2000-12-13T15:08:11.920000,8,21,P,X,ST16
2000-12-13T15:08:19.780000,8,22,S,X,ST16
2000-12-13T15:08:12.660000,8,23,P,X,ST17
2000-12-13T15:08:20.930000,8,24,S,X,ST17
2000-12-13T15:08:10.540000,8,25,P,X,ST18
2000-12-13T15:08:17.430000,8,26,S,X,ST18
2000-12-13T15:08:16.550000,8,27,S,X,ST19
2000-12-13T15:08:05.440000,8,28,P,X,ST20
2000-12-13T15:08:08.610000,8,29,S,X,ST20
2000-12-13T15:08:07.600000,8,30,P,X,ST21
2000-12-13T15:08:12.420000,8,31,S,X,ST21
2000-12-13T15:08:08.000000,8,32,S,X,ST22
2000-12-13T15:08:08.390000,8,33,P,X,ST23
2000-12-13T15:08:13.640000,8,34,S,X,ST23
2000-12-13T15:08:11.610000,8,35,P,X,ST24
2000-12-13T15:08:08.500000,8,36,P,X,ST25
2000-12-13T15:08:13.830000,8,37,S,X,ST25
2000-12-13T15:08:11.670000,8,38,P,X,ST26
2000-12-13T15:09:10.270000,9,1,P,X,ST0 
2000-12-13T15:09:16.600000,9,2,S,X,ST0 
2000-12-13T15:09:04.420000,9,3,P,X,ST1 
2000-12-13T15:09:06.510000,9,4,S,X,ST1 
2000-12-13T15:09:07.280000,9,5,P,X,ST2 
2000-12-13T15:09:11.600000,9,6,S,X,ST2 
2000-12-13T15:09:03.360000,9,7,P,X,ST3 
2000-12-13T15:09:07.260000,9,8,P,X,ST6 
2000-12-13T15:09:11.550000,9,9,S,X,ST6 
2000-12-13T15:09:06.340000,9,10,P,X,ST7 
2000-12-13T15:09:04.650000,9,11,P,X,ST8 
2000-12-13T15:09:08.040000,9,12,P,X,ST9 
2000-12-13T15:09:12.970000,9,13,S,X,ST9 
2000-12-13T15:09:03.280000,9,14,P,X,ST10
2000-12-13T15:09:04.880000,9,15,S,X,ST10
2000-12-13T15:09:08.570000,9,16,S,X,ST11
2000-12-13T15:09:02.200000,9,17,P,X,ST12
2000-12-13T15:09:07.640000,9,18,P,X,ST13
2000-12-13T15:09:07.310000,9,19,P,X,ST15
2000-12-13T15:09:11.750000,9,20,S,X,ST15
2000-12-13T15:09:15.920000,9,21,S,X,ST16
2000-12-13T15:09:09.990000,9,22,P,X,ST17
2000-12-13T15:09:16.110000,9,23,S,X,ST17
2000-12-13T15:09:08.110000,9,24,P,X,ST18
2000-12-13T15:09:07.440000,9,25,P,X,ST19
2000-12-13T15:09:05.070000,9,26,P,X,ST21
2000-12-13T15:09:07.930000,9,27,S,X,ST21
2000-12-13T15:09:02.350000,9,28,P,X,ST22
2000-12-13T15:09:05.860000,9,29,P,X,ST23
2000-12-13T15:09:09.880000,9,30,S,X,ST25
2000-12-13T15:09:09.140000,9,31,P,X,ST26
2000-12-13T15:09:14.740000,9,32,S,X,ST26
2000-12-13T15:10:05.450000,10,1,P,X,ST0 
2000-12-13T15:10:09.180000,10,2,S,X,ST1 
2000-12-13T15:10:12.990000,10,3,P,X,ST2 
2000-12-13T15:10:21.480000,10,4,S,X,ST2 
2000-12-13T15:10:08.840000,10,5,P,X,ST3 
2000-12-13T15:10:05.530000,10,6,S,X,ST4 
2000-12-13T15:10:09.800000,10,7,P,X,ST5 
2000-12-13T15:10:08.170000,10,8,P,X,ST6 
2000-12-13T15:10:04.680000,10,9,P,X,ST7 
2000-12-13T15:10:06.700000,10,10,P,X,ST8 
2000-12-13T15:10:05.870000,10,11,P,X,ST9 
2000-12-13T15:10:11.550000,10,12,P,X,ST11
2000-12-13T15:10:07.840000,10,13,P,X,ST12
2000-12-13T15:10:07.020000,10,14,S,X,ST13
2000-12-13T15:10:06.870000,10,15,P,X,ST14
2000-12-13T15:10:10.980000,10,16,S,X,ST14
2000-12-13T15:10:02.660000,10,17,P,X,ST15
2000-12-13T15:10:03.560000,10,18,P,X,ST16
2000-12-13T15:10:06.380000,10,19,P,X,ST17
2000-12-13T15:10:10.060000,10,20,S,X,ST17
2000-12-13T15:10:03.310000,10,21,P,X,ST18
2000-12-13T15:10:11.570000,10,22,S,X,ST20
2000-12-13T15:10:07.930000,10,23,S,X,ST21
2000-12-13T15:10:04.180000,10,24,P,X,ST23
2000-12-13T15:10:04.980000,10,25,P,X,ST24
2000-12-13T15:10:07.830000,10,26,S,X,ST24
2000-12-13T15:10:05.680000,10,27,S,X,ST25
2000-12-13T15:10:04.450000,10,28,P,X,ST26
2000-12-13T15:11:16.200000,11,1,S,X,ST0 
2000-12-13T15:11:04.160000,11,2,P,X,ST1 
2000-12-13T15:11:11.830000,11,3,S,X,ST2 
2000-12-13T15:11:09.220000,11,4,P,X,ST4 
2000-12-13T15:11:05.020000,11,5,P,X,ST5 
2000-12-13T15:11:07.660000,11,6,S,X,ST5 
2000-12-13T15:11:07.080000,11,7,P,X,ST6 
2000-12-13T15:11:06.220000,11,8,P,X,ST7 
2000-12-13T15:11:08.080000,11,9,P,X,ST9 
2000-12-13T15:11:12.910000,11,10,S,X,ST9 
2000-12-13T15:11:05.390000,11,11,S,X,ST10
2000-12-13T15:11:05.490000,11,12,P,X,ST11
2000-12-13T15:11:08.920000,11,13,S,X,ST11
2000-12-13T15:11:07.380000,11,14,P,X,ST13
2000-12-13T15:11:09.950000,11,15,S,X,ST14
2000-12-13T15:11:11.640000,11,16,S,X,ST15
2000-12-13T15:11:15.760000,11,17,S,X,ST16
2000-12-13T15:11:09.800000,11,18,P,X,ST17
2000-12-13T15:11:15.510000,11,19,S,X,ST17
2000-12-13T15:11:07.910000,11,20,P,X,ST18
2000-12-13T15:11:11.780000,11,21,S,X,ST19
2000-12-13T15:11:02.700000,11,22,P,X,ST20
2000-12-13T15:11:03.790000,11,23,S,X,ST20
2000-12-13T15:11:07.520000,11,24,S,X,ST21
2000-12-13T15:11:02.360000,11,25,P,X,ST22
2000-12-13T15:11:05.660000,11,26,P,X,ST23
2000-12-13T15:11:08.730000,11,27,P,X,ST24
2000-12-13T15:11:14.150000,11,28,S,X,ST24
2000-12-13T15:11:05.990000,11,29,P,X,ST25
2000-12-13T15:11:09.520000,11,30,S,X,ST25
2000-12-13T15:11:08.890000,11,31,P,X,ST26
2000-12-13T15:12:05.640000,12,1,P,X,ST0 
2000-12-13T15:12:08.830000,12,2,S,X,ST0 
2000-12-13T15:12:21.510000,12,3,S,X,ST2 
2000-12-13T15:12:14.290000,12,4,S,X,ST3 
2000-12-13T15:12:03.550000,12,5,P,X,ST4 
2000-12-13T15:12:15.990000,12,6,S,X,ST5 
2000-12-13T15:12:08.320000,12,7,P,X,ST6 
2000-12-13T15:12:13.440000,12,8,S,X,ST6 
2000-12-13T15:12:04.540000,12,9,P,X,ST7 
2000-12-13T15:12:06.580000,12,10,P,X,ST8 
2000-12-13T15:12:09.180000,12,11,P,X,ST10
2000-12-13T15:12:10.910000,12,12,P,X,ST11
2000-12-13T15:12:18.270000,12,13,S,X,ST11
2000-12-13T15:12:07.790000,12,14,P,X,ST12
2000-12-13T15:12:04.680000,12,15,P,X,ST13
2000-12-13T15:12:02.560000,12,16,P,X,ST15
2000-12-13T15:12:06.520000,12,17,S,X,ST16
2000-12-13T15:12:06.480000,12,18,P,X,ST17
2000-12-13T15:12:05.050000,12,19,S,X,ST18
2000-12-13T15:12:03.870000,12,20,P,X,ST19
2000-12-13T15:12:05.960000,12,21,S,X,ST19
2000-12-13T15:12:07.160000,12,22,P,X,ST20
2000-12-13T15:12:07.810000,12,23,S,X,ST21
2000-12-13T15:12:07.430000,12,24,P,X,ST22
2000-12-13T15:12:06.450000,12,25,S,X,ST23
2000-12-13T15:12:05.220000,12,26,P,X,ST24
2000-12-13T15:12:08.120000,12,27,S,X,ST24
2000-12-13T15:12:03.700000,12,28,P,X,ST25
2000-12-13T15:12:05.680000,12,29,S,X,ST25
2000-12-13T15:12:04.670000,12,30,P,X,ST26
2000-12-13T15:13:03.810000,13,1,P,X,ST1 
2000-12-13T15:13:05.690000,13,2,S,X,ST1 
2000-12-13T15:13:12.520000,13,3,S,X,ST2 
2000-12-13T15:13:03.950000,13,4,P,X,ST3 
2000-12-13T15:13:08.920000,13,5,P,X,ST4 
2000-12-13T15:13:05.920000,13,6,P,X,ST5 
2000-12-13T15:13:08.230000,13,7,S,X,ST5 
2000-12-13T15:13:11.070000,13,8,S,X,ST6 
2000-12-13T15:13:05.870000,13,9,P,X,ST7 
2000-12-13T15:13:07.750000,13,10,P,X,ST9 
2000-12-13T15:13:12.560000,13,11,S,X,ST9 
2000-12-13T15:13:09.750000,13,12,S,X,ST11
2000-12-13T15:13:02.270000,13,13,P,X,ST12
2000-12-13T15:13:02.990000,13,14,S,X,ST12
2000-12-13T15:13:07.130000,13,15,P,X,ST13
2000-12-13T15:13:06.260000,13,16,P,X,ST14
2000-12-13T15:13:09.200000,13,17,P,X,ST16
2000-12-13T15:13:14.910000,13,18,S,X,ST16
2000-12-13T15:13:09.510000,13,19,P,X,ST17
2000-12-13T15:13:15.350000,13,20,S,X,ST17
2000-12-13T15:13:07.590000,13,21,P,X,ST18
2000-12-13T15:13:06.990000,13,22,P,X,ST19
2000-12-13T15:13:04.590000,13,23,P,X,ST21
2000-12-13T15:13:06.940000,13,24,S,X,ST21
2000-12-13T15:13:02.030000,13,25,P,X,ST22
2000-12-13T15:13:05.380000,13,26,P,X,ST23
2000-12-13T15:13:08.470000,13,27,S,X,ST23
2000-12-13T15:13:08.510000,13,28,P,X,ST24
2000-12-13T15:13:13.680000,13,29,S,X,ST24
2000-12-13T15:13:08.920000,13,30,S,X,ST25
2000-12-13T15:14:04.880000,14,1,P,X,ST0 
2000-12-13T15:14:07.390000,14,2,S,X,ST0 
2000-12-13T15:14:07.500000,14,3,S,X,ST1 
2000-12-13T15:14:11.710000,14,4,P,X,ST2 
2000-12-13T15:14:18.870000,14,5,S,X,ST2 
2000-12-13T15:14:08.590000,14,6,P,X,ST3 
2000-12-13T15:14:13.890000,14,7,S,X,ST3 
2000-12-13T15:14:06.020000,14,8,P,X,ST4 
2000-12-13T15:14:09.550000,14,9,S,X,ST4 
2000-12-13T15:14:12.810000,14,10,S,X,ST5 
2000-12-13T15:14:05.750000,14,11,P,X,ST7 
2000-12-13T15:14:08.730000,14,12,P,X,ST10
2000-12-13T15:14:03.170000,14,13,S,X,ST13
2000-12-13T15:14:07.230000,14,14,S,X,ST14
2000-12-13T15:14:03.130000,14,15,P,X,ST15
2000-12-13T15:14:04.700000,14,16,S,X,ST15
2000-12-13T15:14:05.220000,14,17,P,X,ST16
2000-12-13T15:14:04.810000,14,18,P,X,ST17
2000-12-13T15:14:02.920000,14,19,P,X,ST18
2000-12-13T15:14:02.950000,14,20,S,X,ST19
2000-12-13T15:14:06.750000,14,21,P,X,ST20
2000-12-13T15:14:04.250000,14,22,P,X,ST21
2000-12-13T15:14:06.420000,14,23,S,X,ST21
2000-12-13T15:14:11.090000,14,24,S,X,ST22
2000-12-13T15:14:04.810000,14,25,S,X,ST23
2000-12-13T15:14:03.520000,14,26,P,X,ST24
2000-12-13T15:14:03.560000,14,27,P,X,ST25
2000-12-13T15:14:03.560000,14,28,P,X,ST26
2000-12-13T15:15:05.530000,15,1,P,X,ST0 
2000-12-13T15:15:08.650000,15,2,S,X,ST0 
2000-12-13T15:15:04.000000,15,3,P,X,ST1 
2000-12-13T15:15:06.030000,15,4,S,X,ST1 
2000-12-13T15:15:17.900000,15,5,S,X,ST2 
2000-12-13T15:15:06.110000,15,6,P,X,ST4 
2000-12-13T15:15:11.840000,15,7,S,X,ST5 
2000-12-13T15:15:05.750000,15,8,P,X,ST6 
2000-12-13T15:15:09.130000,15,9,S,X,ST6 
2000-12-13T15:15:05.280000,15,10,P,X,ST7 
2000-12-13T15:15:06.080000,15,11,P,X,ST8 
2000-12-13T15:15:09.770000,15,12,S,X,ST8 
2000-12-13T15:15:07.310000,15,13,P,X,ST9 
2000-12-13T15:15:12.710000,15,14,S,X,ST10
2000-12-13T15:15:09.770000,15,15,P,X,ST11
2000-12-13T15:15:16.260000,15,16,S,X,ST11
2000-12-13T15:15:06.050000,15,17,P,X,ST12
2000-12-13T15:15:09.510000,15,18,S,X,ST12
2000-12-13T15:15:04.450000,15,19,S,X,ST13
2000-12-13T15:15:05.050000,15,20,S,X,ST15
2000-12-13T15:15:08.580000,15,21,S,X,ST17
2000-12-13T15:15:04.180000,15,22,S,X,ST19
2000-12-13T15:15:05.840000,15,23,P,X,ST20
2000-12-13T15:15:09.230000,15,24,S,X,ST20
2000-12-13T15:15:03.420000,15,25,P,X,ST21
2000-12-13T15:15:02.840000,15,26,P,X,ST23
2000-12-13T15:15:06.480000,15,27,S,X,ST24
2000-12-13T15:15:03.140000,15,28,P,X,ST25
2000-12-13T15:15:04.670000,15,29,S,X,ST25
2000-12-13T15:15:04.390000,15,30,P,X,ST26
2000-12-13T15:16:05.250000,16,1,P,X,ST0 
2000-12-13T15:16:04.820000,16,2,P,X,ST1 
2000-12-13T15:16:11.870000,16,3,P,X,ST2 
2000-12-13T15:16:13.940000,16,4,S,X,ST3 
2000-12-13T15:16:06.160000,16,5,P,X,ST4 
2000-12-13T15:16:09.620000,16,6,S,X,ST4 
2000-12-13T15:16:08.280000,16,7,P,X,ST5 
2000-12-13T15:16:13.170000,16,8,S,X,ST5 
2000-12-13T15:16:06.200000,16,9,P,X,ST6 
2000-12-13T15:16:09.840000,16,10,S,X,ST6 
2000-12-13T15:16:05.820000,16,11,P,X,ST7 
2000-12-13T15:16:07.760000,16,12,P,X,ST9 
2000-12-13T15:16:14.240000,16,13,S,X,ST10
2000-12-13T15:16:11.130000,16,14,S,X,ST12
2000-12-13T15:16:02.300000,16,15,P,X,ST13
2000-12-13T15:16:04.920000,16,16,P,X,ST14
2000-12-13T15:16:03.090000,16,17,P,X,ST15
2000-12-13T15:16:04.490000,16,18,S,X,ST15
2000-12-13T15:16:08.480000,16,19,S,X,ST16
2000-12-13T15:16:05.290000,16,20,P,X,ST17
2000-12-13T15:16:08.170000,16,21,S,X,ST17
2000-12-13T15:16:02.820000,16,22,P,X,ST18
2000-12-13T15:16:04.090000,16,23,S,X,ST18
2000-12-13T15:16:02.780000,16,24,P,X,ST19
2000-12-13T15:16:02.520000,16,25,S,X,ST19
2000-12-13T15:16:06.790000,16,26,P,X,ST20
2000-12-13T15:16:10.820000,16,27,S,X,ST20
2000-12-13T15:16:04.050000,16,28,P,X,ST21
2000-12-13T15:16:06.160000,16,29,S,X,ST21
2000-12-13T15:16:06.940000,16,30,P,X,ST22
2000-12-13T15:16:03.010000,16,31,P,X,ST23
2000-12-13T15:16:05.730000,16,32,S,X,ST24
2000-12-13T15:16:03.370000,16,33,P,X,ST25
2000-12-13T15:16:04.820000,16,34,S,X,ST25
