evid,latitude,longitude,depth,time,mag
376,35.6807,-117.4661,1.87,2000-12-13T21:16:00.900000,1.0
377,35.8979,-117.7143,6.02,2000-12-13T21:17:01.010000,1.0
378,35.7038,-117.5799,8.30,2000-12-13T21:18:01.060000,1.0
379,36.0342,-117.8406,3.79,2000-12-13T21:19:01.030000,1.0
380,35.6421,-117.4644,4.43,2000-12-13T21:20:01.010000,1.0
381,35.9310,-117.7265,5.72,2000-12-13T21:21:01.030000,1.0
382,35.5661,-117.6308,3.37,2000-12-13T21:22:00.740000,1.0
383,35.5931,-117.3442,5.72,2000-12-13T21:23:01.050000,1.0
384,35.6651,-117.4492,1.87,2000-12-13T21:24:00.980000,1.0
385,35.8842,-117.7002,6.14,2000-12-13T21:25:01.040000,1.0
386,35.9558,-117.6845,3.89,2000-12-13T21:26:00.860000,1.0
387,35.9111,-117.6671,4.46,2000-12-13T21:27:00.930000,1.0
388,35.9078,-117.6637,6.14,2000-12-13T21:28:00.960000,1.0
389,35.9090,-117.6984,5.69,2000-12-13T21:29:00.970000,1.0
390,35.9211,-117.7296,5.80,2000-12-13T21:30:01.020000,1.0
391,35.6057,-117.4250,4.60,2000-12-13T21:31:01.100000,1.0
392,35.8967,-117.6786,5.97,2000-12-13T21:32:01.050000,1.0
393,35.6406,-117.4556,3.71,2000-12-13T21:33:01.060000,1.0
394,35.6335,-117.4472,5.39,2000-12-13T21:34:01.030000,1.0
395,35.9098,-117.6680,4.87,2000-12-13T21:35:00.920000,1.0
396,35.8810,-117.7058,4.69,2000-12-13T21:36:01.080000,1.0
397,35.6065,-117.4307,5.51,2000-12-13T21:37:01.070000,1.0
398,35.7052,-117.5195,7.35,2000-12-13T21:38:01.090000,1.0
399,35.9556,-117.6851,4.55,2000-12-13T21:39:00.960000,1.0
400,35.5979,-117.5936,4.43,2000-12-13T21:40:00.910000,1.0
401,35.8867,-117.6871,7.31,2000-12-13T21:41:01.020000,1.0
402,35.9184,-117.7450,5.79,2000-12-13T21:42:01.010000,1.0
403,35.6209,-117.4363,3.80,2000-12-13T21:43:01.090000,1.0
404,35.5991,-117.5977,3.32,2000-12-13T21:44:00.890000,1.0
405,35.9113,-117.6732,4.71,2000-12-13T21:45:01.000000,1.0
406,35.9594,-117.7151,4.34,2000-12-13T21:46:00.930000,1.0
407,35.9390,-117.6767,4.09,2000-12-13T21:47:00.930000,1.0
408,35.6487,-117.4541,2.56,2000-12-13T21:48:00.980000,1.0
409,35.6690,-117.5188,6.56,2000-12-13T21:49:01.150000,1.0
410,35.6397,-117.4321,4.68,2000-12-13T21:50:01.030000,1.0
411,35.8272,-117.6325,4.30,2000-12-13T21:51:01.140000,1.0
412,35.6455,-117.4432,3.72,2000-12-13T21:52:01.030000,1.0
413,35.6364,-117.4587,3.16,2000-12-13T21:53:01.000000,1.0
414,35.6944,-117.5248,7.27,2000-12-13T21:54:01.100000,1.0
415,35.9818,-117.6620,4.34,2000-12-13T21:55:00.910000,1.0
416,36.0477,-117.8383,2.96,2000-12-13T21:56:00.970000,1.0
417,35.9793,-117.6581,4.31,2000-12-13T21:57:00.960000,1.0
418,35.9925,-117.6634,4.05,2000-12-13T21:58:01.010000,1.0
419,35.6622,-117.5328,9.30,2000-12-13T21:59:01.050000,1.0
420,35.6084,-117.3846,6.88,2000-12-13T22:00:01.050000,1.0
421,35.6226,-117.4090,4.74,2000-12-13T22:01:01.020000,1.0
422,36.0537,-117.8460,2.99,2000-12-13T22:02:01.000000,1.0
423,35.5888,-117.4228,4.61,2000-12-13T22:03:01.100000,1.0
424,35.9011,-117.6773,5.83,2000-12-13T22:04:00.980000,1.0
425,35.9025,-117.6686,7.51,2000-12-13T22:05:01.050000,1.0
426,35.6826,-117.4860,0.93,2000-12-13T22:06:00.910000,1.0
427,35.6797,-117.4793,0.89,2000-12-13T22:07:00.950000,1.0
428,35.9718,-117.6954,4.97,2000-12-13T22:08:00.920000,1.0
429,35.9225,-117.6883,5.15,2000-12-13T22:09:00.960000,1.0
430,35.6846,-117.4813,1.42,2000-12-13T22:10:00.980000,1.0
431,35.7660,-117.5696,8.08,2000-12-13T22:11:01.030000,1.0
432,35.6350,-117.4352,4.69,2000-12-13T22:12:01.050000,1.0
433,35.6687,-117.5210,6.93,2000-12-13T22:13:01.070000,1.0
434,36.0453,-117.8598,2.91,2000-12-13T22:14:00.980000,1.0
435,35.9458,-117.6930,4.73,2000-12-13T22:15:00.920000,1.0
436,35.6764,-117.5117,6.16,2000-12-13T22:16:01.140000,1.0
437,35.9231,-117.7220,6.38,2000-12-13T22:17:01.020000,1.0
438,35.6280,-117.4281,5.58,2000-12-13T22:18:01.030000,1.0
439,35.6620,-117.4550,8.03,2000-12-13T22:19:01.020000,1.0
440,35.6107,-117.4618,5.06,2000-12-13T22:20:01.080000,1.0
441,35.9154,-117.7154,6.78,2000-12-13T22:21:00.930000,1.0
442,35.7776,-117.5419,5.07,2000-12-13T22:22:00.900000,1.0
443,35.9744,-117.6565,4.11,2000-12-13T22:23:00.890000,1.0
444,35.7136,-117.4978,4.58,2000-12-13T22:24:00.900000,1.0
445,35.7510,-117.5472,4.13,2000-12-13T22:25:00.930000,1.0
446,35.7062,-117.5003,8.84,2000-12-13T22:26:01.030000,1.0
447,35.9064,-117.6820,4.82,2000-12-13T22:27:00.950000,1.0
448,35.5776,-117.6200,2.40,2000-12-13T22:28:00.810000,1.0
449,35.5805,-117.3443,3.54,2000-12-13T22:29:01.280000,1.0
450,35.9741,-117.6539,4.13,2000-12-13T22:30:00.870000,1.0
451,35.5713,-117.5956,4.80,2000-12-13T22:31:01.030000,1.0
452,35.9286,-117.7076,6.19,2000-12-13T22:32:00.960000,1.0
453,35.6740,-117.4857,2.84,2000-12-13T22:33:00.950000,1.0
454,35.9231,-117.6805,5.06,2000-12-13T22:34:00.920000,1.0
455,35.8302,-117.6389,5.17,2000-12-13T22:35:01.120000,1.0
456,35.6707,-117.5249,9.14,2000-12-13T22:36:01.060000,1.0
457,35.6465,-117.4560,3.42,2000-12-13T22:37:00.990000,1.0
458,35.7096,-117.5723,7.04,2000-12-13T22:38:01.120000,1.0
459,35.6370,-117.4309,6.12,2000-12-13T22:39:01.040000,1.0
460,35.5779,-117.6190,3.03,2000-12-13T22:40:00.870000,1.0
461,35.6813,-117.5090,6.45,2000-12-13T22:41:01.050000,1.0
462,35.7758,-117.5584,5.92,2000-12-13T22:42:00.970000,1.0
463,35.7598,-117.5620,6.27,2000-12-13T22:43:01.070000,1.0
464,35.6038,-117.4020,7.49,2000-12-13T22:44:01.060000,1.0
465,35.9689,-117.7067,4.72,2000-12-13T22:45:00.890000,1.0
466,35.9032,-117.6940,7.64,2000-12-13T22:46:01.050000,1.0
467,35.7315,-117.5435,6.01,2000-12-13T22:47:01.070000,1.0
468,35.9134,-117.6715,4.37,2000-12-13T22:48:00.930000,1.0
469,35.8884,-117.6686,6.20,2000-12-13T22:49:01.020000,1.0
470,35.7782,-117.5585,5.71,2000-12-13T22:50:00.970000,1.0
471,35.5864,-117.6113,5.03,2000-12-13T22:51:01.010000,1.0
472,35.7030,-117.5078,5.15,2000-12-13T22:52:00.940000,1.0
473,35.5800,-117.3485,6.54,2000-12-13T22:53:01.120000,1.0
474,35.8988,-117.7063,7.08,2000-12-13T22:54:01.000000,1.0
475,35.6844,-117.4857,1.18,2000-12-13T22:55:00.870000,1.0
476,35.9291,-117.6871,5.10,2000-12-13T22:56:00.910000,1.0
477,35.6788,-117.4673,5.11,2000-12-13T22:57:01.020000,1.0
478,35.7534,-117.5555,9.47,2000-12-13T22:58:00.970000,1.0
479,36.0581,-117.8415,4.17,2000-12-13T22:59:01.090000,1.0
480,35.6592,-117.5204,8.32,2000-12-13T23:00:01.070000,1.0
481,36.0584,-117.8269,2.52,2000-12-13T23:01:01.000000,1.0
482,35.8870,-117.6633,9.22,2000-12-13T23:02:01.060000,1.0
483,35.9052,-117.6794,9.27,2000-12-13T23:03:00.950000,1.0
484,35.6492,-117.4403,3.14,2000-12-13T23:04:01.030000,1.0
485,35.6540,-117.4482,4.26,2000-12-13T23:05:01.010000,1.0
486,35.8870,-117.6756,5.80,2000-12-13T23:06:00.980000,1.0
487,35.8352,-117.6548,7.72,2000-12-13T23:07:01.100000,1.0
488,35.9001,-117.6697,4.28,2000-12-13T23:08:01.030000,1.0
489,35.5744,-117.6331,4.13,2000-12-13T23:09:00.920000,1.0
490,35.5742,-117.3470,4.29,2000-12-13T23:10:01.150000,1.0
491,35.9177,-117.7088,5.09,2000-12-13T23:11:00.990000,1.0
492,35.6902,-117.4926,5.39,2000-12-13T23:12:01.040000,1.0
493,35.9353,-117.7066,6.14,2000-12-13T23:13:00.980000,1.0
494,35.7056,-117.5777,6.71,2000-12-13T23:14:01.060000,1.0
495,35.9689,-117.6833,4.32,2000-12-13T23:15:00.870000,1.0
496,35.9025,-117.6998,8.20,2000-12-13T23:16:00.950000,1.0
497,35.6530,-117.4433,5.09,2000-12-13T23:17:00.990000,1.0
498,35.9461,-117.6983,7.25,2000-12-13T23:18:01.100000,1.0
499,35.6839,-117.5084,6.48,2000-12-13T23:19:01.040000,1.0
500,35.6257,-117.4315,7.11,2000-12-13T23:20:01.030000,1.0
501,35.6502,-117.4420,3.60,2000-12-13T23:21:01.020000,1.0
502,35.6958,-117.5149,5.53,2000-12-13T23:22:01.010000,1.0
503,35.6086,-117.4177,7.23,2000-12-13T23:23:01.100000,1.0
504,35.6606,-117.4400,4.38,2000-12-13T23:24:00.950000,1.0
505,35.9069,-117.6951,5.14,2000-12-13T23:25:00.970000,1.0
506,35.6725,-117.4779,3.61,2000-12-13T23:26:00.990000,1.0
507,35.9443,-117.6610,4.66,2000-12-13T23:27:00.950000,1.0
508,36.0648,-117.8311,3.09,2000-12-13T23:28:01.000000,1.0
509,35.5571,-117.3146,9.61,2000-12-13T23:29:00.720000,1.0
510,35.9872,-117.6624,4.23,2000-12-13T23:30:00.960000,1.0
511,35.8895,-117.6766,8.86,2000-12-13T23:31:00.960000,1.0
512,35.6104,-117.4108,4.54,2000-12-13T23:32:01.080000,1.0
513,35.6645,-117.4791,5.13,2000-12-13T23:33:00.980000,1.0
514,35.9356,-117.7090,5.35,2000-12-13T23:34:00.960000,1.0
515,35.8862,-117.6866,8.57,2000-12-13T23:35:01.000000,1.0
516,36.0644,-117.8380,2.93,2000-12-13T23:36:00.960000,1.0
517,35.9022,-117.7263,7.43,2000-12-13T23:37:01.090000,1.0
518,35.6768,-117.5149,6.42,2000-12-13T23:38:01.020000,1.0
519,35.9110,-117.6733,4.67,2000-12-13T23:39:00.990000,1.0
520,35.7242,-117.5423,4.70,2000-12-13T23:40:00.950000,1.0
521,35.9639,-117.6853,4.00,2000-12-13T23:41:00.870000,1.0
522,35.8950,-117.7007,10.44,2000-12-13T23:42:00.910000,1.0
523,35.9605,-117.6944,4.97,2000-12-13T23:43:00.900000,1.0
524,35.5935,-117.4148,5.62,2000-12-13T23:44:01.130000,1.0
525,35.7610,-117.5718,6.24,2000-12-13T23:45:01.060000,1.0
526,35.6959,-117.5099,5.23,2000-12-13T23:46:01.000000,1.0
527,35.6865,-117.5212,5.70,2000-12-13T23:47:01.030000,1.0
528,35.9140,-117.6884,5.80,2000-12-13T23:48:01.000000,1.0
529,35.8894,-117.6894,4.43,2000-12-13T23:49:01.060000,1.0
530,35.9694,-117.7001,4.28,2000-12-13T23:50:00.900000,1.0
531,35.9210,-117.7274,5.61,2000-12-13T23:51:00.960000,1.0
532,35.6802,-117.5080,4.86,2000-12-13T23:52:00.980000,1.0
533,36.0713,-117.8382,3.46,2000-12-13T23:53:01.010000,1.0
534,35.7148,-117.4965,4.55,2000-12-13T23:54:00.990000,1.0
535,36.0354,-117.8450,3.16,2000-12-13T23:55:00.950000,1.0
536,35.6554,-117.4386,5.78,2000-12-13T23:56:01.010000,1.0
537,35.7748,-117.5636,6.13,2000-12-13T23:57:01.080000,1.0
538,35.8719,-117.6657,8.74,2000-12-13T23:58:00.970000,1.0
539,35.9160,-117.7191,5.70,2000-12-13T23:59:00.980000,1.0
540,35.6304,-117.4220,3.65,2000-12-14T00:00:00.940000,1.0
541,35.9030,-117.7172,9.51,2000-12-14T00:01:00.990000,1.0
542,35.9434,-117.6972,5.11,2000-12-14T00:02:00.930000,1.0
543,35.6424,-117.4528,5.44,2000-12-14T00:03:00.960000,1.0
544,35.6979,-117.5301,8.66,2000-12-14T00:04:01.140000,1.0
545,35.5640,-117.3231,5.45,2000-12-14T00:05:01.100000,1.0
546,35.6898,-117.4692,5.55,2000-12-14T00:06:00.930000,1.0
547,35.9011,-117.7206,6.55,2000-12-14T00:07:01.020000,1.0
548,35.8943,-117.6895,8.62,2000-12-14T00:08:00.990000,1.0
549,35.7790,-117.5493,5.61,2000-12-14T00:09:00.930000,1.0
550,35.9302,-117.6992,4.52,2000-12-14T00:10:01.000000,1.0
551,36.0601,-117.8461,3.18,2000-12-14T00:11:00.980000,1.0
552,35.8842,-117.6860,7.93,2000-12-14T00:12:01.070000,1.0
553,35.7240,-117.5183,3.17,2000-12-14T00:13:00.840000,1.0
554,35.6741,-117.4722,3.50,2000-12-14T00:14:00.950000,1.0
555,35.9010,-117.7196,5.81,2000-12-14T00:15:01.040000,1.0
556,36.0466,-117.8596,2.93,2000-12-14T00:16:01.050000,1.0
557,35.6717,-117.5082,4.82,2000-12-14T00:17:01.030000,1.0
558,35.7223,-117.5597,5.93,2000-12-14T00:18:01.000000,1.0
559,35.9405,-117.6798,4.54,2000-12-14T00:19:00.910000,1.0
560,35.8974,-117.7288,6.47,2000-12-14T00:20:00.980000,1.0
561,35.7450,-117.5506,3.95,2000-12-14T00:21:00.990000,1.0
562,35.9273,-117.7028,5.29,2000-12-14T00:22:00.930000,1.0
563,36.0339,-117.8345,3.72,2000-12-14T00:23:01.070000,1.0
564,35.6302,-117.4512,5.15,2000-12-14T00:24:01.090000,1.0
565,35.8808,-117.6875,8.37,2000-12-14T00:25:00.930000,1.0
566,35.6544,-117.4475,3.40,2000-12-14T00:26:01.030000,1.0
567,35.6944,-117.5009,6.63,2000-12-14T00:27:01.040000,1.0
568,35.6882,-117.5053,7.52,2000-12-14T00:28:01.040000,1.0
569,35.9541,-117.6899,4.62,2000-12-14T00:29:00.930000,1.0
570,35.9325,-117.7063,4.54,2000-12-14T00:30:00.990000,1.0
571,35.9022,-117.7008,6.56,2000-12-14T00:31:01.000000,1.0
572,35.6916,-117.5247,7.70,2000-12-14T00:32:01.060000,1.0
573,35.8938,-117.6807,8.01,2000-12-14T00:33:00.970000,1.0
574,35.7132,-117.4950,5.42,2000-12-14T00:34:00.930000,1.0
575,36.0470,-117.8572,3.08,2000-12-14T00:35:01.110000,1.0
576,35.6066,-117.5810,4.89,2000-12-14T00:36:01.000000,1.0
577,35.6816,-117.5026,6.62,2000-12-14T00:37:01.010000,1.0
578,35.9088,-117.6761,5.18,2000-12-14T00:38:01.020000,1.0
579,35.8525,-117.6474,5.34,2000-12-14T00:39:01.170000,1.0
580,35.8962,-117.7256,8.36,2000-12-14T00:40:00.970000,1.0
581,35.6481,-117.4420,4.18,2000-12-14T00:41:01.020000,1.0
582,35.9170,-117.6867,5.55,2000-12-14T00:42:00.940000,1.0
583,35.6669,-117.5276,9.06,2000-12-14T00:43:01.070000,1.0
584,35.6577,-117.4507,1.33,2000-12-14T00:44:00.950000,1.0
585,35.9929,-117.6551,4.48,2000-12-14T00:45:00.880000,1.0
586,35.9893,-117.6625,4.31,2000-12-14T00:46:00.880000,1.0
587,35.9238,-117.7084,6.61,2000-12-14T00:47:00.990000,1.0
588,35.9218,-117.7279,5.50,2000-12-14T00:48:01.000000,1.0
589,35.9830,-117.6718,3.93,2000-12-14T00:49:01.020000,1.0
590,35.6323,-117.4512,4.70,2000-12-14T00:50:01.050000,1.0
591,35.6241,-117.4108,8.15,2000-12-14T00:51:01.020000,1.0
592,35.8877,-117.6818,8.55,2000-12-14T00:52:00.990000,1.0
593,35.5895,-117.4232,5.24,2000-12-14T00:53:01.060000,1.0
594,35.9275,-117.6543,4.64,2000-12-14T00:54:00.940000,1.0
595,35.8965,-117.6847,8.78,2000-12-14T00:55:01.030000,1.0
596,35.6468,-117.4465,4.14,2000-12-14T00:56:01.020000,1.0
597,35.6828,-117.4993,4.91,2000-12-14T00:57:00.960000,1.0
598,35.6609,-117.4703,1.78,2000-12-14T00:58:00.930000,1.0
599,35.8914,-117.7006,5.36,2000-12-14T00:59:01.050000,1.0
600,35.8937,-117.6826,8.32,2000-12-14T01:00:00.910000,1.0
601,35.6755,-117.4951,2.73,2000-12-14T01:01:00.930000,1.0
602,35.9632,-117.6772,4.42,2000-12-14T01:02:00.880000,1.0
603,35.5672,-117.3392,3.29,2000-12-14T01:03:01.300000,1.0
604,35.7506,-117.5619,3.79,2000-12-14T01:04:00.990000,1.0
605,35.7292,-117.5314,4.50,2000-12-14T01:05:00.990000,1.0
606,35.5819,-117.3383,5.05,2000-12-14T01:06:01.150000,1.0
607,35.9638,-117.6941,5.01,2000-12-14T01:07:00.910000,1.0
608,35.7235,-117.5440,4.17,2000-12-14T01:08:00.910000,1.0
609,35.8352,-117.6356,5.13,2000-12-14T01:09:01.130000,1.0
610,35.7174,-117.5260,6.59,2000-12-14T01:10:01.000000,1.0
611,36.0442,-117.8661,3.38,2000-12-14T01:11:01.080000,1.0
612,35.6697,-117.4747,5.48,2000-12-14T01:12:00.970000,1.0
613,36.0565,-117.8407,2.88,2000-12-14T01:13:00.990000,1.0
614,35.7178,-117.5543,7.96,2000-12-14T01:14:01.050000,1.0
615,35.6057,-117.5770,3.67,2000-12-14T01:15:00.950000,1.0
616,35.6936,-117.5040,5.61,2000-12-14T01:16:00.930000,1.0
617,35.9601,-117.7019,6.74,2000-12-14T01:17:01.020000,1.0
618,35.6621,-117.4359,4.45,2000-12-14T01:18:00.970000,1.0
619,35.9017,-117.7137,6.87,2000-12-14T01:19:01.040000,1.0
620,36.0351,-117.8494,3.20,2000-12-14T01:20:00.980000,1.0
621,35.9210,-117.6876,5.35,2000-12-14T01:21:00.930000,1.0
622,35.9499,-117.6806,4.57,2000-12-14T01:22:00.960000,1.0
623,35.5748,-117.5956,2.59,2000-12-14T01:23:00.830000,1.0
624,35.5789,-117.3473,5.09,2000-12-14T01:24:01.170000,1.0
625,35.9258,-117.7097,6.73,2000-12-14T01:25:00.980000,1.0
626,36.0377,-117.8357,3.12,2000-12-14T01:26:01.030000,1.0
627,35.5750,-117.5968,4.79,2000-12-14T01:27:01.000000,1.0
628,35.6902,-117.5265,7.48,2000-12-14T01:28:01.080000,1.0
629,35.6874,-117.5135,7.36,2000-12-14T01:29:01.060000,1.0
630,35.9007,-117.7069,7.66,2000-12-14T01:30:01.010000,1.0
631,35.9341,-117.7086,4.98,2000-12-14T01:31:01.010000,1.0
632,35.7028,-117.5155,7.59,2000-12-14T01:32:01.120000,1.0
633,35.7088,-117.4943,4.84,2000-12-14T01:33:00.880000,1.0
634,35.6341,-117.4356,6.17,2000-12-14T01:34:01.090000,1.0
635,35.9268,-117.6946,6.09,2000-12-14T01:35:00.980000,1.0
636,35.8276,-117.6360,5.31,2000-12-14T01:36:01.090000,1.0
637,35.8897,-117.6788,6.93,2000-12-14T01:37:01.070000,1.0
638,35.7128,-117.5618,7.77,2000-12-14T01:38:01.060000,1.0
639,35.9307,-117.7032,6.65,2000-12-14T01:39:00.940000,1.0
640,35.9087,-117.7114,5.80,2000-12-14T01:40:01.020000,1.0
641,35.7202,-117.5120,3.83,2000-12-14T01:41:00.900000,1.0
642,35.7528,-117.5461,4.19,2000-12-14T01:42:00.920000,1.0
643,35.9250,-117.7213,4.70,2000-12-14T01:43:01.040000,1.0
644,35.6105,-117.4214,6.14,2000-12-14T01:44:01.090000,1.0
645,35.9341,-117.6658,4.41,2000-12-14T01:45:00.990000,1.0
646,35.7213,-117.5620,6.21,2000-12-14T01:46:01.090000,1.0
647,35.9790,-117.6583,4.15,2000-12-14T01:47:00.890000,1.0
648,35.6018,-117.4283,5.91,2000-12-14T01:48:01.060000,1.0
649,35.7468,-117.5407,3.60,2000-12-14T01:49:00.910000,1.0
650,35.9015,-117.7211,6.31,2000-12-14T01:50:01.020000,1.0
651,35.9703,-117.7076,4.96,2000-12-14T01:51:00.930000,1.0
652,35.6780,-117.4694,3.61,2000-12-14T01:52:00.960000,1.0
653,35.6669,-117.5066,7.55,2000-12-14T01:53:01.130000,1.0
654,35.9641,-117.6964,4.71,2000-12-14T01:54:00.890000,1.0
655,35.5733,-117.6215,3.60,2000-12-14T01:55:00.900000,1.0
656,35.8997,-117.6828,5.48,2000-12-14T01:56:01.010000,1.0
657,35.9497,-117.6908,4.70,2000-12-14T01:57:00.920000,1.0
658,35.8962,-117.6741,7.11,2000-12-14T01:58:01.000000,1.0
659,35.6846,-117.4646,4.12,2000-12-14T01:59:00.920000,1.0
660,35.6737,-117.4625,4.14,2000-12-14T02:00:00.990000,1.0
661,35.6762,-117.4756,3.23,2000-12-14T02:01:00.990000,1.0
662,35.5925,-117.3664,5.04,2000-12-14T02:02:01.230000,1.0
663,35.8954,-117.6732,5.53,2000-12-14T02:03:01.000000,1.0
664,35.9074,-117.6726,4.92,2000-12-14T02:04:00.980000,1.0
665,35.9400,-117.6871,4.99,2000-12-14T02:05:00.940000,1.0
666,35.6710,-117.5188,8.55,2000-12-14T02:06:01.030000,1.0
667,36.0418,-117.8561,3.24,2000-12-14T02:07:01.040000,1.0
668,35.9099,-117.6739,5.45,2000-12-14T02:08:00.990000,1.0
669,35.8845,-117.7074,6.17,2000-12-14T02:09:01.130000,1.0
670,35.6438,-117.4535,2.94,2000-12-14T02:10:00.970000,1.0
671,35.8747,-117.6734,9.43,2000-12-14T02:11:00.930000,1.0
672,35.6957,-117.5240,7.45,2000-12-14T02:12:01.070000,1.0
673,35.8346,-117.6352,5.70,2000-12-14T02:13:01.100000,1.0
674,36.0625,-117.8446,3.29,2000-12-14T02:14:01.020000,1.0
675,35.6632,-117.5159,7.56,2000-12-14T02:15:01.120000,1.0
676,36.0603,-117.8367,3.13,2000-12-14T02:16:00.990000,1.0
677,35.6876,-117.5401,7.54,2000-12-14T02:17:01.110000,1.0
678,35.6380,-117.4290,6.69,2000-12-14T02:18:01.020000,1.0
679,35.9232,-117.7046,6.23,2000-12-14T02:19:00.960000,1.0
680,35.7570,-117.5683,8.71,2000-12-14T02:20:01.010000,1.0
681,35.6044,-117.4294,5.38,2000-12-14T02:21:01.100000,1.0
682,35.7734,-117.5488,5.40,2000-12-14T02:22:01.010000,1.0
683,35.9090,-117.7031,7.32,2000-12-14T02:23:00.970000,1.0
684,35.6959,-117.4979,4.78,2000-12-14T02:24:00.920000,1.0
685,35.6310,-117.4534,5.07,2000-12-14T02:25:01.020000,1.0
686,35.6338,-117.4347,4.01,2000-12-14T02:26:01.030000,1.0
687,35.7153,-117.5544,4.81,2000-12-14T02:27:01.000000,1.0
688,35.5876,-117.4293,5.57,2000-12-14T02:28:01.190000,1.0
689,35.5787,-117.6163,3.21,2000-12-14T02:29:00.960000,1.0
690,35.6608,-117.4405,3.34,2000-12-14T02:30:01.030000,1.0
691,35.9029,-117.6737,7.45,2000-12-14T02:31:01.000000,1.0
692,35.7127,-117.5091,5.42,2000-12-14T02:32:00.990000,1.0
693,35.6963,-117.4978,6.18,2000-12-14T02:33:01.010000,1.0
694,36.0667,-117.8304,2.91,2000-12-14T02:34:00.990000,1.0
695,35.9624,-117.6595,4.61,2000-12-14T02:35:00.960000,1.0
696,35.6718,-117.5215,7.52,2000-12-14T02:36:01.150000,1.0
697,36.0595,-117.8372,3.17,2000-12-14T02:37:00.980000,1.0
698,35.6944,-117.5206,5.44,2000-12-14T02:38:01.090000,1.0
699,35.6132,-117.5777,6.25,2000-12-14T02:39:01.070000,1.0
700,35.6082,-117.4041,6.58,2000-12-14T02:40:01.090000,1.0
701,35.6707,-117.4805,1.48,2000-12-14T02:41:00.950000,1.0
702,35.7438,-117.5512,3.90,2000-12-14T02:42:00.950000,1.0
703,35.5932,-117.4163,6.40,2000-12-14T02:43:01.050000,1.0
704,35.7560,-117.5635,4.34,2000-12-14T02:44:00.940000,1.0
705,35.9020,-117.6694,7.67,2000-12-14T02:45:01.030000,1.0
706,35.6096,-117.4283,5.66,2000-12-14T02:46:01.070000,1.0
707,35.6910,-117.4983,1.21,2000-12-14T02:47:00.940000,1.0
708,35.6165,-117.4356,7.11,2000-12-14T02:48:01.070000,1.0
709,36.0271,-117.8415,3.57,2000-12-14T02:49:00.970000,1.0
710,35.6720,-117.4737,3.79,2000-12-14T02:50:01.000000,1.0
711,35.6792,-117.4723,4.90,2000-12-14T02:51:00.990000,1.0
712,35.6159,-117.4640,4.43,2000-12-14T02:52:01.120000,1.0
713,35.9065,-117.6943,6.48,2000-12-14T02:53:00.980000,1.0
714,35.5828,-117.3423,4.70,2000-12-14T02:54:01.150000,1.0
715,35.9171,-117.7342,5.21,2000-12-14T02:55:00.970000,1.0
716,35.6593,-117.4907,4.64,2000-12-14T02:56:00.950000,1.0
717,35.6559,-117.5072,9.08,2000-12-14T02:57:01.030000,1.0
718,35.8929,-117.6707,6.81,2000-12-14T02:58:01.020000,1.0
719,35.7468,-117.5428,3.47,2000-12-14T02:59:00.920000,1.0
720,35.6087,-117.4307,5.62,2000-12-14T03:00:01.030000,1.0
721,35.9314,-117.7026,4.64,2000-12-14T03:01:00.980000,1.0
722,36.0582,-117.8326,3.40,2000-12-14T03:02:01.020000,1.0
723,35.8986,-117.6864,5.48,2000-12-14T03:03:00.980000,1.0
724,35.6990,-117.5086,8.05,2000-12-14T03:04:01.060000,1.0
725,35.9260,-117.7184,5.49,2000-12-14T03:05:00.980000,1.0
726,35.6149,-117.4611,5.71,2000-12-14T03:06:01.160000,1.0
727,35.6359,-117.4291,2.98,2000-12-14T03:07:01.040000,1.0
728,35.8359,-117.6344,5.45,2000-12-14T03:08:01.170000,1.0
729,35.6685,-117.4831,1.87,2000-12-14T03:09:00.940000,1.0
730,35.9320,-117.7094,4.75,2000-12-14T03:10:00.970000,1.0
731,35.9136,-117.6669,4.85,2000-12-14T03:11:00.910000,1.0
732,35.9193,-117.6689,4.76,2000-12-14T03:12:00.940000,1.0
733,35.6767,-117.4770,2.28,2000-12-14T03:13:00.840000,1.0
734,35.6772,-117.4837,0.92,2000-12-14T03:14:00.950000,1.0
735,35.9894,-117.6754,3.81,2000-12-14T03:15:00.950000,1.0
736,35.9185,-117.6736,5.28,2000-12-14T03:16:00.950000,1.0
737,35.8788,-117.6803,8.92,2000-12-14T03:17:00.940000,1.0
738,35.8938,-117.6732,3.56,2000-12-14T03:18:01.070000,1.0
739,35.9456,-117.6960,4.74,2000-12-14T03:19:00.960000,1.0
740,35.8925,-117.7256,8.41,2000-12-14T03:20:00.970000,1.0
741,35.6785,-117.4536,7.14,2000-12-14T03:21:00.980000,1.0
742,35.9247,-117.7272,6.56,2000-12-14T03:22:00.960000,1.0
743,36.0534,-117.8508,2.20,2000-12-14T03:23:01.260000,1.0
744,35.6741,-117.4780,2.32,2000-12-14T03:24:00.930000,1.0
745,35.6438,-117.4370,3.86,2000-12-14T03:25:00.980000,1.0
746,35.9250,-117.6896,5.11,2000-12-14T03:26:00.920000,1.0
747,35.6355,-117.4308,3.87,2000-12-14T03:27:01.000000,1.0
748,35.8745,-117.7063,5.84,2000-12-14T03:28:01.050000,1.0
749,36.0306,-117.8511,3.01,2000-12-14T03:29:01.010000,1.0
750,35.8885,-117.6814,7.50,2000-12-14T03:30:01.020000,1.0
751,35.6361,-117.4312,4.90,2000-12-14T03:31:01.160000,1.0
752,35.6303,-117.4377,3.13,2000-12-14T03:32:01.080000,1.0
