evid,network,station,phase,residual
5,X,ST22,P,-0.010896981
5,X,ST23,P,0.026962698
5,X,ST24,P,-0.07320356
5,X,ST26,P,-0.039363474
6,X,ST10,P,-0.23308897
6,X,ST11,S,-0.11581868
6,X,ST12,P,-0.066045165
6,X,ST12,S,0.0059291124
6,X,ST13,P,-0.17203352
6,X,ST13,S,-0.041475892
6,X,ST14,P,-0.17841819
6,X,ST15,S,-0.0020564198
6,X,ST16,S,0.010441124
6,X,ST17,P,0.063533485
6,X,ST18,P,-0.1920448
6,X,ST18,S,-0.053944528
6,X,ST19,P,-0.20663589
6,X,ST19,S,-0.072271734
6,X,ST20,P,0.19279069
6,X,ST20,S,0.39248824
6,X,ST21,P,0.10986233
6,X,ST23,P,-0.01775664
6,X,ST24,S,0.15503275
6,X,ST26,P,-0.030676395
6,X,ST26,S,0.13872302
7,X,ST10,P,-0.23327267
7,X,ST11,P,-0.2519729
7,X,ST12,P,-0.099414825
7,X,ST13,S,-0.038642287
7,X,ST14,P,-0.13251385
7,X,ST15,P,-0.15948546
7,X,ST16,P,-0.091242135
7,X,ST17,P,0.120162666
7,X,ST17,S,0.20916641
7,X,ST20,S,0.39248824
7,X,ST21,P,0.12958813
7,X,ST21,S,0.39762908
7,X,ST22,P,0.13645917
7,X,ST22,S,0.38837016
7,X,ST23,P,0.009901822
7,X,ST23,S,0.21536481
7,X,ST24,P,-0.05181259
7,X,ST25,P,0.018398315
7,X,ST25,S,0.25826678
7,X,ST26,P,-0.08645108
8,X,ST11,P,-0.20695227
8,X,ST11,S,0.05450982
8,X,ST13,P,-0.15232143
8,X,ST14,P,-0.127072
8,X,ST14,S,-0.11345059
8,X,ST15,P,-0.18714082
8,X,ST16,P,-0.20517415
8,X,ST16,S,-0.074633956
8,X,ST17,P,-0.010260165
8,X,ST17,S,0.06883669
8,X,ST18,P,-0.17517382
8,X,ST18,S,-0.008434117
8,X,ST19,S,0.02898267
8,X,ST20,P,0.06834752
8,X,ST20,S,0.21255445
8,X,ST21,P,0.17903453
8,X,ST21,S,0.46261394
8,X,ST22,S,0.15558723
8,X,ST23,P,0.021364689
8,X,ST23,S,0.302629
8,X,ST24,P,-0.050129652
8,X,ST25,P,0.024623126
8,X,ST25,S,0.35794052
8,X,ST26,P,-0.03258893
9,X,ST10,P,-0.13825256
9,X,ST10,S,-0.050465345
9,X,ST11,S,0.067474544
9,X,ST12,P,-0.028336704
9,X,ST13,P,-0.16903564
9,X,ST15,P,-0.18731022
9,X,ST15,S,0.052594006
9,X,ST16,S,-0.06411725
9,X,ST17,P,-0.044389248
9,X,ST17,S,0.062882006
9,X,ST18,P,-0.17442375
9,X,ST19,P,-0.1419869
9,X,ST21,P,0.18988597
9,X,ST22,P,-0.022776663
9,X,ST23,P,0.026962698
9,X,ST25,S,0.36341247
9,X,ST26,P,-0.047226936
9,X,ST26,S,0.10436618
10,X,ST11,P,-0.2641095
10,X,ST12,P,-0.07130146
10,X,ST13,S,-0.04179591
10,X,ST15,P,-0.1806153
10,X,ST16,P,-0.10648531
10,X,ST17,P,0.07335287
10,X,ST17,S,0.20916641
10,X,ST18,P,-0.20890349
10,X,ST20,S,0.39248824
10,X,ST21,S,0.39817548
10,X,ST23,P,-0.013999283
10,X,ST24,P,-0.025467038
10,X,ST24,S,0.15503275
10,X,ST25,S,0.2608331
10,X,ST26,P,-0.03179434
11,X,ST10,S,-0.050465345
11,X,ST11,P,-0.20695227
11,X,ST11,S,0.067474544
11,X,ST13,P,-0.16903564
11,X,ST14,S,-0.105030596
11,X,ST15,S,0.052594006
11,X,ST16,S,-0.06411725
11,X,ST17,P,-0.044621468
11,X,ST17,S,0.062882006
11,X,ST18,P,-0.17442375
11,X,ST19,S,0.041102856
11,X,ST20,P,0.03362263
11,X,ST20,S,0.19639963
11,X,ST21,S,0.4619137
11,X,ST22,P,-0.018352985
11,X,ST23,P,0.026962698
11,X,ST24,P,-0.06512153
11,X,ST24,S,0.07948029
11,X,ST25,P,0.041064292
11,X,ST25,S,0.36341247
11,X,ST26,P,-0.0497953
12,X,ST10,P,-0.22249007
12,X,ST11,P,-0.26349223
12,X,ST11,S,-0.109836996
12,X,ST12,P,-0.06662214
12,X,ST13,P,-0.16698393
12,X,ST16,S,0.008990526
12,X,ST17,P,0.063758075
12,X,ST18,S,-0.062580764
12,X,ST19,P,-0.20831335
12,X,ST19,S,-0.077019006
12,X,ST20,P,0.1970051
12,X,ST21,S,0.39806116
12,X,ST22,P,0.16028672
12,X,ST23,S,0.20561016
12,X,ST24,P,-0.025467038
12,X,ST24,S,0.15503275
12,X,ST25,P,0.0035875142
12,X,ST25,S,0.2573962
12,X,ST26,P,-0.028770834
13,X,ST12,P,-0.02081263
13,X,ST12,S,0.07163888
13,X,ST13,P,-0.16436276
13,X,ST14,P,-0.15525302
13,X,ST16,P,-0.21766049
13,X,ST16,S,-0.06411725
13,X,ST17,P,-0.044621468
13,X,ST17,S,0.062882006
13,X,ST18,P,-0.17517382
13,X,ST19,P,-0.14122248
13,X,ST21,P,0.1894443
13,X,ST21,S,0.4619137
13,X,ST22,P,-0.018352985
13,X,ST23,P,0.02677393
13,X,ST23,S,0.31072867
13,X,ST24,P,-0.06916648
13,X,ST24,S,0.0802784
13,X,ST25,S,0.36341247
14,X,ST10,P,-0.23591459
14,X,ST13,S,-0.038642287
14,X,ST14,S,-0.047358394
14,X,ST15,P,-0.17252332
14,X,ST15,S,0.00026994944
14,X,ST16,P,-0.09975475
14,X,ST17,P,0.094166934
14,X,ST18,P,-0.20395654
14,X,ST19,S,-0.0705587
14,X,ST20,P,0.18204719
14,X,ST21,P,0.122347355
14,X,ST21,S,0.39230645
14,X,ST22,S,0.38837016
14,X,ST23,S,0.21001005
14,X,ST24,P,-0.041414857
14,X,ST25,P,0.0096749365
14,X,ST26,P,-0.050221115
15,X,ST10,S,-0.22784919
15,X,ST11,P,-0.28936422
15,X,ST11,S,-0.11343378
15,X,ST12,P,-0.05307269
15,X,ST12,S,0.0070091486
15,X,ST13,S,-0.039656222
15,X,ST15,S,-0.0020564198
15,X,ST17,S,0.20916641
15,X,ST19,S,-0.0705587
15,X,ST20,P,0.2003749
15,X,ST20,S,0.39248824
15,X,ST21,P,0.10313678
15,X,ST23,P,-0.026750624
15,X,ST24,S,0.1533742
15,X,ST25,P,-0.015601248
15,X,ST25,S,0.246981
15,X,ST26,P,-0.025579602
16,X,ST10,S,-0.22784919
16,X,ST12,S,0.00014978647
16,X,ST14,P,-0.16643968
16,X,ST15,P,-0.17488384
16,X,ST15,S,-0.0006995201
16,X,ST16,S,0.010441124
16,X,ST17,P,0.077515244
16,X,ST17,S,0.20916641
16,X,ST18,P,-0.20068663
16,X,ST18,S,-0.046865404
16,X,ST19,P,-0.21589476
16,X,ST19,S,-0.0705587
16,X,ST20,P,0.19135445
16,X,ST21,P,0.1198318
16,X,ST21,S,0.39075565
16,X,ST22,P,0.15064812
16,X,ST23,P,-0.01775664
16,X,ST24,S,0.15201199
16,X,ST25,P,-0.0015538633
16,X,ST25,S,0.25081524
16,X,ST26,S,0.13196313
17,X,ST10,P,-0.123055816
17,X,ST10,S,-0.04858589
17,X,ST11,P,-0.20748222
17,X,ST12,P,-0.014503479
17,X,ST13,P,-0.16436276
17,X,ST15,P,-0.18254632
17,X,ST16,P,-0.20824999
17,X,ST17,P,-0.044621468
17,X,ST19,P,-0.13748866
17,X,ST20,P,0.02777613
17,X,ST21,S,0.4619137
17,X,ST22,P,-0.0019549131
17,X,ST22,S,0.15216708
17,X,ST23,P,0.024886608
17,X,ST26,P,-0.039363474
17,X,ST26,S,0.112959504
18,X,ST10,P,-0.23025739
18,X,ST11,P,-0.2752074
18,X,ST12,S,0.009905964
18,X,ST13,P,-0.1713241
18,X,ST13,S,-0.040977716
18,X,ST15,P,-0.17368281
18,X,ST15,S,-0.0023413897
18,X,ST16,P,-0.110297024
18,X,ST16,S,0.008990526
18,X,ST17,P,0.062850416
18,X,ST18,P,-0.1920448
18,X,ST19,P,-0.20831335
18,X,ST19,S,-0.07590547
18,X,ST21,P,0.113934636
18,X,ST21,S,0.39878523
18,X,ST22,P,0.15669817
18,X,ST22,S,0.39071918
18,X,ST23,P,-0.015138209
18,X,ST23,S,0.20555115
18,X,ST24,S,0.15708876
18,X,ST25,P,-0.00094506145
18,X,ST25,S,0.25011846
18,X,ST26,P,-0.02886638
18,X,ST26,S,0.14129877
19,X,ST10,P,-0.23440117
19,X,ST11,P,-0.25351822
19,X,ST11,S,-0.1260677
19,X,ST12,P,-0.09858668
19,X,ST12,S,-0.029278934
19,X,ST13,P,-0.15268275
19,X,ST14,P,-0.13640073
19,X,ST15,P,-0.15941817
19,X,ST15,S,0.004132867
19,X,ST16,S,0.010441124
19,X,ST17,P,0.119766474
19,X,ST18,P,-0.203188
19,X,ST19,P,-0.19579488
19,X,ST19,S,-0.06977114
19,X,ST20,S,0.39248824
19,X,ST21,P,0.13155675
19,X,ST22,P,0.13785535
19,X,ST22,S,0.3901046
19,X,ST23,P,0.009377897
19,X,ST23,S,0.21247888
19,X,ST24,P,-0.053988934
19,X,ST24,S,0.14624405
19,X,ST26,P,-0.084148556
19,X,ST26,S,0.12043941
20,X,ST11,P,-0.20695227
20,X,ST13,S,-0.034032106
20,X,ST14,P,-0.16530839
20,X,ST15,P,-0.18534052
20,X,ST15,S,0.052594006
20,X,ST16,P,-0.21201807
20,X,ST17,S,0.062882006
20,X,ST18,S,0.0045470595
20,X,ST19,P,-0.14032847
20,X,ST20,P,0.024133928
20,X,ST21,P,0.18610483
20,X,ST22,P,-0.008515179
20,X,ST23,P,0.025040925
20,X,ST24,S,0.08293408
20,X,ST26,P,-0.04453364
21,X,ST10,P,-0.2343992
21,X,ST11,S,-0.12478882
21,X,ST12,P,-0.09858668
21,X,ST13,P,-0.14783594
21,X,ST14,P,-0.135613
21,X,ST14,S,-0.043326676
21,X,ST15,P,-0.15941817
21,X,ST15,S,0.0005617142
21,X,ST16,P,-0.091242135
21,X,ST16,S,0.009927511
21,X,ST18,P,-0.203188
21,X,ST18,S,-0.060196634
21,X,ST19,P,-0.19326848
21,X,ST19,S,-0.0705587
21,X,ST20,P,0.15984553
21,X,ST20,S,0.39248824
21,X,ST21,P,0.12958813
21,X,ST21,S,0.39806116
21,X,ST23,S,0.21536481
21,X,ST24,P,-0.053809166
21,X,ST25,P,0.018398315
21,X,ST26,P,-0.08645108
22,X,ST11,S,-0.11343378
22,X,ST12,P,-0.07201731
22,X,ST12,S,-0.0075460076
22,X,ST13,P,-0.16561696
22,X,ST14,S,-0.052726865
22,X,ST15,P,-0.16804492
22,X,ST16,P,-0.10499698
22,X,ST16,S,0.009865642
22,X,ST18,P,-0.20779008
22,X,ST18,S,-0.06279212
22,X,ST19,S,-0.072271734
22,X,ST20,S,0.39248824
22,X,ST21,P,0.1198318
22,X,ST21,S,0.39806116
22,X,ST22,P,0.15669817
22,X,ST22,S,0.39071918
22,X,ST23,P,-0.007005632
22,X,ST23,S,0.21247888
22,X,ST24,S,0.1533742
22,X,ST25,S,0.26145372
23,X,ST10,S,-0.22784919
23,X,ST11,P,-0.28054345
23,X,ST11,S,-0.11343378
23,X,ST12,P,-0.05742842
23,X,ST14,P,-0.18347278
23,X,ST15,P,-0.17785746
23,X,ST15,S,-0.0006995201
23,X,ST18,P,-0.18556553
23,X,ST19,P,-0.20632976
23,X,ST19,S,-0.0705587
23,X,ST20,P,0.20018029
23,X,ST21,P,0.10448134
23,X,ST21,S,0.39230645
23,X,ST22,S,0.39071918
23,X,ST23,P,-0.026007593
23,X,ST23,S,0.20762658
23,X,ST25,S,0.2492064
24,X,ST10,P,-0.129457
24,X,ST10,S,-0.050260007
24,X,ST12,P,-0.01736021
24,X,ST12,S,0.07163888
24,X,ST13,P,-0.16436276
24,X,ST13,S,-0.038718224
24,X,ST14,P,-0.1554394
24,X,ST14,S,-0.105030596
24,X,ST15,P,-0.18534052
24,X,ST15,S,0.050493836
24,X,ST16,S,-0.06411725
24,X,ST17,S,0.062882006
24,X,ST18,P,-0.1749394
24,X,ST18,S,0.0045470595
24,X,ST19,P,-0.13642722
24,X,ST20,P,0.029712148
24,X,ST20,S,0.19639963
24,X,ST21,P,0.18817222
24,X,ST21,S,0.4619137
24,X,ST22,P,-0.018352985
24,X,ST22,S,0.15106761
24,X,ST25,P,0.042192966
24,X,ST25,S,0.36341247
24,X,ST26,P,-0.039363474
25,X,ST10,P,-0.123664856
25,X,ST10,S,-0.04858589
25,X,ST11,P,-0.20706308
25,X,ST11,S,0.061791003
25,X,ST12,P,-0.013456464
25,X,ST13,S,-0.034032106
25,X,ST14,P,-0.16238013
25,X,ST14,S,-0.105030596
25,X,ST15,P,-0.18388331
25,X,ST15,S,0.052594006
25,X,ST17,S,0.062882006
25,X,ST18,P,-0.17442375
25,X,ST19,P,-0.13748866
25,X,ST19,S,0.041102856
25,X,ST20,P,0.022289641
25,X,ST21,P,0.18354434
25,X,ST21,S,0.4619137
25,X,ST22,P,-0.008515179
25,X,ST23,P,0.025486529
25,X,ST23,S,0.31072867
25,X,ST24,S,0.08293408
25,X,ST25,P,0.042192966
25,X,ST25,S,0.36341247
25,X,ST26,P,-0.040981084
26,X,ST11,P,-0.2620783
26,X,ST12,P,-0.09153664
26,X,ST12,S,-0.025779724
26,X,ST13,S,-0.037517786
26,X,ST14,P,-0.14437297
26,X,ST14,S,-0.045290828
26,X,ST15,S,0.00048339367
26,X,ST17,P,0.11811435
26,X,ST17,S,0.20916641
26,X,ST18,S,-0.04839325
26,X,ST19,P,-0.20284146
26,X,ST20,S,0.39248824
26,X,ST21,P,0.1296637
26,X,ST23,P,0.0077190995
26,X,ST24,P,-0.046563268
26,X,ST25,P,0.016380996
26,X,ST25,S,0.2549064
26,X,ST26,P,-0.07391778
27,X,ST10,P,-0.23025739
27,X,ST11,P,-0.27465093
27,X,ST11,S,-0.11030406
27,X,ST13,S,-0.041475892
27,X,ST14,P,-0.18679604
27,X,ST15,P,-0.18241972
27,X,ST16,P,-0.10855442
27,X,ST16,S,0.009865642
27,X,ST17,P,0.063533485
27,X,ST17,S,0.20916641
27,X,ST18,S,-0.05558157
27,X,ST20,P,0.19912046
27,X,ST21,P,0.113934636
27,X,ST21,S,0.39806116
27,X,ST22,P,0.16028672
27,X,ST23,P,-0.01617676
27,X,ST23,S,0.20786464
27,X,ST25,P,0.0004916489
27,X,ST26,P,-0.027693778
27,X,ST26,S,0.14656699
28,X,ST10,P,-0.12338042
28,X,ST13,P,-0.16522753
28,X,ST15,P,-0.18388331
28,X,ST15,S,0.052594006
28,X,ST16,P,-0.20824999
28,X,ST16,S,-0.06411725
28,X,ST17,P,-0.05225241
28,X,ST18,S,0.0045470595
28,X,ST19,P,-0.13748866
28,X,ST20,P,0.024720378
28,X,ST20,S,0.19639963
28,X,ST22,P,-0.008515179
28,X,ST23,P,0.02677393
28,X,ST24,P,-0.073488474
28,X,ST25,P,0.042192966
28,X,ST25,S,0.36341247
28,X,ST26,S,0.112959504
29,X,ST10,P,-0.12338042
29,X,ST10,S,-0.04858589
29,X,ST12,S,0.07200748
29,X,ST13,P,-0.16522753
29,X,ST14,S,-0.105030596
29,X,ST15,P,-0.18388331
29,X,ST15,S,0.052594006
29,X,ST16,S,-0.06411725
29,X,ST17,S,0.062882006
29,X,ST18,P,-0.17442375
29,X,ST18,S,0.0045470595
29,X,ST20,P,0.024720378
29,X,ST21,P,0.18467766
29,X,ST21,S,0.4619137
29,X,ST22,P,-0.008515179
29,X,ST22,S,0.15216708
29,X,ST23,P,0.025585294
29,X,ST23,S,0.31072867
29,X,ST24,P,-0.073488474
29,X,ST24,S,0.08293408
29,X,ST25,P,0.042192966
29,X,ST26,P,-0.040981084
30,X,ST10,P,-0.22258532
30,X,ST11,P,-0.2620783
30,X,ST12,P,-0.07123172
30,X,ST13,P,-0.16698393
30,X,ST14,P,-0.18146947
30,X,ST17,P,0.074617445
30,X,ST17,S,0.20916641
30,X,ST19,P,-0.20725316
30,X,ST20,P,0.1970051
30,X,ST21,P,0.11829388
30,X,ST21,S,0.39762908
30,X,ST23,P,-0.012077391
30,X,ST24,P,-0.0260458
30,X,ST25,P,0.010582358
30,X,ST25,S,0.2608331
30,X,ST26,P,-0.03179434
31,X,ST10,P,-0.23680735
31,X,ST10,S,-0.22849393
31,X,ST11,P,-0.2800933
31,X,ST11,S,-0.11745149
31,X,ST13,P,-0.17431995
31,X,ST14,P,-0.16338244
31,X,ST15,S,-0.0006995201
31,X,ST16,S,0.009927511
31,X,ST17,P,0.08786374
31,X,ST17,S,0.20916641
31,X,ST19,P,-0.20950049
31,X,ST20,P,0.19019216
31,X,ST21,P,0.1198318
31,X,ST22,P,0.14945668
31,X,ST23,P,-0.011358693
31,X,ST23,S,0.21001005
31,X,ST24,S,0.15201199
31,X,ST25,S,0.25011846
31,X,ST26,S,0.12709534
32,X,ST11,P,-0.27727294
32,X,ST13,S,-0.03910935
32,X,ST14,P,-0.16643968
32,X,ST15,P,-0.1737572
32,X,ST16,P,-0.10418707
32,X,ST16,S,0.009927511
32,X,ST17,P,0.07681376
32,X,ST18,P,-0.19712842
32,X,ST19,P,-0.20838308
32,X,ST19,S,-0.0705587
32,X,ST23,P,-0.015931189
32,X,ST24,P,-0.03820145
32,X,ST25,P,-0.0007927716
32,X,ST26,P,-0.037605315
33,X,ST10,P,-0.14122427
33,X,ST13,P,-0.16688606
33,X,ST15,P,-0.18731022
33,X,ST15,S,0.052594006
33,X,ST16,P,-0.22410268
33,X,ST17,S,0.062882006
33,X,ST18,S,0.0045470595
33,X,ST19,P,-0.1414277
33,X,ST19,S,0.041102856
33,X,ST20,S,0.19639963
33,X,ST21,P,0.18817222
33,X,ST22,P,-0.022395372
33,X,ST23,P,0.026962698
33,X,ST25,P,0.040111214
34,X,ST10,P,-0.2229886
34,X,ST11,P,-0.28936422
34,X,ST11,S,-0.10971427
34,X,ST12,P,-0.05307269
34,X,ST12,S,0.014024317
34,X,ST13,S,-0.039656222
34,X,ST14,P,-0.18653837
34,X,ST15,P,-0.17953706
34,X,ST15,S,-0.0020564198
34,X,ST16,P,-0.12020582
34,X,ST16,S,0.010441124
34,X,ST17,P,0.038825214
34,X,ST17,S,0.20916641
34,X,ST18,P,-0.18556553
34,X,ST19,P,-0.20603502
34,X,ST20,P,0.2003749
34,X,ST21,P,0.10376978
34,X,ST21,S,0.39728832
34,X,ST22,P,0.1654566
34,X,ST23,P,-0.028966844
34,X,ST24,P,-0.030737638
34,X,ST24,S,0.15708876
34,X,ST25,P,-0.015601248
34,X,ST25,S,0.246981
34,X,ST26,P,-0.025579602
34,X,ST26,S,0.15112352
35,X,ST10,S,-0.04858589
35,X,ST12,P,-0.013456464
35,X,ST12,S,0.07200748
35,X,ST13,P,-0.16522753
35,X,ST14,S,-0.105030596
35,X,ST15,P,-0.18374693
35,X,ST17,P,-0.04516226
35,X,ST17,S,0.062882006
35,X,ST18,P,-0.17442375
35,X,ST18,S,0.0045470595
35,X,ST19,P,-0.1391961
35,X,ST20,P,0.026591487
35,X,ST20,S,0.19639963
35,X,ST21,P,0.18169439
35,X,ST21,S,0.4619137
35,X,ST22,P,-0.0027179122
35,X,ST22,S,0.15216708
35,X,ST23,P,0.025486529
35,X,ST24,P,-0.073488474
35,X,ST25,P,0.042192966
35,X,ST26,P,-0.040981084
35,X,ST26,S,0.112959504
36,X,ST10,P,-0.12534404
36,X,ST10,S,-0.04858589
36,X,ST11,P,-0.20706308
36,X,ST11,S,0.061791003
36,X,ST13,S,-0.038718224
36,X,ST14,P,-0.16513601
36,X,ST16,P,-0.20698452
36,X,ST16,S,-0.06411725
36,X,ST18,S,0.0045470595
36,X,ST19,P,-0.13725883
36,X,ST19,S,0.041102856
36,X,ST20,P,0.027935214
36,X,ST23,P,0.02677393
36,X,ST24,P,-0.07320356
36,X,ST24,S,0.079452395
37,X,ST10,S,-0.20236588
37,X,ST12,P,-0.05259359
37,X,ST12,S,0.018413842
37,X,ST13,P,-0.1775488
37,X,ST13,S,-0.039656222
37,X,ST14,P,-0.18853346
37,X,ST15,P,-0.17785746
37,X,ST15,S,-0.0023413897
37,X,ST16,S,0.009865642
37,X,ST17,P,0.038825214
37,X,ST17,S,0.20916641
37,X,ST19,S,-0.07123569
37,X,ST21,P,0.10500145
37,X,ST21,S,0.39762908
37,X,ST22,S,0.39071918
37,X,ST23,P,-0.026007593
37,X,ST24,P,-0.029681802
37,X,ST25,P,-0.013668209
37,X,ST25,S,0.25011382
37,X,ST26,P,-0.025563538
38,X,ST10,P,-0.23440117
38,X,ST10,S,-0.22849393
38,X,ST12,P,-0.08549756
38,X,ST12,S,-0.013596609
38,X,ST13,P,-0.17148468
38,X,ST13,S,-0.03910935
38,X,ST14,P,-0.15878394
38,X,ST14,S,-0.047358394
38,X,ST15,P,-0.17252332
38,X,ST15,S,-0.0006995201
38,X,ST16,P,-0.099816024
38,X,ST16,S,0.009927511
38,X,ST17,P,0.094166934
38,X,ST17,S,0.20916641
38,X,ST18,P,-0.203188
38,X,ST19,P,-0.20950049
38,X,ST20,P,0.18521649
38,X,ST20,S,0.39248824
38,X,ST22,P,0.14824861
38,X,ST23,P,-0.01070112
38,X,ST24,P,-0.041155875
38,X,ST24,S,0.1533742
38,X,ST25,P,0.0096749365
38,X,ST26,P,-0.050718814
38,X,ST26,S,0.12538648
39,X,ST10,S,-0.17197484
39,X,ST11,P,-0.28040338
39,X,ST12,S,0.027576387
39,X,ST14,S,-0.06161475
39,X,ST16,S,0.006030917
39,X,ST17,S,0.18791592
39,X,ST18,P,-0.18556553
39,X,ST19,P,-0.2028085
39,X,ST19,S,-0.0672479
39,X,ST20,P,0.2003749
39,X,ST21,P,0.09790701
39,X,ST22,P,0.16366649
39,X,ST22,S,0.38552994
39,X,ST23,S,0.20153344
39,X,ST24,P,-0.03110826
39,X,ST25,P,-0.016166657
39,X,ST25,S,0.25011846
40,X,ST10,P,-0.12906426
40,X,ST10,S,-0.04858589
40,X,ST11,S,0.06415582
40,X,ST13,P,-0.16744614
40,X,ST15,P,-0.18388331
40,X,ST15,S,0.052594006
40,X,ST16,P,-0.21752596
40,X,ST16,S,-0.06411725
40,X,ST17,P,-0.058690727
40,X,ST18,P,-0.17668098
40,X,ST19,P,-0.1419869
40,X,ST20,P,0.024720378
40,X,ST21,P,0.18988597
40,X,ST22,P,-0.016571045
40,X,ST22,S,0.15216708
40,X,ST23,P,0.026962698
40,X,ST24,P,-0.073488474
40,X,ST24,S,0.081866145
40,X,ST25,S,0.36341247
40,X,ST26,S,0.112920225
41,X,ST11,P,-0.20744711
41,X,ST11,S,0.061791003
41,X,ST12,P,-0.012981772
41,X,ST15,P,-0.18388331
41,X,ST15,S,0.052594006
41,X,ST16,P,-0.20824999
41,X,ST17,P,-0.05646211
41,X,ST18,P,-0.17442375
41,X,ST19,P,-0.13748866
41,X,ST20,P,0.024720378
41,X,ST20,S,0.19639963
41,X,ST21,S,0.4619137
41,X,ST22,S,0.15216708
41,X,ST23,P,0.02610296
41,X,ST24,P,-0.073488474
41,X,ST25,P,0.042192966
41,X,ST26,P,-0.040981084
41,X,ST26,S,0.112959504
42,X,ST10,P,-0.23695219
42,X,ST12,P,-0.06835806
42,X,ST12,S,0.0059291124
42,X,ST14,S,-0.048651576
42,X,ST15,P,-0.17953706
42,X,ST15,S,-0.0006995201
42,X,ST17,P,0.07082218
42,X,ST21,P,0.1162554
42,X,ST23,P,-0.020662963
42,X,ST24,P,-0.03492582
42,X,ST25,P,-0.0015538633
42,X,ST26,P,-0.037605315
43,X,ST10,P,-0.12338042
43,X,ST10,S,-0.04858589
43,X,ST11,P,-0.20706308
43,X,ST12,P,-0.013456464
43,X,ST14,P,-0.16601703
43,X,ST15,S,0.052594006
43,X,ST16,P,-0.20824999
43,X,ST16,S,-0.06411725
43,X,ST17,P,-0.04465431
43,X,ST17,S,0.062882006
43,X,ST18,P,-0.17442375
43,X,ST19,P,-0.13748866
43,X,ST20,P,0.024720378
43,X,ST20,S,0.19639963
43,X,ST21,P,0.18169439
43,X,ST22,P,-0.008515179
43,X,ST23,P,0.025585294
43,X,ST24,P,-0.073488474
43,X,ST25,P,0.042192966
43,X,ST26,P,-0.04000941
43,X,ST26,S,0.112959504
44,X,ST10,P,-0.13922358
44,X,ST11,P,-0.2051686
44,X,ST11,S,0.06415582
44,X,ST12,P,-0.028336704
44,X,ST12,S,0.07163888
44,X,ST13,S,-0.038718224
44,X,ST14,S,-0.105030596
44,X,ST15,S,0.052594006
44,X,ST17,P,-0.044621468
44,X,ST17,S,0.062882006
44,X,ST18,P,-0.17442375
44,X,ST18,S,0.0045470595
44,X,ST19,P,-0.1419248
44,X,ST20,P,0.03362263
44,X,ST21,S,0.4619137
44,X,ST22,P,-0.02030623
44,X,ST23,P,0.026962698
