lonR,latR,depR
-117.54153,35.73961,7.157
-117.59843,35.57118,6.716
-117.585,35.61055,6.529
-117.46658,35.66981,7.215
-117.48505,35.67657,5.619
-117.62139,35.57588,5.825
-117.56048,35.7273,6.852
-117.61947,35.57606,6.204
-117.61923,35.57627,6.334
-117.62286,35.57766,5.87
-117.59434,35.60291,5.008
-117.48486,35.67694,6.206
-117.5029,35.69346,6.316
-117.50529,35.70917,7.426
-117.61257,35.58845,7.21
-117.5635,35.74791,4.136
-117.49975,35.67671,5.553
-117.55803,35.74348,5.33
-117.59479,35.59989,3.997
-117.62297,35.57375,6.38
-117.59438,35.60006,3.718
-117.58169,35.59948,4.064
-117.69633,35.8948,7.005
-117.62539,35.57435,6.175
-117.62017,35.57522,6.16
-117.51394,35.67133,8.467
-117.59792,35.57351,5.285
-117.59811,35.57372,5.2
-117.58725,35.60974,4.399
-117.48926,35.68539,1.185
-117.591,35.59727,4.044
-117.49726,35.68526,6.349
-117.47707,35.67836,0.644
-117.56231,35.74546,3.733
-117.49861,35.68199,4.783
-117.56295,35.74499,3.657
-117.59854,35.57145,6.35
-117.59125,35.60297,4.626
-117.50173,35.67622,5.415
-117.69626,35.89493,7.037
-117.52257,35.71642,5.405
-117.55619,35.72891,6.979
-117.62336,35.57369,5.958
-117.60165,35.57239,6.014
-117.61676,35.58183,5.406
-117.6021,35.5683,6.09
-117.56066,35.72702,6.838
-117.60831,35.58488,7.449
-117.58145,35.60718,5.558
-117.50438,35.66676,6.387
-117.59244,35.59837,4.772
-117.59705,35.57104,6.814
-117.55893,35.72564,6.767
-117.59779,35.57099,6.705
-117.59771,35.60061,4.769
-117.47503,35.66636,7.681
-117.52607,35.72136,3.961
-117.60867,35.58491,7.412
-117.54467,35.74133,7.252
-117.60344,35.56686,5.768
-117.47103,35.67486,6.646
-117.50245,35.69314,6.39
-117.58355,35.5992,5.235
-117.59277,35.59964,4.73
-117.52522,35.6594,7.36
-117.49379,35.69893,7.024
-117.54193,35.71671,5.214
-117.561,35.72752,6.949
-117.53773,35.74242,6.634
-117.59218,35.60457,4.816
-117.52709,35.7194,6.448
-117.62469,35.57316,6.065
-117.62213,35.57528,5.708
-117.59506,35.59956,3.963
-117.62483,35.57283,6.189
-117.49806,35.68053,3.92
-117.55791,35.7433,4.29
-117.5978,35.57172,6.58
-117.62323,35.57763,5.777
-117.61951,35.57607,6.338
-117.51056,35.6893,8.023
-117.57841,35.60281,4.477
-117.58511,35.60116,4.252
-117.59391,35.60412,4.633
-117.57139,35.7603,6.864
-117.48717,35.6882,6.397
-117.5053,35.69185,6.034
-117.5046,35.66904,5.652
-117.59819,35.57091,6.746
-117.59399,35.58374,7.08
-117.50503,35.6922,5.803
-117.6166,35.58514,5.5
-117.62278,35.57424,6.386
-117.60996,35.57498,4.971
-117.48697,35.68216,5.378
-117.59001,35.60762,4.794
-117.49616,35.67575,5.978
-117.56442,35.74019,4.421
-117.55311,35.74517,6.626
-117.50706,35.69149,7.854
-117.50849,35.70148,6.933
-117.52204,35.72033,5.172
-117.62478,35.57282,5.958
-117.60969,35.586,7.018
-117.59359,35.58392,7.09
-117.58991,35.59763,4.732
-117.59385,35.58437,7.068
-117.58419,35.5984,4.359
-117.48598,35.6812,6.242
-117.60964,35.58527,7.298
-117.53992,35.71726,5.781
-117.59553,35.5992,4.3
-117.60014,35.6201,7.432
-117.53489,35.7435,6.312
-117.50661,35.69057,6.155
-117.61989,35.5765,5.601
-117.58495,35.6061,5.158
-117.54184,35.71671,5.268
-117.59558,35.6002,4.175
-117.61682,35.58199,5.507
-117.53419,35.74384,6.4
-117.62248,35.57557,5.677
-117.58486,35.61491,7.039
-117.48464,35.67773,1.57
-117.51462,35.67942,8.008
-117.61957,35.5767,5.621
-117.58824,35.59759,4.358
-117.54056,35.65891,8.76
-117.60839,35.5856,7.364
-117.54419,35.74256,6.474
-117.60822,35.58545,7.419
-117.58961,35.59696,4.598
-117.497,35.70145,7.249
-117.5997,35.572,6.396
-117.59893,35.59937,4.547
-117.50207,35.69312,6.433
-117.58427,35.61081,6.558
-117.6147,35.5881,7.167
-117.62427,35.57318,6.337
-117.59604,35.59584,3.556
-117.50416,35.67496,5.575
-117.58263,35.60836,5.828
-117.51269,35.71882,4.702
-117.57057,35.76698,5.373
-117.57812,35.59905,4.515
-117.61476,35.58472,5.703
-117.52189,35.71913,5.235
-117.57812,35.60795,6.405
-117.4991,35.67964,4.965
-117.59731,35.60088,4.862
-117.62267,35.57518,5.713
-117.57872,35.60516,4.552
-117.48559,35.6785,1.215
-117.50245,35.67552,5.473
-117.4944,35.69733,6.949
-117.54036,35.71778,5.472
-117.59803,35.59985,4.55
-117.56368,35.74181,5.226
-117.61692,35.58024,5.965
-117.59506,35.60053,4.303
-117.51422,35.71768,5.001
-117.58409,35.5938,4.63
-117.57166,35.74462,4.457
-117.55921,35.74112,3.792
-117.47279,35.66423,7.254
-117.59,35.59659,4.717
-117.58935,35.597,4.909
-117.59514,35.59899,4.387
-117.50382,35.66644,6.366
-117.5049,35.66569,6.207
-117.49076,35.69971,7.178
-117.58033,35.60324,4.453
-117.51924,35.67111,7.818
-117.58724,35.59361,4.715
-117.59273,35.59656,4.173
-117.5874,35.59368,4.651
-117.48689,35.68186,5.518
-117.60375,35.56702,5.715
-117.58051,35.60986,6.345
-117.56367,35.74172,5.241
-117.51907,35.67197,7.475
-117.53828,35.71908,5.542
-117.52133,35.71791,5.614
-117.48432,35.6806,6.211
-117.58833,35.60498,4.415
-117.48696,35.68349,1.272
-117.52736,35.72185,6.332
-117.59516,35.62314,7.075
-117.59682,35.57182,6.557
-117.56373,35.75261,4.636
-117.59714,35.57113,6.346
-117.60953,35.58512,7.031
-117.59689,35.57165,6.482
-117.5565,35.72725,7.021
-117.59667,35.60316,5.2
-117.47091,35.67495,6.706
-117.59322,35.61096,7.001
-117.53965,35.74043,5.124
-117.62508,35.57469,6.573
-117.47624,35.67927,0.856
-117.5592,35.74306,3.861
-117.58086,35.60098,4.575
-117.53831,35.71911,5.552
-117.59759,35.57112,6.788
-117.55295,35.73925,4.618
-117.62462,35.5724,6.148
-117.58099,35.60861,5.705
-117.49945,35.67611,5.497
-117.59188,35.60101,4.637
-117.61495,35.57862,6.081
-117.49823,35.67824,5.407
-117.49807,35.67823,5.467
-117.48402,35.67375,0.671
-117.61493,35.58359,5.542
-117.57148,35.74448,4.3
-117.59455,35.59665,4.211
-117.49848,35.67736,5.512
-117.58582,35.60692,5.149
-117.52509,35.71988,5.361
-117.58576,35.60731,5.275
-117.55834,35.74142,4.032
-117.58773,35.59369,4.883
-117.56206,35.72166,6.461
-117.49518,35.6778,5.504
-117.536,35.72052,5.542
-117.48324,35.67383,2.275
-117.48286,35.67386,0.921
-117.56605,35.74081,4.363
-117.48298,35.67442,0.998
-117.59272,35.60259,3.849
-117.48045,35.68426,0.88
-117.59298,35.60236,4.362
-117.58068,35.6084,5.78
-117.59826,35.57132,6.667
-117.52721,35.71605,3.803
-117.55657,35.74154,4.751
-117.49159,35.68345,6.335
-117.58661,35.61729,6.908
-117.58506,35.60902,5.942
-117.50396,35.68072,7.869
-117.50226,35.6762,5.288
-117.61989,35.57622,6.231
-117.58237,35.60823,5.802
-117.61216,35.58321,5.534
-117.50536,35.69149,6.118
-117.53895,35.65685,8.91
-117.48282,35.67451,1.01
-117.54927,35.73548,6.765
-117.61398,35.58726,7.227
-117.60747,35.58317,7.533
-117.5572,35.74451,4.013
-117.54399,35.74127,7.193
-117.61522,35.58315,5.526
-117.58554,35.60766,5.22
-117.58421,35.59421,4.345
-117.61535,35.58314,5.411
-117.614,35.58402,5.629
-117.6126,35.58719,7.341
-117.53541,35.74383,5.525
-117.54459,35.73395,5.093
-117.55371,35.72863,6.802
-117.51364,35.70441,7.394
-117.52057,35.72099,5.455
-117.59221,35.59691,4.725
-117.58298,35.6186,6.587
-117.61648,35.58483,5.495
-117.61561,35.57923,6.208
-117.58743,35.62454,6.803
-117.50451,35.70189,6.513
-117.59754,35.60273,5.288
-117.52686,35.71606,3.79
-117.50134,35.69689,6.285
-117.50584,35.6914,6.025
-117.53316,35.65704,7.963
-117.58806,35.60484,4.385
-117.61418,35.58569,7.434
-117.54646,35.74132,6.694
-117.55682,35.74148,4.821
-117.51851,35.67294,7.469
-117.50006,35.67696,5.509
-117.47176,35.67307,6.67
-117.53381,35.71994,5.209
-117.59653,35.61531,7.967
-117.55991,35.75032,4.59
-117.48936,35.68255,2.701
-117.60769,35.58505,7.034
-117.55137,35.74317,5.946
-117.50271,35.69164,6.237
-117.56711,35.74034,4.228
-117.513,35.70513,7.533
-117.55883,35.74274,3.963
-117.58453,35.61382,6.924
-117.59728,35.60101,4.858
-117.4998,35.67693,5.401
-117.59125,35.59637,4.69
-117.53529,35.74353,6.419
-117.57331,35.75858,6.798
-117.51795,35.7182,5.008
-117.59735,35.57096,6.674
-117.59782,35.59703,3.478
-117.58433,35.59665,5.181
-117.60344,35.57018,5.801
-117.61253,35.58714,7.325
-117.57334,35.75771,6.833
-117.58525,35.59639,4.633
-117.58097,35.60876,5.76
-117.51629,35.66781,7.774
-117.59782,35.60135,5.134
-117.61616,35.57911,6.222
-117.5054,35.69945,6.445
-117.5586,35.74065,3.837
-117.57666,35.60327,4.645
-117.51732,35.72033,6.15
-117.61629,35.58028,6.092
-117.6242,35.57274,6.23
-117.49532,35.67772,5.607
-117.50907,35.67033,5.962
-117.48766,35.67948,1.104
-117.49508,35.69719,6.236
-117.52055,35.71664,4.938
-117.69702,35.88055,6.475
-117.52348,35.72086,5.43
-117.51131,35.66907,5.264
-117.59633,35.59991,5.178
-117.59739,35.5708,6.695
-117.50608,35.67486,4.969
-117.60023,35.56979,5.948
-117.49862,35.67743,5.558
-117.51601,35.69751,6.533
-117.588,35.59686,4.251
-117.59932,35.57084,6.466
-117.48184,35.67878,0.707
-117.59903,35.5698,6.989
-117.58332,35.60805,5.501
-117.48322,35.67491,1.133
-117.5257,35.72598,6.674
-117.48071,35.70097,6.298
-117.69639,35.89515,6.975
-117.62254,35.57422,6.38
-117.58145,35.60932,5.812
-117.56419,35.74873,4.331
-117.54246,35.74034,5.351
-117.47733,35.68253,6.405
-117.4729,35.67292,6.507
-117.52213,35.71842,5.278
-117.53414,35.72004,5.11
-117.55429,35.7279,6.199
-117.58222,35.60945,5.866
-117.49706,35.68172,4.819
-117.59759,35.60283,5.105
-117.54211,35.7393,5.451
-117.50696,35.70616,5.939
-117.62561,35.57607,5.842
-117.59716,35.57132,6.685
-117.52332,35.67605,7.779
-117.49926,35.6773,5.335
-117.46914,35.66963,7.153
-117.56598,35.75732,6.988
-117.55354,35.75598,4.705
-117.55916,35.77412,6.623
-117.56679,35.74982,4.532
-117.5734,35.75309,6.284
-117.57176,35.76394,6.68
-117.56558,35.75767,6.767
-117.56772,35.74888,4.459
-117.57152,35.74481,4.394
-117.5699,35.74714,4.737
-117.57367,35.75355,6.356
-117.57696,35.75219,6.403
-117.62548,35.5762,5.846
-117.55918,35.74495,4.081
-117.56756,35.75883,7.08
-117.48938,35.68187,2.236
-117.56706,35.75002,4.651
-117.56684,35.75001,4.63
-117.57535,35.75405,6.298
-117.57194,35.74517,4.468
-117.57633,35.75222,6.359
-117.49444,35.69193,6.407
-117.57406,35.74789,4.71
-117.5757,35.75186,6.378
-117.57871,35.60597,5.647
-117.59316,35.60451,4.087
-117.56181,35.77396,6.618
-117.58253,35.6107,5.9
-117.57669,35.75302,6.453
-117.48811,35.68255,1.206
-117.6028,35.56767,5.505
-117.57408,35.75349,6.36
-117.56751,35.74748,4.415
-117.59879,35.57063,6.242
-117.56009,35.77215,6.684
-117.56566,35.75112,4.989
-117.50205,35.7005,5.406
-117.57582,35.75316,6.223
-117.55993,35.74278,3.804
-117.59884,35.5711,6.191
-117.56677,35.7674,6.644
-117.56002,35.77215,6.64
-117.57313,35.74851,4.63
-117.56013,35.77189,6.655
-117.48934,35.6816,1.739
-117.57462,35.75444,6.461
-117.56429,35.73934,4.7
-117.59278,35.57236,5.213
-117.5677,35.74116,4.301
-117.57547,35.75089,6.266
-117.59945,35.56826,6.433
-117.58405,35.61176,7.03
-117.59921,35.56864,6.374
-117.56664,35.75037,4.641
-117.57524,35.75064,6.297
-117.5991,35.56878,6.384
-117.57311,35.74864,4.619
-117.55896,35.74278,3.905
-117.55919,35.74315,3.887
-117.57529,35.75052,6.22
-117.56004,35.77209,6.681
-117.62461,35.57691,5.816
-117.56131,35.76363,5.166
-117.56094,35.75072,4.318
-117.62516,35.57691,5.82
-117.61683,35.57951,5.962
-117.5607,35.74999,4.724
-117.59873,35.56931,6.336
-117.6141,35.58417,5.623
-117.55895,35.74134,3.887
-117.56973,35.74636,4.701
-117.61403,35.58398,5.681
-117.5595,35.74369,3.747
-117.57173,35.74251,4.348
-117.60488,35.56518,5.408
-117.48833,35.68753,6.665
-117.57288,35.74959,4.679
-117.57573,35.75139,6.247
-117.5602,35.74519,3.682
-117.55824,35.74794,5.094
-117.57289,35.74797,4.631
-117.48462,35.70665,6.028
-117.57638,35.75202,6.442
-117.48272,35.66822,6.598
-117.56026,35.77273,6.695
-117.56732,35.75906,6.908
-117.59876,35.57055,6.166
-117.56384,35.77335,6.777
-117.5595,35.7426,3.57
-117.49732,35.68059,5.005
-117.57304,35.74832,4.609
-117.58291,35.61109,6.982
-117.55999,35.77199,6.629
-117.53041,35.65966,9.209
-117.57156,35.76419,6.78
-117.52715,35.71551,3.821
-117.62031,35.57626,5.898
-117.55581,35.74635,4.643
-117.56763,35.7569,4.479
-117.57524,35.75905,7.236
-117.49765,35.67906,5.237
-117.56431,35.7646,5.211
-117.54123,35.73968,7.002
-117.567,35.75033,4.668
-117.56689,35.7573,7.07
-117.59373,35.60048,5.453
-117.5053,35.70973,7.498
-117.56004,35.77699,6.415
-117.52654,35.72153,5.454
-117.5596,35.74994,4.421
-117.51456,35.69203,6.508
-117.56001,35.74399,3.856
-117.5588,35.74371,3.934
-117.60263,35.56635,5.631
-117.61953,35.57655,5.75
-117.55977,35.74091,3.815
-117.572,35.74791,4.563
-117.48978,35.6821,2.65
-117.5992,35.57049,6.409
-117.62021,35.57631,5.711
-117.56308,35.76144,6.759
-117.4689,35.66983,6.995
-117.46872,35.66976,7.022
-117.57493,35.76053,6.945
-117.5214,35.71599,5.456
-117.55863,35.74436,4.529
-117.5587,35.74414,4.716
-117.5583,35.74133,4.003
-117.50982,35.703,7.502
-117.50713,35.70541,7.095
-117.57185,35.75004,4.711
-117.58639,35.75954,8.019
-117.55877,35.74305,3.807
-117.57613,35.75176,6.327
-117.56018,35.77374,6.398
-117.57538,35.75025,6.277
-117.50213,35.70669,6.864
-117.58332,35.61428,6.864
-117.57717,35.60645,5.065
-117.62472,35.57218,6.077
-117.57571,35.75119,6.286
-117.5582,35.73919,3.846
-117.57222,35.76254,7.261
-117.55967,35.75953,4.999
-117.46911,35.66993,6.994
-117.51575,35.7185,5.753
-117.56778,35.74794,4.746
-117.58014,35.60375,4.418
-117.55875,35.74263,3.896
-117.46863,35.66961,7.015
-117.56568,35.74025,3.947
-117.53948,35.65634,9.002
-117.56394,35.74272,2.148
-117.55235,35.7386,4.681
-117.56555,35.7711,6.731
-117.55962,35.74314,3.789
-117.55896,35.74565,4.421
-117.55885,35.74427,4.021
-117.53753,35.73332,7.275
-117.58634,35.70571,7.644
-117.61982,35.576,6.114
-117.55908,35.77384,6.591
-117.55803,35.74461,4.084
-117.54747,35.74196,5.442
-117.60385,35.56665,5.625
-117.55897,35.7737,6.618
-117.56042,35.7773,6.523
-117.57549,35.75064,6.016
-117.5212,35.67551,7.801
-117.57733,35.75515,6.595
-117.51632,35.69778,6.459
-117.52257,35.67508,7.858
-117.62239,35.57422,5.935
-117.53667,35.74242,5.865
-117.57203,35.75011,4.76
-117.46821,35.67564,7.026
-117.5581,35.74071,4.034
-117.55955,35.77461,6.602
-117.59926,35.56923,6.209
-117.53192,35.65857,7.767
-117.5759,35.75127,6.331
-117.60326,35.56733,5.594
-117.58036,35.60803,5.706
-117.57583,35.75356,6.252
-117.61902,35.57717,5.773
-117.59581,35.59679,3.426
-117.5569,35.7406,4.257
-117.58191,35.60959,5.795
-117.58755,35.59375,4.51
-117.56284,35.77369,6.655
-117.58465,35.60667,5.324
-117.59922,35.56893,6.485
-117.58452,35.61202,6.895
-117.59909,35.56884,6.151
-117.5759,35.75159,6.393
-117.57563,35.75125,6.46
-117.61944,35.577,5.739
-117.49809,35.68113,4.657
-117.52162,35.7184,5.085
-117.50321,35.67554,5.453
-117.57568,35.75111,6.259
-117.60986,35.57607,5.057
-117.50391,35.66513,6.556
-117.59657,35.57148,6.551
-117.55821,35.74402,4.284
-117.59755,35.57263,6.665
-117.5981,35.57269,7.226
-117.56997,35.74616,4.628
-117.48085,35.70015,6.192
-117.55672,35.77402,7.186
-117.62149,35.57537,5.918
-117.49615,35.67831,5.651
-117.6041,35.56614,5.562
-117.56816,35.74607,4.443
-117.59795,35.57148,6.648
-117.51792,35.69706,6.831
-117.52208,35.72018,5.074
-117.57427,35.74776,4.697
-117.58057,35.60204,4.335
-117.55804,35.74392,4.166
-117.57565,35.7509,6.375
-117.49417,35.69748,7.109
-117.55194,35.73873,4.5
-117.58536,35.60102,4.308
-117.57276,35.74754,4.585
-117.59846,35.57091,6.125
-117.60947,35.57529,5.914
-117.57884,35.60597,5.405
-117.55602,35.73559,3.688
-117.58566,35.60137,3.446
-117.55838,35.74233,4.26
-117.50317,35.70365,8.491
-117.6252,35.57262,6.088
-117.52706,35.72105,5.671
-117.62458,35.57204,6.125
-117.4941,35.69125,6.196
-117.62481,35.57229,6.137
-117.59939,35.56886,6.301
-117.6249,35.57312,6.179
-117.49428,35.70008,6.869
-117.5781,35.60414,4.456
-117.59755,35.57081,6.767
-117.59888,35.56993,6.19
-117.59916,35.56904,6.226
-117.50964,35.69028,6.48
-117.6094,35.58555,7.17
-117.55953,35.74155,3.705
-117.487,35.68271,5.276
-117.59975,35.56932,6.126
-117.59937,35.57001,6.16
-117.55908,35.77505,6.769
-117.50538,35.66928,6.224
-117.55619,35.73736,3.821
-117.56599,35.74015,4.41
-117.52706,35.71622,3.483
-117.52001,35.70336,6.609
-117.59353,35.62071,7.023
-117.49694,35.67864,5.792
-117.52824,35.6615,7.407
-117.58362,35.61172,6.594
-117.52756,35.71596,3.764
-117.55763,35.74325,4.085
-117.62531,35.57665,5.745
-117.57695,35.60525,5.267
-117.59979,35.56821,6.378
-117.59972,35.56805,6.338
-117.56002,35.74325,3.731
-117.60426,35.56555,5.377
-117.59354,35.59741,4.551
-117.54485,35.74231,6.745
-117.54487,35.7428,6.79
-117.59409,35.60328,5.018
-117.55518,35.77647,6.356
-117.51038,35.6838,7.091
-117.57628,35.75175,6.414
-117.62256,35.57396,5.9
-117.57853,35.60523,4.871
-117.49778,35.67962,5.32
-117.61417,35.58259,7.392
-117.59489,35.59845,4.357
-117.57544,35.75422,6.271
-117.61622,35.57579,6.743
-117.57211,35.74953,4.303
-117.59974,35.56798,6.488
-117.56451,35.77435,6.875
-117.59847,35.57066,6.265
-117.51893,35.71777,4.049
-117.47692,35.68297,0.908
-117.59956,35.56842,6.374
-117.59934,35.56851,6.341
-117.5974,35.61368,7.846
-117.52189,35.71521,5.205
-117.56313,35.75303,4.613
-117.62603,35.57318,6.507
-117.62267,35.57355,5.881
-117.59626,35.60417,3.794
-117.50383,35.70081,6.421
-117.55955,35.74398,4.268
-117.58703,35.59402,4.719
-117.50286,35.69501,8.113
-117.60948,35.58539,7.113
-117.4991,35.67754,5.621
-117.60935,35.58565,7.106
-117.59996,35.56941,5.767
-117.59928,35.56884,6.285
-117.56648,35.74955,4.56
-117.56161,35.72691,6.945
-117.55982,35.7451,4.129
-117.55852,35.74221,4.426
-117.60924,35.58555,7.059
-117.50532,35.69135,5.985
-117.58278,35.61155,6.942
-117.57227,35.7493,4.325
-117.61759,35.56351,5.898
-117.57672,35.60542,4.527
-117.57546,35.75024,6.231
-117.55494,35.77876,6.231
-117.61794,35.56344,5.804
-117.48323,35.6826,6.4
-117.57816,35.60654,5.806
-117.55801,35.74321,4.529
-117.62456,35.57181,6.095
-117.61826,35.57753,5.738
-117.49132,35.68376,5.857
-117.55946,35.74589,3.958
-117.62431,35.57298,6.228
-117.61446,35.58316,5.539
-117.57582,35.75256,6.365
-117.59937,35.56884,6.274
-117.59962,35.56858,6.264
-117.4773,35.68314,0.927
-117.56539,35.74969,4.549
-117.52205,35.72063,5.253
-117.61382,35.58525,7.705
-117.59169,35.59719,5.188
-117.56986,35.74285,3.308
-117.47984,35.6921,6.172
-117.57059,35.74645,4.847
-117.59475,35.59948,4.37
-117.57596,35.7521,6.299
-117.56574,35.74828,4.54
-117.52706,35.71652,3.762
-117.59858,35.56982,6.279
-117.51431,35.72313,5.783
-117.56557,35.73883,4.391
-117.58255,35.61219,6.42
-117.58583,35.6019,4.207
-117.61832,35.57867,5.867
-117.60094,35.59851,4.095
-117.50384,35.68107,7.892
-117.56871,35.74245,3.215
-117.56774,35.75692,4.699
-117.5597,35.77341,6.364
-117.58447,35.60968,6.164
-117.57453,35.74808,4.754
-117.55549,35.73526,3.93
-117.60474,35.56532,5.488
-117.58154,35.60168,4.516
-117.59833,35.57087,6.152
-117.5969,35.61599,7.616
-117.6053,35.56525,5.737
-117.5987,35.5694,6.321
-117.57368,35.75292,6.27
-117.62116,35.57549,5.776
-117.61426,35.5843,5.619
-117.56255,35.76325,5.215
-117.56696,35.74357,3.837
-117.58085,35.60277,5.491
-117.54093,35.7391,7.128
-117.62404,35.57236,6.22
-117.58497,35.60714,5.152
-117.59848,35.56973,6.276
-117.49769,35.67788,5.515
-117.59881,35.5711,6.193
-117.57367,35.74836,4.876
-117.55923,35.744,4.609
-117.59859,35.57125,6.335
-117.56646,35.74823,4.591
-117.59861,35.57115,6.246
-117.52352,35.719,5.641
-117.4767,35.68249,0.689
-117.56008,35.74222,3.576
-117.62354,35.57307,5.881
-117.52674,35.71658,3.952
-117.52651,35.71679,3.783
-117.59837,35.57057,6.206
-117.57396,35.74748,4.603
-117.59939,35.56891,6.283
-117.58261,35.61018,5.771
-117.62497,35.5719,6.079
-117.62489,35.57203,6.088
-117.56318,35.77381,6.488
-117.59386,35.6001,3.931
-117.61467,35.58216,7.394
-117.56704,35.74813,4.156
-117.50862,35.68015,7.531
-117.55989,35.7431,4.134
-117.59911,35.56923,6.192
-117.56387,35.74233,5.22
-117.47172,35.66897,6.799
-117.53777,35.74392,6.679
-117.57443,35.74813,4.755
-117.52029,35.71959,4.981
-117.47192,35.66915,6.808
-117.56503,35.75108,4.995
-117.59954,35.56802,6.384
-117.59829,35.56982,6.295
-117.46861,35.67042,6.952
-117.59928,35.5688,6.353
-117.61865,35.58206,5.87
-117.55833,35.74738,4.623
-117.51735,35.69963,8.914
-117.55858,35.77577,6.531
-117.59962,35.56839,6.388
-117.59864,35.57003,6.165
-117.59936,35.56824,6.254
-117.5986,35.56967,6.234
-117.59962,35.56805,6.415
-117.58168,35.60979,5.809
-117.59954,35.56863,6.536
-117.59909,35.5697,6.38
-117.59804,35.57083,6.326
-117.58084,35.60545,5.441
-117.59963,35.56851,6.223
-117.59974,35.56737,6.581
-117.53612,35.7213,5.882
-117.60018,35.56787,6.55
-117.52503,35.71843,5.742
-117.50434,35.68037,7.954
-117.60012,35.56786,6.448
-117.59891,35.56953,6.381
-117.59823,35.57035,6.272
-117.59879,35.57089,6.447
-117.59845,35.56963,6.891
-117.60043,35.61917,7.272
-117.6044,35.59009,3.843
-117.59947,35.56791,6.401
-117.5998,35.56831,6.435
-117.56264,35.74546,3.889
-117.56268,35.76401,5.132
-117.59963,35.568,6.81
-117.57386,35.74805,4.756
-117.58421,35.61126,6.702
-117.59896,35.5685,6.435
-117.50282,35.69484,8.162
-117.52076,35.71672,4.947
-117.59801,35.57044,6.338
-117.59887,35.5713,6.376
-117.53484,35.65561,8.327
-117.59821,35.57167,6.23
-117.59923,35.56884,6.93
-117.60347,35.56746,5.477
-117.59774,35.57104,6.706
-117.59579,35.61448,7.725
-117.58588,35.61,6.465
-117.56995,35.74474,4.57
-117.57403,35.74754,4.697
-117.47935,35.66383,4.645
-117.5128,35.66738,7.776
-117.47785,35.68409,1.118
-117.5205,35.71742,4.867
-117.59914,35.5696,5.938
-117.57441,35.7478,4.732
-117.59795,35.57073,6.353
-117.61389,35.58553,5.769
-117.59936,35.57062,6.439
-117.59983,35.5677,6.497
-117.59959,35.56821,6.513
-117.57986,35.60768,4.683
