idx1,idx2,hori,vert
0,32,1.8559106476339933,0.5324730240140707
0,54,1.9159382094387796,0.7449523864075418
0,76,1.5467472813113292,0.409946908975704
0,178,1.7931229848113825,0.6648814141306648
0,220,1.7518042822453104,0.6748123207422905
0,278,1.7846200569056425,0.7539534403016842
0,288,1.7432949239190636,1.0008830858155051
0,347,1.6333851572151326,0.2661810537087949
0,357,1.3803187946164126,0.5795038334096935
0,398,1.9133015484888345,0.05825658026343808
0,494,0.3469489621567932,0.13581591853746794
0,520,0.9250132460248451,0.3887037874902526
0,522,1.731565351552379,1.0351147971756947
0,601,1.2666790982614726,0.27215816998442827
0,606,1.973710685828998,1.0866467924587087
0,616,1.656361809149235,1.2082276701947448
0,646,1.9274956383192061,0.23061572607962444
0,653,1.7816696722784438,0.9540479427946957
0,694,1.6888687096358281,0.6364032297316371
0,759,1.6554916068509355,1.1935532134195674
0,766,1.909640611427187,0.1227421498035219
0,780,1.8190407965396251,0.9115974751275498
0,866,1.1739815009771897,0.4934418327914209
0,933,1.7930573418360531,0.48542123040272783
0,995,1.7916679835139215,1.3256745892414328
1,64,1.6315834071009465,0.22058282518256236
1,133,1.7025569468988315,0.35948019820515403
1,166,1.3532714262561625,0.11047956749852164
1,167,1.3864718954788195,0.5104277273535299
1,216,1.708182850342489,0.35870534476937244
1,223,0.8130881622357451,0.35582853862696723
1,224,1.2293726083380898,0.6478680322437722
1,266,1.0222041820358807,0.24678596577033748
1,316,1.4465434786791682,0.5492050345729731
1,348,1.262066644935553,0.6287281372602375
1,361,1.5840050845662617,0.04579100899885816
1,421,1.392642738803775,0.31819282773681334
1,478,1.4635325885498989,1.1690853254959765
1,480,1.48230071355278,0.28013931307850726
1,507,1.0893620008027258,0.21637416856635172
1,515,1.0768458077517955,0.4365519943157706
1,532,0.49650392589723213,0.024192835317357095
1,550,1.5596348550297756,0.1382597276632041
1,612,1.6723264578405648,0.10182034947853026
1,673,1.5061744538708284,0.09153651912314671
1,675,1.3954102248613123,0.39756406829622937
1,693,0.5758462170415423,0.0656807197893795
1,696,1.2839524771035333,0.3059610107730186
1,721,1.4537189511606872,0.900550774334879
1,793,0.939776852755993,0.05649770115464708
1,794,1.9959402643384807,0.6353258670008145
1,795,1.6285246161146107,0.17860838880933444
1,799,0.9076169828405738,0.16222968018209213
1,806,1.9870820046503246,0.04599190850655214
1,841,1.4726892072876794,0.35378497582085766
1,853,0.8962178544991465,0.16025152153470118
1,858,1.2911498610757406,0.08373508479582598
1,871,1.3525351031647264,0.25968328007277885
1,910,0.4290008928020959,0.4432015491995771
1,922,1.4354656334528515,0.16656950980358307
1,936,1.9846141519405949,0.0429826557506276
1,947,1.7822697164811176,0.3156351955641876
1,988,1.1766804788169922,0.010217241494821791
2,3,0.10839578107703741,0.10607281777803655
2,4,1.7139935049292083,0.539412060526829
2,60,0.1402228131180407,1.366799128208535
2,94,1.0222514686637836,1.2633582645191672
2,102,1.0756346464258042,0.8520510266974924
2,131,1.2044154522124626,0.9421081795576028
2,147,1.533096041587133,1.375225602670347
2,171,1.1346681571021477,1.8166909295994447
2,204,1.0121975235530842,1.0978365545096167
2,212,1.933591138069564,1.9433714831601647
2,227,1.2984672133982937,0.8950442889664119
2,233,1.9387894592550716,1.7459317616564987
2,251,1.2478118011414048,0.9216249555538089
2,287,0.41469737517472904,0.03746345896628191
2,293,1.9934145580226217,0.985378189075087
2,319,0.788627327432285,0.7501216899523206
2,328,1.3823579146591107,0.5033999349296282
2,337,1.8864707675918237,1.3518717928308215
2,341,1.5596979550729069,1.5907089112134236
2,376,0.7862282531238582,0.07240602551497796
2,440,1.1277653700832706,0.6502136474635482
2,465,1.4380858650242188,1.79042649624934
2,473,1.1992642832525573,1.158158258873096
2,490,1.229479952286835,1.7926011546399314
2,495,1.5094537643717247,1.93633566060245
2,516,1.4502097598314487,1.5599688636567117
2,521,1.8624290415714189,1.9566850238313709
2,538,1.260096004033283,0.6804219393341991
2,546,0.2950396427585936,0.298319201480379
2,554,0.9472287906964159,0.7966607734681856
2,559,1.3585375362739907,0.16028785583627542
2,570,1.2016684741023829,0.5194488036255025
2,579,1.21627599605393,0.9634990011689515
2,618,0.2512750849137713,0.568052964509734
2,629,0.7501420699974467,1.7556098724894729
2,639,0.10502589846913661,0.7388338406442817
2,649,0.9698313993908535,0.09779407874757089
2,682,1.4683204324256773,0.9946609820888261
2,712,1.6230214110006012,0.30993968954639783
2,714,1.858346809088509,1.3460480532889414
2,739,1.6482017716952841,1.8265576150750567
2,803,1.1474588168610307,0.6710456844266482
2,810,1.301364696681095,1.2766072202532306
2,816,0.5044667416300848,0.5399076257957786
2,880,1.4635971475973852,1.166649024462582
2,899,1.7204895655781567,0.30443606538647144
2,901,1.2122134341540018,0.5577548066062409
2,907,1.6343010026739433,1.2012796431591741
2,916,1.8786892273621807,0.612696162361688
2,923,0.9107070185933983,0.6551259952071996
2,932,1.7597088036953052,1.645412334263041
2,940,1.9787964287376467,1.2208253966463853
2,983,0.7116560079182666,0.9245640944801853
3,4,1.6284551740021034,0.6454848783048656
3,60,0.24645633428751718,1.4728719459865716
3,94,0.9165574193145192,1.3694310822972038
3,102,1.0075203427904478,0.745978208919456
3,131,1.259857714985361,1.0481809973356393
3,147,1.4251857127433318,1.4812984204483837
3,171,1.121568062023527,1.710618111821408
3,204,1.0961938595991503,0.9917637367315801
3,212,1.9334091485897735,1.8372986653821282
3,227,1.3430085651043346,0.7889714711883753
3,233,1.848974463364416,1.8520045794345352
3,251,1.3000035811425505,1.0276977733318453
3,287,0.31356603856311843,0.06860935881175464
3,293,1.8940580101124385,1.0914510068531236
3,319,0.8273955944499861,0.8561945077303571
3,328,1.4060236216688842,0.6094727527076648
3,337,1.7807598120250097,1.457944610608858
3,341,1.6660665335036688,1.6967817289914602
3,345,1.952544155405355,1.0410271111901348
3,376,0.711125409319274,0.0336667922630586
3,388,1.9500589255523735,1.0050959793689909
3,440,1.1666030666042944,0.7562864652415847
3,465,1.3319559744195204,1.8964993140273765
3,473,1.0927145423093343,1.2642310766511327
3,490,1.2175180580757934,1.6865283368618949
3,504,1.9393931866218002,1.0862746892430806
3,516,1.5535406017106534,1.666041681434748
3,538,1.2876357688856999,0.5743491215561626
3,546,0.19538921354723987,0.19224638370234243
3,554,1.0150960847166692,0.6905879556901491
3,559,1.4146030720308058,0.266360673614312
3,570,1.0933115688709294,0.6255216214035391
3,579,1.2655154951164609,1.069571818946988
3,618,0.353914541333648,0.6741257822877705
3,629,0.6471865996773191,1.8616826902675092
3,639,0.21291216859611184,0.6327610228662451
3,649,1.0428778064107294,0.008278739030465658
3,682,1.3735870564092518,1.1007337998668627
3,712,1.52399915867949,0.4160125073244344
3,714,1.9584965795934288,1.2399752355109048
3,739,1.6892746814698123,1.9326304328530932
3,756,1.9544675635507303,1.4777922275293023
3,803,1.2131685973301685,0.7771185022046848
3,810,1.40619077963395,1.170534402475194
3,816,0.602907054027126,0.43383480801774205
3,880,1.3743589422805584,1.2727218422406186
3,899,1.612465906846408,0.410508883164508
3,901,1.279535957840846,0.4516819888282043
3,907,1.6797893762952192,1.3073524609372107
3,916,1.773228115144598,0.7187689801397246
3,923,1.0189932085358278,0.7611988129852362
3,932,1.841851474494066,1.5393395164850043
3,940,1.9125871347530414,1.1147525788683488
3,983,0.7410258708079756,1.030636912258222
4,39,1.1489416364848715,1.8267937343881022
4,60,1.803676333242036,0.827387067681706
4,67,1.7111298834011295,1.2656720649078526
4,72,1.9178797152127023,1.9823963971975245
4,77,1.5483658262039766,0.7698713591613596
4,87,1.498306140170569,1.5163980432851059
4,94,0.8931038827576755,0.7239462039923382
4,102,1.9516545011179394,1.3914630872243214
4,113,0.927507907521612,1.6498741300130642
4,143,1.0944688308194523,1.787238885255101
4,147,1.175797619636705,0.8358135421435181
4,149,1.67752170402789,1.7837523376086828
4,176,1.459415094334275,1.2995146452520603
4,227,1.8699277645426062,1.4344563494932407
4,233,0.25271315181324433,1.2065197011296696
4,245,1.5828899245582366,1.7612678032669937
4,287,1.3274364288354328,0.5768755194931109
4,292,1.7026620455069084,1.9023176941381716
4,293,0.5256553229265656,0.445966128548258
4,306,1.5578255928794245,1.6247034304928747
4,328,1.6571197088567553,0.036012125597200795
4,329,1.2721296935034487,1.4682881315159502
4,331,0.6867689380770575,1.7558640223069306
4,337,0.7780979099034213,0.8124597323039925
4,345,0.7375653397265208,1.6865119894950003
4,366,1.0755122155105323,1.5400884259172125
4,376,1.7571293560297059,0.611818086041807
4,388,0.7286614648383098,1.6505808576738563
